sentence,sentence_fragment,model,condition,n_tokens_sentence,n_tokens_word,prob,surprisal,final_word,n_params
A thoughtful wife has pork chops ready when her husband comes home from working.,A thoughtful wife has pork chops ready when her husband comes home from,EleutherAI/pythia-2.8b,S,15,1,0.002786167897284031,8.487502085846915, working,2775208960
A vacation is the shortest distance between two locations.,A vacation is the shortest distance between two,EleutherAI/pythia-2.8b,S,9,1,0.014455793425440788,6.112208394551269, locations,2775208960
A vacation is the shortest distance between two paychecks.,A vacation is the shortest distance between two,EleutherAI/pythia-2.8b,J,10,2,1.3955698705103714e-05,16.128786118348557, paychecks,2775208960
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.","After Olga tore her red dress, she went to the store for a needle and a spool of red",EleutherAI/pythia-2.8b,E,23,1,0.7347816824913025,0.4446124332017814, thread,2775208960
"All roads lead to Rome, and all detours lead to profanity.","All roads lead to Rome, and all detours lead to",EleutherAI/pythia-2.8b,J,14,2,1.32047762235743e-05,16.2085806215403, profanity,2775208960
"All roads lead to Rome, and all detours lead to somewhere.","All roads lead to Rome, and all detours lead to",EleutherAI/pythia-2.8b,S,13,1,0.0007250095368362963,10.429712406965411, somewhere,2775208960
All the plates were garnished with little sprigs of parsley.,All the plates were garnished with little sprigs of,EleutherAI/pythia-2.8b,E,12,1,0.19467681646347046,2.360847007257739, parsley,2775208960
Another thing a small boy is constantly outgrowing is his allowance.,Another thing a small boy is constantly outgrowing is his,EleutherAI/pythia-2.8b,J,12,1,0.0018600528128445148,9.070440700023841, allowance,2775208960
Another thing a small boy is constantly outgrowing is his underwear.,Another thing a small boy is constantly outgrowing is his,EleutherAI/pythia-2.8b,S,12,1,0.023197893053293228,5.429862411128796, underwear,2775208960
Another thing that has developed by leaps and bounds is the modern dance.,Another thing that has developed by leaps and bounds is the modern,EleutherAI/pythia-2.8b,J,14,1,0.0007628878229297698,10.356241444640148, dance,2775208960
Another thing that has developed by leaps and bounds is the modern science.,Another thing that has developed by leaps and bounds is the modern,EleutherAI/pythia-2.8b,S,14,1,0.0047721704468131065,7.711138712211403, science,2775208960
Arguments between couples are healthy; sometimes they even prevent breakups.,Arguments between couples are healthy; sometimes they even prevent,EleutherAI/pythia-2.8b,S,12,2,0.010819632560014725,6.530204684403506, breakups,2775208960
Arguments between couples are healthy; sometimes they even prevent marriage.,Arguments between couples are healthy; sometimes they even prevent,EleutherAI/pythia-2.8b,J,11,1,0.009889893233776093,6.6598293381906615, marriage,2775208960
Autobiography is an unrivaled vehicle for telling the truth about others.,Autobiography is an unrivaled vehicle for telling the truth about,EleutherAI/pythia-2.8b,J,15,1,0.0004281500878278166,11.189595758137898, others,2775208960
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiography is an unrivaled vehicle for telling the truth about,EleutherAI/pythia-2.8b,S,15,1,0.00027793223853223026,11.812979191023919, somebody,2775208960
Autumn is a good time to buy some new clothes.,Autumn is a good time to buy some new,EleutherAI/pythia-2.8b,E,11,1,0.15086129307746887,2.728705398024623, clothes,2775208960
"Because of his diabetes, he had to take daily shots of insulin.","Because of his diabetes, he had to take daily shots of",EleutherAI/pythia-2.8b,E,13,1,0.9092087149620056,0.13731658212160466, insulin,2775208960
"Before the outdoor concert, he packed a basket with wine and food for a picnic.","Before the outdoor concert, he packed a basket with wine and food for a",EleutherAI/pythia-2.8b,E,16,1,0.5220169425010681,0.93783146344544, picnic,2775208960
Bill jumped in the lake and made a big splash.,Bill jumped in the lake and made a big,EleutherAI/pythia-2.8b,E,10,1,0.8624861836433411,0.2134267487745707, splash,2775208960
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.","By the time Mary had her fourteenth child, she'd run out of names to call her",EleutherAI/pythia-2.8b,J,20,1,0.009146442636847496,6.772573545428379, husband,2775208960
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.","By the time Mary had her fourteenth child, she'd run out of names to call her",EleutherAI/pythia-2.8b,S,20,1,0.00830013956874609,6.91264868875133, offspring,2775208960
"Charged with statutory rape, he told the judge he didn't know she was a statue.","Charged with statutory rape, he told the judge he didn't know she was a",EleutherAI/pythia-2.8b,J,19,1,2.2967346922087017e-06,18.731984356204837, statue,2775208960
"Charged with statutory rape, he told the judge he didn't know she was a teenager.","Charged with statutory rape, he told the judge he didn't know she was a",EleutherAI/pythia-2.8b,S,19,1,0.02492748200893402,5.3261190300376375, teenager,2775208960
Cocktail lounges are usually half lit to match the patrons.,Cocktail lounges are usually half lit to match the,EleutherAI/pythia-2.8b,J,14,1,0.0031765326857566833,8.298331420462324, patrons,2775208960
Cocktail lounges are usually half lit to match the setting.,Cocktail lounges are usually half lit to match the,EleutherAI/pythia-2.8b,S,14,1,0.005687878932803869,7.457893527317684, setting,2775208960
"Congress taxes our income, our property, and our patience.","Congress taxes our income, our property, and our",EleutherAI/pythia-2.8b,J,11,1,6.634502642555162e-05,13.879652156846417, patience,2775208960
"Congress taxes our income, our property, and our purchases.","Congress taxes our income, our property, and our",EleutherAI/pythia-2.8b,S,11,1,0.00043686447315849364,11.16052659233465, purchases,2775208960
"Diamonds are produced by great pressure, usually provided by a girlfriend.","Diamonds are produced by great pressure, usually provided by a",EleutherAI/pythia-2.8b,J,14,1,1.287416040440803e-07,22.88901831501418, girlfriend,2775208960
"Diamonds are produced by great pressure, usually provided by a piston.","Diamonds are produced by great pressure, usually provided by a",EleutherAI/pythia-2.8b,S,14,1,0.021392637863755226,5.546741801787063, piston,2775208960
Dogs crack open bones so they can eat the marrow.,Dogs crack open bones so they can eat the,EleutherAI/pythia-2.8b,E,11,1,0.8268578052520752,0.27428884444599894, marrow,2775208960
"During the worst part of the drought, people were encouraged to not always flush the toilet.","During the worst part of the drought, people were encouraged to not always flush the",EleutherAI/pythia-2.8b,E,17,1,0.8005768656730652,0.32088816822132843, toilet,2775208960
Eva turned down the heat and left the sauce on the stove to simmer.,Eva turned down the heat and left the sauce on the stove to,EleutherAI/pythia-2.8b,E,15,1,0.46993058919906616,1.0894804147213064, simmer,2775208960
Every introductory sailing class includes learning how to save a man drowning.,Every introductory sailing class includes learning how to save a man,EleutherAI/pythia-2.8b,E,12,1,0.004201739560812712,7.894797543395632, drowning,2775208960
"Every time I wear my spring coat in the rain, it damages the fabric.","Every time I wear my spring coat in the rain, it damages the",EleutherAI/pythia-2.8b,S,15,1,0.25085413455963135,1.9950793781942835, fabric,2775208960
"Every time I wear my spring coat in the rain, it damages the springs.","Every time I wear my spring coat in the rain, it damages the",EleutherAI/pythia-2.8b,J,15,1,0.0005769634153693914,10.759232537521832, springs,2775208960
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little,EleutherAI/pythia-2.8b,S,21,1,0.0012865791795775294,9.602244037486452, platform,2775208960
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little,EleutherAI/pythia-2.8b,J,21,1,0.038279447704553604,4.707286174988656, water,2775208960
"Except for not having a shell, slugs are a lot like snails.","Except for not having a shell, slugs are a lot like",EleutherAI/pythia-2.8b,E,15,2,0.03498310595750809,4.837197805873398, snails,2775208960
"Figures don't lie, except on the beaches.","Figures don't lie, except on the",EleutherAI/pythia-2.8b,J,9,1,0.0010912080761045218,9.839858057664612, beaches,2775208960
"Figures don't lie, except on the page.","Figures don't lie, except on the",EleutherAI/pythia-2.8b,S,9,1,0.00862500723451376,6.857258617774614, page,2775208960
"For a great vacation, put the kids in the back seat, and take a cruise.","For a great vacation, put the kids in the back seat, and take a",EleutherAI/pythia-2.8b,J,17,1,0.02854771725833416,5.130480800815237, cruise,2775208960
"For a great vacation, put the kids in the back seat, and take a freeway.","For a great vacation, put the kids in the back seat, and take a",EleutherAI/pythia-2.8b,S,18,2,0.00025923532666638494,11.913450048157006, freeway,2775208960
"For his thirtieth birthday, all his friends gathered to celebrate.","For his thirtieth birthday, all his friends gathered to",EleutherAI/pythia-2.8b,E,14,1,0.2231324017047882,2.164028068151545, celebrate,2775208960
For lunch he had an apple and a peanut butter sandwich.,For lunch he had an apple and a peanut butter,EleutherAI/pythia-2.8b,E,11,1,0.8261622190475464,0.27550300859678206, sandwich,2775208960
"Frequent naps prevent old age, especially when taken while driving.","Frequent naps prevent old age, especially when taken while",EleutherAI/pythia-2.8b,J,13,1,0.00915489811450243,6.771240454403539, driving,2775208960
"Frequent naps prevent old age, especially when taken while relaxed.","Frequent naps prevent old age, especially when taken while",EleutherAI/pythia-2.8b,S,13,1,0.0007720428402535617,10.339031475441383, relaxed,2775208960
Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday commemorates the Last Supper that Jesus had with his twelve,EleutherAI/pythia-2.8b,E,15,1,0.6172827482223511,0.6959966233091521, disciples,2775208960
Hal wrote her a love letter.,Hal wrote her a love,EleutherAI/pythia-2.8b,E,6,1,0.8114114999771118,0.3014943451625273, letter,2775208960
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.","He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",EleutherAI/pythia-2.8b,S,23,1,0.0006869697826914489,10.50746573803149, change,2775208960
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.","He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",EleutherAI/pythia-2.8b,J,23,1,0.010058669373393059,6.635416721149772, room,2775208960
He drank so much that he eventually became a beverage.,He drank so much that he eventually became a,EleutherAI/pythia-2.8b,J,10,1,2.8556938559631817e-05,15.095799150587156, beverage,2775208960
He drank so much that he eventually became a lush.,He drank so much that he eventually became a,EleutherAI/pythia-2.8b,S,10,1,0.0013846546644344926,9.49625807447455, lush,2775208960
He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He got a medal for bravery on the beach when he rescued a girl from a,EleutherAI/pythia-2.8b,J,21,4,0.0023017090279608965,8.7630788188941, lifeguard,2775208960
He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,He got a medal for bravery on the beach when he rescued a girl from a,EleutherAI/pythia-2.8b,S,20,3,0.027593944221735,5.179504502476894, shipwreck,2775208960
He hung her coat in the closet.,He hung her coat in the,EleutherAI/pythia-2.8b,E,7,1,0.4167412519454956,1.2627761797964019, closet,2775208960
He is at the age when all the numbers in his little black book belong to doctors.,He is at the age when all the numbers in his little black book belong to,EleutherAI/pythia-2.8b,J,17,1,4.594634810928255e-05,14.40969027612162, doctors,2775208960
He is at the age when all the numbers in his little black book belong to friends.,He is at the age when all the numbers in his little black book belong to,EleutherAI/pythia-2.8b,S,17,1,0.0006095654098317027,10.679931341022888, friends,2775208960
"He is probably the best boxer in the country, but he always loses in the city.","He is probably the best boxer in the country, but he always loses in the",EleutherAI/pythia-2.8b,J,18,1,0.00042514383676461875,11.199761355993907, city,2775208960
"He is probably the best boxer in the country, but he always loses in the competition.","He is probably the best boxer in the country, but he always loses in the",EleutherAI/pythia-2.8b,S,18,1,0.00012171256821602583,13.004234229026753, competition,2775208960
He likes to make things around the house; this week it's the maid.,He likes to make things around the house; this week it's the,EleutherAI/pythia-2.8b,J,15,1,6.160038901725784e-05,13.986701012615717, maid,2775208960
He likes to make things around the house; this week it's the shelves.,He likes to make things around the house; this week it's the,EleutherAI/pythia-2.8b,S,15,1,0.005261820275336504,7.570222312537773, shelves,2775208960
"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.","He owns stock in a company that paysly dividends, so every three months they send him a",EleutherAI/pythia-2.8b,J,20,1,0.0004897885955870152,10.995553197484238, quarter,2775208960
"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.","He owns stock in a company that pays quarterly dividends, so every three months they send him a",EleutherAI/pythia-2.8b,S,20,1,0.018299760296940804,5.772031438570306, statement,2775208960
He says he doesn't like to drink because it makes him feel happy.,He says he doesn't like to drink because it makes him feel,EleutherAI/pythia-2.8b,J,14,1,0.002570247044786811,8.60387725086173, happy,2775208960
He says he doesn't like to drink because it makes him feel sad.,He says he doesn't like to drink because it makes him feel,EleutherAI/pythia-2.8b,S,14,1,0.00982358492910862,6.669534680119229, sad,2775208960
He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He spilled some of the quart of oil onto the engine because he didn't have a,EleutherAI/pythia-2.8b,E,18,1,0.05258370563387871,4.249240375866639, funnel,2775208960
"He thought that he could turn from Grant onto Prince, but the two streets are parallel.","He thought that he could turn from Grant onto Prince, but the two streets are",EleutherAI/pythia-2.8b,E,17,1,0.05866087228059769,4.091457665806755, parallel,2775208960
"He told her he wasn't himself, and she said she'd noticed the improvement.","He told her he wasn't himself, and she said she'd noticed the",EleutherAI/pythia-2.8b,J,16,1,0.0003471968520898372,11.49195851210971, improvement,2775208960
"He told her he wasn't himself, and she said she'd noticed the problem.","He told her he wasn't himself, and she said she'd noticed the",EleutherAI/pythia-2.8b,S,16,1,0.0011908136075362563,9.713836672070821, problem,2775208960
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.","He told me he just bought a set of tires, and I told him I didn't even know he owned a",EleutherAI/pythia-2.8b,J,25,1,1.103845988836838e-06,19.789029671339367, balloon,2775208960
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.","He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a",EleutherAI/pythia-2.8b,S,25,1,0.030607299879193306,5.0299804112514535, truck,2775208960
"He told me he's not broke, just badly bent.","He told me he's not broke, just badly",EleutherAI/pythia-2.8b,J,11,1,0.0007954725297167897,10.295900269138507, bent,2775208960
"He told me he's not broke, just badly off.","He told me he's not broke, just badly",EleutherAI/pythia-2.8b,S,11,1,0.019871916621923447,5.653125164313733, off,2775208960
He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,He was teaching his girlfriend how to swim when the lifeguard made them move to the,EleutherAI/pythia-2.8b,J,20,1,0.005114960018545389,7.611061321577451, lake,2775208960
He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,He was teaching his girlfriend how to swim when the lifeguard made them move to the,EleutherAI/pythia-2.8b,S,21,2,0.0023292407859116793,8.74592449840451, shallows,2775208960
He wondered if the storm had done much damage.,He wondered if the storm had done much,EleutherAI/pythia-2.8b,E,9,1,0.677933931350708,0.5607834137929081, damage,2775208960
"He's never given a girl a present, but he did give a few a pretty good reputation.","He's never given a girl a present, but he did give a few a pretty good",EleutherAI/pythia-2.8b,J,19,1,4.902334330836311e-05,14.316171597536854, reputation,2775208960
"He's never given a girl a present, but he did give a few a pretty good surprise.","He's never given a girl a present, but he did give a few a pretty good",EleutherAI/pythia-2.8b,S,19,1,0.0031683032866567373,8.302073840275918, surprise,2775208960
He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's planning an extended vacation: he hopes to spend three weeks on his,EleutherAI/pythia-2.8b,J,16,1,0.0018750150920823216,9.058882076688398, couch,2775208960
He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's planning an extended vacation: he hopes to spend three weeks on his,EleutherAI/pythia-2.8b,S,17,2,0.0190238356590271,5.716048032516423, sailboat,2775208960
Her press agent was operated on for an ingrown beeper.,Her press agent was operated on for an ingrown,EleutherAI/pythia-2.8b,J,12,2,5.837843986000735e-09,27.35191719806739, beeper,2775208960
Her press agent was operated on for an ingrown eyelash.,Her press agent was operated on for an ingrown,EleutherAI/pythia-2.8b,S,12,2,0.0013851955300197005,9.495694647536121, eyelash,2775208960
His doctor recommended he stay flat on his back ever since he was hit by a motorist.,His doctor recommended he stay flat on his back ever since he was hit by a,EleutherAI/pythia-2.8b,S,18,2,0.0005618898430839181,10.797425057668585, motorist,2775208960
His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,His doctor recommended he stay flat on his back ever since he was hit by a,EleutherAI/pythia-2.8b,J,18,2,0.00024314613256137818,12.005888735037999, steamroller,2775208960
His job was to keep the sidewalk clean.,His job was to keep the sidewalk,EleutherAI/pythia-2.8b,E,8,1,0.09564405679702759,3.3861808656972814, clean,2775208960
His sandwich came with chips and a dill pickle.,His sandwich came with chips and a dill,EleutherAI/pythia-2.8b,E,11,2,0.8934321999549866,0.16256984351658194, pickle,2775208960
His wife sued for divorce and asked for custody of the cash.,His wife sued for divorce and asked for custody of the,EleutherAI/pythia-2.8b,J,12,1,1.8509466826799326e-05,15.721377136084678, cash,2775208960
His wife sued for divorce and asked for custody of the cat.,His wife sued for divorce and asked for custody of the,EleutherAI/pythia-2.8b,S,12,1,0.00020779944316018373,12.232520591289605, cat,2775208960
"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I appreciate the more expensive things in life: diamonds, caviar, and",EleutherAI/pythia-2.8b,S,16,1,0.01651720702648163,5.919886434597337, champagne,2775208960
"I appreciate the more expensive things in life: diamonds, caviar, and postage.","I appreciate the more expensive things in life: diamonds, caviar, and",EleutherAI/pythia-2.8b,J,17,2,0.00014636253763455898,12.73816604508766, postage,2775208960
"I asked him if he started out as an editor, and he said that years ago he used to be a boy.","I asked him if he started out as an editor, and he said that years ago he used to be a",EleutherAI/pythia-2.8b,J,23,1,0.0007659255643375218,10.350508187371993, boy,2775208960
"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.","I asked him if he started out as an editor, and he said that years ago he used to be a",EleutherAI/pythia-2.8b,S,23,1,0.027627866715192795,5.177732020973236, journalist,2775208960
"I asked the florist what I should give to my girlfriend, and he suggested his address.","I asked the florist what I should give to my girlfriend, and he suggested his",EleutherAI/pythia-2.8b,J,18,1,0.00043268664740025997,11.174389779304231, address,2775208960
"I asked the florist what I should give to my girlfriend, and he suggested his tulips.","I asked the florist what I should give to my girlfriend, and he suggested his",EleutherAI/pythia-2.8b,S,20,3,0.0013419227907434106,9.541482618053944, tulips,2775208960
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.","I asked the woman at the party if she remembered me from last year, and she said she never forgets a",EleutherAI/pythia-2.8b,J,24,1,0.001301883952692151,9.585183429351396, dress,2775208960
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.","I asked the woman at the party if she remembered me from last year, and she said she never forgets a",EleutherAI/pythia-2.8b,S,24,1,0.004536803346127272,7.784108159184538, name,2775208960
"I can walk on water, but I stagger on alcohol.","I can walk on water, but I stagger on",EleutherAI/pythia-2.8b,J,11,1,7.495305180782452e-05,13.703653253923722, alcohol,2775208960
"I can walk on water, but I stagger on concrete.","I can walk on water, but I stagger on",EleutherAI/pythia-2.8b,S,11,1,0.00014914142957422882,12.71103130409567, concrete,2775208960
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.","I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",EleutherAI/pythia-2.8b,S,22,1,0.16767117381095886,2.5762934141821536, pay,2775208960
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.","I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",EleutherAI/pythia-2.8b,J,22,1,2.4028543066378916e-06,18.666819393791553, umbrella,2775208960
"I got a car for my wife, and I thought it was a good choice.","I got a car for my wife, and I thought it was a good",EleutherAI/pythia-2.8b,S,16,1,0.0013988364953547716,9.481556943407655, choice,2775208960
"I got a car for my wife, and I thought it was a good trade.","I got a car for my wife, and I thought it was a good",EleutherAI/pythia-2.8b,J,16,1,0.0007140777306631207,10.451631252720256, trade,2775208960
"I hope this train stops at Grand Central because if it doesn't, there will be a crash.","I hope this train stops at Grand Central because if it doesn't, there will be a",EleutherAI/pythia-2.8b,J,19,1,0.008077944628894329,6.9517960276893405, crash,2775208960
"I hope this train stops at Grand Central because if it doesn't, there will be a delay.","I hope this train stops at Grand Central because if it doesn't, there will be a",EleutherAI/pythia-2.8b,S,19,1,0.0021593242418020964,8.855204391502062, delay,2775208960
I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,I knew a streetwalker who was so exclusive she had an unlisted telephone,EleutherAI/pythia-2.8b,J,16,1,0.00037157992483116686,11.39403981951046, booth,2775208960
I knew a streetwalker who was so exclusive she had an unlisted telephone line.,I knew a streetwalker who was so exclusive she had an unlisted telephone,EleutherAI/pythia-2.8b,S,16,1,0.014396957121789455,6.11809226763433, line,2775208960
I know one couple who got divorced and had to leave the house to the attorney.,I know one couple who got divorced and had to leave the house to the,EleutherAI/pythia-2.8b,J,16,1,0.00043482487672008574,11.16727789894953, attorney,2775208960
I know one couple who got divorced and had to leave the house to the daughter.,I know one couple who got divorced and had to leave the house to the,EleutherAI/pythia-2.8b,S,16,1,0.0006513555999845266,10.58426699857106, daughter,2775208960
"I still miss my ex-wife, but I am improving my aim.","I still miss my ex-wife, but I am improving my",EleutherAI/pythia-2.8b,J,14,1,9.425277676200494e-05,13.373105352482423, aim,2775208960
"I still miss my ex-wife, but I am improving my ego.","I still miss my ex-wife, but I am improving my",EleutherAI/pythia-2.8b,S,14,1,4.2901188862742856e-05,14.508622846697582, ego,2775208960
I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I went to a place that serves breakfast any time and ordered French toast in the,EleutherAI/pythia-2.8b,S,18,2,5.157796294952277e-06,17.56481377372041, nighttime,2775208960
I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I went to a place that serves breakfast any time and ordered French toast in the,EleutherAI/pythia-2.8b,J,17,1,2.6320719825889682e-06,18.535369624512388, Renaissance,2775208960
"I've got Parkinson's disease, and he's got gout.","I've got Parkinson's disease, and he's got",EleutherAI/pythia-2.8b,S,13,2,0.0005841590464115143,10.741351160735404, gout,2775208960
"I've got Parkinson's disease, and he's got mine.","I've got Parkinson's disease, and he's got",EleutherAI/pythia-2.8b,J,12,1,0.0003954881976824254,11.304077737693603, mine,2775208960
"If there's one thing that counts in business, it's bookkeepers.","If there's one thing that counts in business, it's",EleutherAI/pythia-2.8b,J,14,2,1.758474610369376e-07,22.439172159364112, bookkeepers,2775208960
"If there's one thing that counts in business, it's resources.","If there's one thing that counts in business, it's",EleutherAI/pythia-2.8b,S,13,1,0.0003188448026776314,11.614858014777532, resources,2775208960
"If you're filthy rich, sending your kids to college is a wonderful cleaner.","If you're filthy rich, sending your kids to college is a wonderful",EleutherAI/pythia-2.8b,J,15,1,1.4525896929740156e-08,26.03679751070922, cleaner,2775208960
"If you're filthy rich, sending your kids to college is a wonderful luxury.","If you're filthy rich, sending your kids to college is a wonderful",EleutherAI/pythia-2.8b,S,15,1,0.03166494891047478,4.980969438069878, luxury,2775208960
In some marriages the bride is given away by the family.,In some marriages the bride is given away by the,EleutherAI/pythia-2.8b,S,11,1,0.04287819191813469,4.543612118068067, family,2775208960
In some marriages the bride is given away by the press.,In some marriages the bride is given away by the,EleutherAI/pythia-2.8b,J,11,1,1.979832632059697e-05,15.624261999234609, press,2775208960
"In the game of golf, nothing counts as much as your drives.","In the game of golf, nothing counts as much as your",EleutherAI/pythia-2.8b,S,13,1,0.0007264456362463534,10.426857542121331, drives,2775208960
"In the game of golf, nothing counts as much as your opponent.","In the game of golf, nothing counts as much as your",EleutherAI/pythia-2.8b,J,13,1,0.002447980921715498,8.674191970199209, opponent,2775208960
"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.","In the US the five cent piece is made of nickel, while pennies are mainly made of",EleutherAI/pythia-2.8b,E,20,1,0.7999941110610962,0.32193871485514086, copper,2775208960
"It was so hot at Playboy, the centerfold took off her bikini.","It was so hot at Playboy, the centerfold took off her",EleutherAI/pythia-2.8b,S,17,3,0.01876644417643547,5.735700872317691, bikini,2775208960
"It was so hot at Playboy, the centerfold took off her staple.","It was so hot at Playboy, the centerfold took off her",EleutherAI/pythia-2.8b,J,15,1,1.8127717567040236e-06,19.073371280315058, staple,2775208960
It was too hot to sleep in a bed so he strung up a mesh hammock.,It was too hot to sleep in a bed so he strung up a mesh,EleutherAI/pythia-2.8b,E,19,3,0.19132891297340393,2.3858731895700114, hammock,2775208960
"It's always nicer to give than to receive, especially when it's your opinion.","It's always nicer to give than to receive, especially when it's your",EleutherAI/pythia-2.8b,J,16,1,0.00017236563144251704,12.502240240217619, opinion,2775208960
"It's always nicer to give than to receive, especially when it's your parents.","It's always nicer to give than to receive, especially when it's your",EleutherAI/pythia-2.8b,S,16,1,0.003098223125562072,8.334343237839201, parents,2775208960
It's extraordinary what fine poker hand you get when you're playing bridge.,It's extraordinary what fine poker hand you get when you're playing,EleutherAI/pythia-2.8b,J,14,1,0.00307583250105381,8.34480734328647, bridge,2775208960
It's extraordinary what fine poker hand you get when you're playing stud.,It's extraordinary what fine poker hand you get when you're playing,EleutherAI/pythia-2.8b,S,14,1,0.00044401735067367554,11.137096326303382, stud,2775208960
It's hard to admit when one is wrong.,It's hard to admit when one is,EleutherAI/pythia-2.8b,E,9,1,0.5052659511566162,0.9848851319364039, wrong,2775208960
"It's hard to raise a family nowadays, especially in the country.","It's hard to raise a family nowadays, especially in the",EleutherAI/pythia-2.8b,S,13,1,0.012237459421157837,6.352552113846993, country,2775208960
"It's hard to raise a family nowadays, especially in the morning.","It's hard to raise a family nowadays, especially in the",EleutherAI/pythia-2.8b,J,13,1,0.00019330931536387652,12.336801218433552, morning,2775208960
It's not hard to meet expenses; they're affordable.,It's not hard to meet expenses; they're,EleutherAI/pythia-2.8b,S,11,1,0.00031043836497701705,11.653405518088057, affordable,2775208960
It's not hard to meet expenses; they're everywhere.,It's not hard to meet expenses; they're,EleutherAI/pythia-2.8b,J,11,1,0.029400911182165146,5.0879953225491175, everywhere,2775208960
