sentence,sentence_fragment,model,condition,n_tokens_sentence,n_tokens_word,prob,surprisal,final_word,n_params
A replacement player hit a home run with my girl.,A replacement player hit a home run with my,EleutherAI/pythia-1b,J,10,1,0.0006369423354044557,10.616549613334376, girl,1011781632
A thoughtful wife has pork chops ready when her husband comes home from fishing.,A thoughtful wife has pork chops ready when her husband comes home from,EleutherAI/pythia-1b,J,15,1,0.0019585799891501665,8.995976234957165, fishing,1011781632
A thoughtful wife has pork chops ready when her husband comes home from working.,A thoughtful wife has pork chops ready when her husband comes home from,EleutherAI/pythia-1b,S,15,1,0.0028376730624586344,8.46107590327629, working,1011781632
A vacation is the shortest distance between two locations.,A vacation is the shortest distance between two,EleutherAI/pythia-1b,S,9,1,0.025581302121281624,5.288766488647272, locations,1011781632
A vacation is the shortest distance between two paychecks.,A vacation is the shortest distance between two,EleutherAI/pythia-1b,J,10,2,1.5292855550796958e-06,19.318710750962513, paychecks,1011781632
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.","After Olga tore her red dress, she went to the store for a needle and a spool of red",EleutherAI/pythia-1b,E,23,1,0.7925763130187988,0.3353782434040204, thread,1011781632
"All roads lead to Rome, and all detours lead to profanity.","All roads lead to Rome, and all detours lead to",EleutherAI/pythia-1b,J,14,2,3.8143932101775135e-07,21.32204309137033, profanity,1011781632
"All roads lead to Rome, and all detours lead to somewhere.","All roads lead to Rome, and all detours lead to",EleutherAI/pythia-1b,S,13,1,0.00023345323279500008,12.064578812794053, somewhere,1011781632
All the plates were garnished with little sprigs of parsley.,All the plates were garnished with little sprigs of,EleutherAI/pythia-1b,E,12,1,0.09323456138372421,3.4229913390356645, parsley,1011781632
Another thing a small boy is constantly outgrowing is his allowance.,Another thing a small boy is constantly outgrowing is his,EleutherAI/pythia-1b,J,12,1,0.0004153405607212335,11.233417612303924, allowance,1011781632
Another thing a small boy is constantly outgrowing is his underwear.,Another thing a small boy is constantly outgrowing is his,EleutherAI/pythia-1b,S,12,1,0.001760136685334146,9.150096817392225, underwear,1011781632
Another thing that has developed by leaps and bounds is the modern dance.,Another thing that has developed by leaps and bounds is the modern,EleutherAI/pythia-1b,J,14,1,0.001144985668361187,9.770454744255714, dance,1011781632
Another thing that has developed by leaps and bounds is the modern science.,Another thing that has developed by leaps and bounds is the modern,EleutherAI/pythia-1b,S,14,1,0.0015140882460400462,9.367334991878604, science,1011781632
Arguments between couples are healthy; sometimes they even prevent breakups.,Arguments between couples are healthy; sometimes they even prevent,EleutherAI/pythia-1b,S,12,2,0.00018833187641575933,12.374435173251925, breakups,1011781632
Arguments between couples are healthy; sometimes they even prevent marriage.,Arguments between couples are healthy; sometimes they even prevent,EleutherAI/pythia-1b,J,11,1,0.01000856701284647,6.642620760201364, marriage,1011781632
Autobiography is an unrivaled vehicle for telling the truth about others.,Autobiography is an unrivaled vehicle for telling the truth about,EleutherAI/pythia-1b,J,15,1,0.0007320217555388808,10.415825853797442, others,1011781632
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiography is an unrivaled vehicle for telling the truth about,EleutherAI/pythia-1b,S,15,1,0.0002305323869222775,12.082742934014556, somebody,1011781632
Autumn is a good time to buy some new clothes.,Autumn is a good time to buy some new,EleutherAI/pythia-1b,E,11,1,0.09911785274744034,3.3347112559702845, clothes,1011781632
"Because of his diabetes, he had to take daily shots of insulin.","Because of his diabetes, he had to take daily shots of",EleutherAI/pythia-1b,E,13,1,0.6622710227966309,0.594506359383355, insulin,1011781632
"Before the outdoor concert, he packed a basket with wine and food for a picnic.","Before the outdoor concert, he packed a basket with wine and food for a",EleutherAI/pythia-1b,E,16,1,0.057603880763053894,4.117690180728407, picnic,1011781632
Bill jumped in the lake and made a big splash.,Bill jumped in the lake and made a big,EleutherAI/pythia-1b,E,10,1,0.8128545880317688,0.29893080395067284, splash,1011781632
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.","By the time Mary had her fourteenth child, she'd run out of names to call her",EleutherAI/pythia-1b,J,20,1,0.004388820845633745,7.831950904961462, husband,1011781632
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.","By the time Mary had her fourteenth child, she'd run out of names to call her",EleutherAI/pythia-1b,S,20,1,0.011141611263155937,6.487898304199892, offspring,1011781632
"Charged with statutory rape, he told the judge he didn't know she was a statue.","Charged with statutory rape, he told the judge he didn't know she was a",EleutherAI/pythia-1b,J,19,1,1.311498522227339e-06,19.540352387322873, statue,1011781632
"Charged with statutory rape, he told the judge he didn't know she was a teenager.","Charged with statutory rape, he told the judge he didn't know she was a",EleutherAI/pythia-1b,S,19,1,0.03548729419708252,4.816553612481187, teenager,1011781632
Cocktail lounges are usually half lit to match the patrons.,Cocktail lounges are usually half lit to match the,EleutherAI/pythia-1b,J,14,1,7.864479266572744e-05,13.634289231288447, patrons,1011781632
Cocktail lounges are usually half lit to match the setting.,Cocktail lounges are usually half lit to match the,EleutherAI/pythia-1b,S,14,1,0.0102462163195014,6.608764934175728, setting,1011781632
"Congress taxes our income, our property, and our patience.","Congress taxes our income, our property, and our",EleutherAI/pythia-1b,J,11,1,0.00010412662959424779,13.229373305431443, patience,1011781632
"Congress taxes our income, our property, and our purchases.","Congress taxes our income, our property, and our",EleutherAI/pythia-1b,S,11,1,0.0006322252447716892,10.627273736303591, purchases,1011781632
"Diamonds are produced by great pressure, usually provided by a girlfriend.","Diamonds are produced by great pressure, usually provided by a",EleutherAI/pythia-1b,J,14,1,5.658195050273207e-07,20.7531547537885, girlfriend,1011781632
"Diamonds are produced by great pressure, usually provided by a piston.","Diamonds are produced by great pressure, usually provided by a",EleutherAI/pythia-1b,S,14,1,0.02553863264620304,5.291174905429083, piston,1011781632
Dogs crack open bones so they can eat the marrow.,Dogs crack open bones so they can eat the,EleutherAI/pythia-1b,E,11,1,0.7055948376655579,0.5030880891245021, marrow,1011781632
"During the worst part of the drought, people were encouraged to not always flush the toilet.","During the worst part of the drought, people were encouraged to not always flush the",EleutherAI/pythia-1b,E,17,1,0.7222278118133545,0.46947411770155645, toilet,1011781632
Eva turned down the heat and left the sauce on the stove to simmer.,Eva turned down the heat and left the sauce on the stove to,EleutherAI/pythia-1b,E,15,1,0.23718857765197754,2.0758935595465813, simmer,1011781632
Every introductory sailing class includes learning how to save a man drowning.,Every introductory sailing class includes learning how to save a man,EleutherAI/pythia-1b,E,12,1,0.00018577295122668147,12.394171920734692, drowning,1011781632
"Every time I wear my spring coat in the rain, it damages the fabric.","Every time I wear my spring coat in the rain, it damages the",EleutherAI/pythia-1b,S,15,1,0.24564579129219055,2.025348573624201, fabric,1011781632
"Every time I wear my spring coat in the rain, it damages the springs.","Every time I wear my spring coat in the rain, it damages the",EleutherAI/pythia-1b,J,15,1,0.0012621439527720213,9.629907819582128, springs,1011781632
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little,EleutherAI/pythia-1b,S,21,1,0.0002696852316148579,11.85643586005001, platform,1011781632
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little,EleutherAI/pythia-1b,J,21,1,0.01717304065823555,5.863710684262501, water,1011781632
"Except for not having a shell, slugs are a lot like snails.","Except for not having a shell, slugs are a lot like",EleutherAI/pythia-1b,E,15,2,0.010158362798392773,6.621188285003948, snails,1011781632
"Figures don't lie, except on the beaches.","Figures don't lie, except on the",EleutherAI/pythia-1b,J,9,1,0.00017852989549282938,12.451546700432875, beaches,1011781632
"Figures don't lie, except on the page.","Figures don't lie, except on the",EleutherAI/pythia-1b,S,9,1,0.0020499136298894882,8.930221159494838, page,1011781632
"For a great vacation, put the kids in the back seat, and take a cruise.","For a great vacation, put the kids in the back seat, and take a",EleutherAI/pythia-1b,J,17,1,0.026147643104195595,5.257175279062798, cruise,1011781632
"For a great vacation, put the kids in the back seat, and take a freeway.","For a great vacation, put the kids in the back seat, and take a",EleutherAI/pythia-1b,S,18,2,2.806769589369651e-05,15.120729838059631, freeway,1011781632
"For his thirtieth birthday, all his friends gathered to celebrate.","For his thirtieth birthday, all his friends gathered to",EleutherAI/pythia-1b,E,14,1,0.3245152533054352,1.6236418035630238, celebrate,1011781632
For lunch he had an apple and a peanut butter sandwich.,For lunch he had an apple and a peanut butter,EleutherAI/pythia-1b,E,11,1,0.9022201895713806,0.14844852433818248, sandwich,1011781632
"Frequent naps prevent old age, especially when taken while driving.","Frequent naps prevent old age, especially when taken while",EleutherAI/pythia-1b,J,13,1,0.01964753121137619,5.669508146139011, driving,1011781632
"Frequent naps prevent old age, especially when taken while relaxed.","Frequent naps prevent old age, especially when taken while",EleutherAI/pythia-1b,S,13,1,0.000870605290401727,10.16569359258106, relaxed,1011781632
Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday commemorates the Last Supper that Jesus had with his twelve,EleutherAI/pythia-1b,E,15,1,0.8020707964897156,0.3181985100316188, disciples,1011781632
Hal wrote her a love letter.,Hal wrote her a love,EleutherAI/pythia-1b,E,6,1,0.6909376978874207,0.5333724667645999, letter,1011781632
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.","He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",EleutherAI/pythia-1b,S,23,1,0.0007881312631070614,10.309276449280556, change,1011781632
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.","He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",EleutherAI/pythia-1b,J,23,1,0.03538837283849716,4.820580761772507, room,1011781632
He drank so much that he eventually became a beverage.,He drank so much that he eventually became a,EleutherAI/pythia-1b,J,10,1,2.6136533051612787e-05,15.223572690647215, beverage,1011781632
He drank so much that he eventually became a lush.,He drank so much that he eventually became a,EleutherAI/pythia-1b,S,10,1,0.0002481238916516304,11.97665172167579, lush,1011781632
He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He got a medal for bravery on the beach when he rescued a girl from a,EleutherAI/pythia-1b,J,21,4,0.002185092307627201,8.838090058051504, lifeguard,1011781632
He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,He got a medal for bravery on the beach when he rescued a girl from a,EleutherAI/pythia-1b,S,20,3,0.006901618093252182,7.178849641403756, shipwreck,1011781632
He hung her coat in the closet.,He hung her coat in the,EleutherAI/pythia-1b,E,7,1,0.262105792760849,1.9317788560817768, closet,1011781632
He is at the age when all the numbers in his little black book belong to doctors.,He is at the age when all the numbers in his little black book belong to,EleutherAI/pythia-1b,J,17,1,3.665605254354887e-05,14.735589042690997, doctors,1011781632
He is at the age when all the numbers in his little black book belong to friends.,He is at the age when all the numbers in his little black book belong to,EleutherAI/pythia-1b,S,17,1,0.0005372748710215092,10.86205201647268, friends,1011781632
"He is probably the best boxer in the country, but he always loses in the city.","He is probably the best boxer in the country, but he always loses in the",EleutherAI/pythia-1b,J,18,1,0.00023527817393187433,12.053344887379689, city,1011781632
"He is probably the best boxer in the country, but he always loses in the competition.","He is probably the best boxer in the country, but he always loses in the",EleutherAI/pythia-1b,S,18,1,0.0013570438604801893,9.525316934373508, competition,1011781632
He likes to make things around the house; this week it's the maid.,He likes to make things around the house; this week it's the,EleutherAI/pythia-1b,J,15,1,9.036210394697264e-05,13.433922612309992, maid,1011781632
He likes to make things around the house; this week it's the shelves.,He likes to make things around the house; this week it's the,EleutherAI/pythia-1b,S,15,1,0.0010357118444517255,9.91516161214533, shelves,1011781632
"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.","He owns stock in a company that paysly dividends, so every three months they send him a",EleutherAI/pythia-1b,J,20,1,0.00184446491766721,9.082581935905242, quarter,1011781632
"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.","He owns stock in a company that pays quarterly dividends, so every three months they send him a",EleutherAI/pythia-1b,S,20,1,0.009280347265303135,6.75160549347335, statement,1011781632
He says he doesn't like to drink because it makes him feel happy.,He says he doesn't like to drink because it makes him feel,EleutherAI/pythia-1b,J,14,1,0.0007166452705860138,10.446453197866523, happy,1011781632
He says he doesn't like to drink because it makes him feel sad.,He says he doesn't like to drink because it makes him feel,EleutherAI/pythia-1b,S,14,1,0.0076057701371610165,7.038689946402103, sad,1011781632
He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He spilled some of the quart of oil onto the engine because he didn't have a,EleutherAI/pythia-1b,E,18,1,0.005610788706690073,7.4775807004140775, funnel,1011781632
"He thought that he could turn from Grant onto Prince, but the two streets are parallel.","He thought that he could turn from Grant onto Prince, but the two streets are",EleutherAI/pythia-1b,E,17,1,0.010677474550902843,6.549285730364562, parallel,1011781632
"He told her he wasn't himself, and she said she'd noticed the improvement.","He told her he wasn't himself, and she said she'd noticed the",EleutherAI/pythia-1b,J,16,1,0.0003862408921122551,11.338211466103715, improvement,1011781632
"He told her he wasn't himself, and she said she'd noticed the problem.","He told her he wasn't himself, and she said she'd noticed the",EleutherAI/pythia-1b,S,16,1,0.002234760904684663,8.805663797807227, problem,1011781632
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.","He told me he just bought a set of tires, and I told him I didn't even know he owned a",EleutherAI/pythia-1b,J,25,1,1.171940857602749e-05,16.380740708939577, balloon,1011781632
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.","He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a",EleutherAI/pythia-1b,S,25,1,0.03202878683805466,4.964487035929025, truck,1011781632
"He told me he's not broke, just badly bent.","He told me he's not broke, just badly",EleutherAI/pythia-1b,J,11,1,0.0011856434866786003,9.720114016196353, bent,1011781632
"He told me he's not broke, just badly off.","He told me he's not broke, just badly",EleutherAI/pythia-1b,S,11,1,0.013094166293740273,6.254931983631562, off,1011781632
He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,He was teaching his girlfriend how to swim when the lifeguard made them move to the,EleutherAI/pythia-1b,J,20,1,0.0052759526297450066,7.566352673283161, lake,1011781632
He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,He was teaching his girlfriend how to swim when the lifeguard made them move to the,EleutherAI/pythia-1b,S,21,2,0.0026670212391763926,8.550554970634723, shallows,1011781632
He wondered if the storm had done much damage.,He wondered if the storm had done much,EleutherAI/pythia-1b,E,9,1,0.5618340969085693,0.831783912665498, damage,1011781632
"He's never given a girl a present, but he did give a few a pretty good reputation.","He's never given a girl a present, but he did give a few a pretty good",EleutherAI/pythia-1b,J,19,1,1.687232725089416e-05,15.854981491815643, reputation,1011781632
"He's never given a girl a present, but he did give a few a pretty good surprise.","He's never given a girl a present, but he did give a few a pretty good",EleutherAI/pythia-1b,S,19,1,0.005930518731474876,7.397625984512043, surprise,1011781632
He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's planning an extended vacation: he hopes to spend three weeks on his,EleutherAI/pythia-1b,J,16,1,0.0009547704830765724,10.032558413650591, couch,1011781632
He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's planning an extended vacation: he hopes to spend three weeks on his,EleutherAI/pythia-1b,S,17,2,0.005169775802642107,7.595682568034797, sailboat,1011781632
Her press agent was operated on for an ingrown beeper.,Her press agent was operated on for an ingrown,EleutherAI/pythia-1b,J,12,2,7.574444538249736e-08,23.6542846647437, beeper,1011781632
Her press agent was operated on for an ingrown eyelash.,Her press agent was operated on for an ingrown,EleutherAI/pythia-1b,S,12,2,0.007156614679843187,7.126506979234663, eyelash,1011781632
His doctor recommended he stay flat on his back ever since he was hit by a motorist.,His doctor recommended he stay flat on his back ever since he was hit by a,EleutherAI/pythia-1b,S,18,2,0.0002725755039136857,11.841056465132672, motorist,1011781632
His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,His doctor recommended he stay flat on his back ever since he was hit by a,EleutherAI/pythia-1b,J,18,2,4.547446224023588e-05,14.424583897097316, steamroller,1011781632
His job was to keep the sidewalk clean.,His job was to keep the sidewalk,EleutherAI/pythia-1b,E,8,1,0.1407097727060318,2.8292055634351114, clean,1011781632
His sandwich came with chips and a dill pickle.,His sandwich came with chips and a dill,EleutherAI/pythia-1b,E,11,2,0.9620416760444641,0.055828701390677485, pickle,1011781632
His wife sued for divorce and asked for custody of the cash.,His wife sued for divorce and asked for custody of the,EleutherAI/pythia-1b,J,12,1,8.346180948137771e-06,16.87045237024801, cash,1011781632
His wife sued for divorce and asked for custody of the cat.,His wife sued for divorce and asked for custody of the,EleutherAI/pythia-1b,S,12,1,8.355041063623503e-05,13.546993555529115, cat,1011781632
"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I appreciate the more expensive things in life: diamonds, caviar, and",EleutherAI/pythia-1b,S,16,1,0.014872527681291103,6.071206326287666, champagne,1011781632
"I appreciate the more expensive things in life: diamonds, caviar, and postage.","I appreciate the more expensive things in life: diamonds, caviar, and",EleutherAI/pythia-1b,J,17,2,0.00037215196061879396,11.391820542986475, postage,1011781632
"I asked him if he started out as an editor, and he said that years ago he used to be a boy.","I asked him if he started out as an editor, and he said that years ago he used to be a",EleutherAI/pythia-1b,J,23,1,0.0005945275770500302,10.71596864888787, boy,1011781632
"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.","I asked him if he started out as an editor, and he said that years ago he used to be a",EleutherAI/pythia-1b,S,23,1,0.0644678846001625,3.9552755450023978, journalist,1011781632
"I asked the florist what I should give to my girlfriend, and he suggested his address.","I asked the florist what I should give to my girlfriend, and he suggested his",EleutherAI/pythia-1b,J,18,1,0.0015556922880932689,9.32822755746363, address,1011781632
"I asked the florist what I should give to my girlfriend, and he suggested his tulips.","I asked the florist what I should give to my girlfriend, and he suggested his",EleutherAI/pythia-1b,S,20,3,0.00011639385775197297,13.068697452098593, tulips,1011781632
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.","I asked the woman at the party if she remembered me from last year, and she said she never forgets a",EleutherAI/pythia-1b,J,24,1,0.0006408494664356112,10.607726867528504, dress,1011781632
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.","I asked the woman at the party if she remembered me from last year, and she said she never forgets a",EleutherAI/pythia-1b,S,24,1,0.018253065645694733,5.775717401375991, name,1011781632
"I can walk on water, but I stagger on alcohol.","I can walk on water, but I stagger on",EleutherAI/pythia-1b,J,11,1,0.0008125911117531359,10.265182795314933, alcohol,1011781632
"I can walk on water, but I stagger on concrete.","I can walk on water, but I stagger on",EleutherAI/pythia-1b,S,11,1,0.00013178792141843587,12.889494228537679, concrete,1011781632
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.","I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",EleutherAI/pythia-1b,S,22,1,0.041666943579912186,4.584952912720231, pay,1011781632
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.","I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",EleutherAI/pythia-1b,J,22,1,2.2757860733690904e-06,18.745203620376916, umbrella,1011781632
"I got a car for my wife, and I thought it was a good choice.","I got a car for my wife, and I thought it was a good",EleutherAI/pythia-1b,S,16,1,0.006334437523037195,7.302567766125089, choice,1011781632
"I got a car for my wife, and I thought it was a good trade.","I got a car for my wife, and I thought it was a good",EleutherAI/pythia-1b,J,16,1,0.0018766787834465504,9.057602548284585, trade,1011781632
"I hope this train stops at Grand Central because if it doesn't, there will be a crash.","I hope this train stops at Grand Central because if it doesn't, there will be a",EleutherAI/pythia-1b,J,19,1,0.0015526434872299433,9.331057683688497, crash,1011781632
"I hope this train stops at Grand Central because if it doesn't, there will be a delay.","I hope this train stops at Grand Central because if it doesn't, there will be a",EleutherAI/pythia-1b,S,19,1,0.00576252955943346,7.439082038662205, delay,1011781632
I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,I knew a streetwalker who was so exclusive she had an unlisted telephone,EleutherAI/pythia-1b,J,16,1,0.0017489917809143662,9.159260775083451, booth,1011781632
I knew a streetwalker who was so exclusive she had an unlisted telephone line.,I knew a streetwalker who was so exclusive she had an unlisted telephone,EleutherAI/pythia-1b,S,16,1,0.018689408898353577,5.741635248990183, line,1011781632
I know one couple who got divorced and had to leave the house to the attorney.,I know one couple who got divorced and had to leave the house to the,EleutherAI/pythia-1b,J,16,1,0.00011933088535442948,13.032744888227299, attorney,1011781632
I know one couple who got divorced and had to leave the house to the daughter.,I know one couple who got divorced and had to leave the house to the,EleutherAI/pythia-1b,S,16,1,0.005993251223117113,7.38244543507398, daughter,1011781632
"I still miss my ex-wife, but I am improving my aim.","I still miss my ex-wife, but I am improving my",EleutherAI/pythia-1b,J,14,1,0.0018497362034395337,9.078464746421037, aim,1011781632
"I still miss my ex-wife, but I am improving my ego.","I still miss my ex-wife, but I am improving my",EleutherAI/pythia-1b,S,14,1,6.315900827758014e-05,13.950651956250852, ego,1011781632
I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I went to a place that serves breakfast any time and ordered French toast in the,EleutherAI/pythia-1b,S,18,2,1.2415414857969154e-05,16.297508004824188, nighttime,1011781632
I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I went to a place that serves breakfast any time and ordered French toast in the,EleutherAI/pythia-1b,J,17,1,6.015276312609785e-07,20.66486565487734, Renaissance,1011781632
"I've got Parkinson's disease, and he's got gout.","I've got Parkinson's disease, and he's got",EleutherAI/pythia-1b,S,13,2,0.0002010378666454926,12.280245112590997, gout,1011781632
"I've got Parkinson's disease, and he's got mine.","I've got Parkinson's disease, and he's got",EleutherAI/pythia-1b,J,12,1,0.0001041219657054171,13.22943792598054, mine,1011781632
"If there's one thing that counts in business, it's bookkeepers.","If there's one thing that counts in business, it's",EleutherAI/pythia-1b,J,14,2,3.560651293810224e-07,21.42135550942151, bookkeepers,1011781632
"If there's one thing that counts in business, it's resources.","If there's one thing that counts in business, it's",EleutherAI/pythia-1b,S,13,1,0.00015283277025446296,12.6757584617344, resources,1011781632
"If you're filthy rich, sending your kids to college is a wonderful cleaner.","If you're filthy rich, sending your kids to college is a wonderful",EleutherAI/pythia-1b,J,15,1,4.084711591190171e-08,24.545190541351836, cleaner,1011781632
"If you're filthy rich, sending your kids to college is a wonderful luxury.","If you're filthy rich, sending your kids to college is a wonderful",EleutherAI/pythia-1b,S,15,1,0.005634537898004055,7.47148698830095, luxury,1011781632
In some marriages the bride is given away by the family.,In some marriages the bride is given away by the,EleutherAI/pythia-1b,S,11,1,0.034986451268196106,4.837059852645312, family,1011781632
In some marriages the bride is given away by the press.,In some marriages the bride is given away by the,EleutherAI/pythia-1b,J,11,1,3.835707684629597e-05,14.670147696209117, press,1011781632
"In the game of golf, nothing counts as much as your drives.","In the game of golf, nothing counts as much as your",EleutherAI/pythia-1b,S,13,1,0.0009160317131318152,10.092314834080925, drives,1011781632
"In the game of golf, nothing counts as much as your opponent.","In the game of golf, nothing counts as much as your",EleutherAI/pythia-1b,J,13,1,0.005744110327214003,7.443700825369519, opponent,1011781632
"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.","In the US the five cent piece is made of nickel, while pennies are mainly made of",EleutherAI/pythia-1b,E,20,1,0.512026309967041,0.9657101512953661, copper,1011781632
"It was so hot at Playboy, the centerfold took off her bikini.","It was so hot at Playboy, the centerfold took off her",EleutherAI/pythia-1b,S,17,3,0.016336550936102867,5.935752763978891, bikini,1011781632
"It was so hot at Playboy, the centerfold took off her staple.","It was so hot at Playboy, the centerfold took off her",EleutherAI/pythia-1b,J,15,1,4.773970090354851e-07,20.998307136466313, staple,1011781632
It was too hot to sleep in a bed so he strung up a mesh hammock.,It was too hot to sleep in a bed so he strung up a mesh,EleutherAI/pythia-1b,E,19,3,0.04161738231778145,4.586669965593404, hammock,1011781632
"It's always nicer to give than to receive, especially when it's your opinion.","It's always nicer to give than to receive, especially when it's your",EleutherAI/pythia-1b,J,16,1,0.0004072498413734138,11.261798242738088, opinion,1011781632
"It's always nicer to give than to receive, especially when it's your parents.","It's always nicer to give than to receive, especially when it's your",EleutherAI/pythia-1b,S,16,1,0.004864852409809828,7.683388247562241, parents,1011781632
It's extraordinary what fine poker hand you get when you're playing bridge.,It's extraordinary what fine poker hand you get when you're playing,EleutherAI/pythia-1b,J,14,1,0.0001964868715731427,12.313279458663857, bridge,1011781632
It's extraordinary what fine poker hand you get when you're playing stud.,It's extraordinary what fine poker hand you get when you're playing,EleutherAI/pythia-1b,S,14,1,5.204869376029819e-05,14.229778517044435, stud,1011781632
It's hard to admit when one is wrong.,It's hard to admit when one is,EleutherAI/pythia-1b,E,9,1,0.06435047090053558,3.9579054840112384, wrong,1011781632
"It's hard to raise a family nowadays, especially in the country.","It's hard to raise a family nowadays, especially in the",EleutherAI/pythia-1b,S,13,1,0.014254198409616947,6.132469278733623, country,1011781632
"It's hard to raise a family nowadays, especially in the morning.","It's hard to raise a family nowadays, especially in the",EleutherAI/pythia-1b,J,13,1,0.0006092146504670382,10.680761743203565, morning,1011781632
It's not hard to meet expenses; they're affordable.,It's not hard to meet expenses; they're,EleutherAI/pythia-1b,S,11,1,0.0008326921379193664,10.229929177106808, affordable,1011781632
It's not hard to meet expenses; they're everywhere.,It's not hard to meet expenses; they're,EleutherAI/pythia-1b,J,11,1,0.00527027016505599,7.567907365343008, everywhere,1011781632
Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,EleutherAI/pythia-1b,S,14,1,0.06122494861483574,4.0297365318168765, bird,1011781632
Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,EleutherAI/pythia-1b,J,14,1,0.009525672532618046,6.7139633311405476, kids,1011781632
"Love has its benefits, and they are usually called alimony.","Love has its benefits, and they are usually called",EleutherAI/pythia-1b,J,12,2,3.535721361913602e-06,18.109563983968346, alimony,1011781632
