sentence,answer,prompt,model,condition,n_tokens_sentence,n_tokens_word,correct,prob_yes,prob_no,lr,n_params
A problem drinker is one who never quits.,Non-stop drinking isn't much of a problem.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A problem drinker is one who never quits.

Sentence 2: Non-stop drinking isn't much of a problem.

Answer:",EleutherAI/pythia-14m,S,11,2,no,3.279178054071963e-05,4.48319515271578e-05,-0.45119306115472085,14067712
A replacement player hit a home run with my ball.,The player was playing baseball.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my ball.

Sentence 2: The player was playing baseball.

Answer:",EleutherAI/pythia-14m,S,11,2,yes,1.893122862384189e-05,4.839572648052126e-05,-1.3541116138753657,14067712
A replacement player hit a home run with my girl.,Someone else slept with my girlfriend.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my girl.

Sentence 2: Someone else slept with my girlfriend.

Answer:",EleutherAI/pythia-14m,J,11,2,yes,2.908520218625199e-05,4.980888479622081e-05,-0.7761177768083624,14067712
A thoughtful wife has pork chops ready when her husband comes home from fishing.,She thinks her husband will catch lots of fish.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from fishing.

Sentence 2: She thinks her husband will catch lots of fish.

Answer:",EleutherAI/pythia-14m,J,16,2,no,2.6602943762554787e-05,3.0631017580162734e-05,-0.2034073981700677,14067712
A thoughtful wife has pork chops ready when her husband comes home from working.,A nice wife cooks dinner for her husband.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from working.

Sentence 2: A nice wife cooks dinner for her husband.

Answer:",EleutherAI/pythia-14m,S,16,2,yes,3.609549457905814e-05,3.852208101307042e-05,-0.09386686965262893,14067712
A vacation is the shortest distance between two locations.,A trip seems longer when you are on vacation.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two locations.

Sentence 2: A trip seems longer when you are on vacation.

Answer:",EleutherAI/pythia-14m,S,10,2,no,2.057536221400369e-05,3.087596996920183e-05,-0.5855666312547287,14067712
A vacation is the shortest distance between two paychecks.,Vacations cost a lot of money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two paychecks.

Sentence 2: Vacations cost a lot of money.

Answer:",EleutherAI/pythia-14m,J,11,2,yes,4.161188189755194e-05,7.322751480387524e-05,-0.8153902987244075,14067712
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",She planned to throw the dress away.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: After Olga tore her red dress, she went to the store for a needle and a spool of red thread.

Sentence 2: She planned to throw the dress away.

Answer:",EleutherAI/pythia-14m,E,24,2,no,1.6393396435887553e-05,1.8813485439750366e-05,-0.19865236386215326,14067712
"All roads lead to Rome, and all detours lead to profanity.",People are frustrated by detours.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to profanity.

Sentence 2: People are frustrated by detours.

Answer:",EleutherAI/pythia-14m,J,15,2,yes,2.3991391572053544e-05,4.955875556333922e-05,-1.0466231207253376,14067712
"All roads lead to Rome, and all detours lead to somewhere.",Detours never go anywhere.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to somewhere.

Sentence 2: Detours never go anywhere.

Answer:",EleutherAI/pythia-14m,S,14,2,no,2.213968946307432e-05,5.4629286751151085e-05,-1.3030396004447453,14067712
All the plates were garnished with little sprigs of parsley.,Each plate had some parsley on it.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All the plates were garnished with little sprigs of parsley.

Sentence 2: Each plate had some parsley on it.

Answer:",EleutherAI/pythia-14m,E,13,2,yes,2.1533634935622104e-05,4.2460371332708746e-05,-0.9795251173625584,14067712
Another thing a small boy is constantly outgrowing is his allowance.,Kids always want more money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his allowance.

Sentence 2: Kids always want more money.

Answer:",EleutherAI/pythia-14m,J,13,2,yes,4.757717397296801e-05,5.595705806626938e-05,-0.23405053507225596,14067712
Another thing a small boy is constantly outgrowing is his underwear.,Boys need new clothes often.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his underwear.

Sentence 2: Boys need new clothes often.

Answer:",EleutherAI/pythia-14m,S,13,2,yes,2.357101402594708e-05,4.8845169658306986e-05,-1.051202075148545,14067712
Another thing that has developed by leaps and bounds is the modern dance.,Dancing has changed a lot over the years.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern dance.

Sentence 2: Dancing has changed a lot over the years.

Answer:",EleutherAI/pythia-14m,J,15,2,yes,2.0018907889607362e-05,4.549489312921651e-05,-1.1843413380773011,14067712
Another thing that has developed by leaps and bounds is the modern science.,Science has progressed at a snail's pace.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern science.

Sentence 2: Science has progressed at a snail's pace.

Answer:",EleutherAI/pythia-14m,S,15,2,no,3.329118771944195e-05,5.009815140510909e-05,-0.5896170277475506,14067712
Arguments between couples are healthy; sometimes they even prevent breakups.,It's okay for couples to argue sometimes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent breakups.

Sentence 2: It's okay for couples to argue sometimes.

Answer:",EleutherAI/pythia-14m,S,13,2,yes,2.2335347239277326e-05,7.964130054460838e-05,-1.8341880966451893,14067712
Arguments between couples are healthy; sometimes they even prevent marriage.,Marriage is a wonderful thing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent marriage.

Sentence 2: Marriage is a wonderful thing.

Answer:",EleutherAI/pythia-14m,J,12,2,no,2.1821424525114708e-05,5.6940087233670056e-05,-1.3836994179705548,14067712
Autobiography is an unrivaled vehicle for telling the truth about others.,Writing an autobiography can unmask your true self.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about others.

Sentence 2: Writing an autobiography can unmask your true self.

Answer:",EleutherAI/pythia-14m,J,16,2,no,1.8657254258869216e-05,3.1950854463502765e-05,-0.77611782974824,14067712
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about somebody.

Sentence 2: Autobiographies don't reveal much about a person.

Answer:",EleutherAI/pythia-14m,S,16,2,no,1.4059226487006526e-05,4.071649891557172e-05,-1.5340962917666487,14067712
Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autumn is a good time to buy some new clothes.

Sentence 2: It's good to buy clothes before the winter.

Answer:",EleutherAI/pythia-14m,E,12,2,yes,1.8744052795227617e-05,4.3719766836147755e-05,-1.2218527840582778,14067712
"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Because of his diabetes, he had to take daily shots of insulin.

Sentence 2: He took insulin once a week.

Answer:",EleutherAI/pythia-14m,E,14,2,no,4.8878671805141494e-05,7.118746725609526e-05,-0.5424181903256506,14067712
"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Before the outdoor concert, he packed a basket with wine and food for a picnic.

Sentence 2: He was planning to eat outdoors.

Answer:",EleutherAI/pythia-14m,E,17,2,yes,3.830659625236876e-05,4.0966748201753944e-05,-0.0968605410161345,14067712
Bill jumped in the lake and made a big splash.,Bill went for a swim.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Bill jumped in the lake and made a big splash.

Sentence 2: Bill went for a swim.

Answer:",EleutherAI/pythia-14m,E,11,2,yes,1.1053540220018476e-05,2.4225813831435516e-05,-1.132036622751605,14067712
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her husband.

Sentence 2: Mary was happy to have another child.

Answer:",EleutherAI/pythia-14m,J,21,2,no,1.4881585229886696e-05,2.465869147272315e-05,-0.7285680296337813,14067712
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her offspring.

Sentence 2: Mary had no problem naming her new baby.

Answer:",EleutherAI/pythia-14m,S,21,2,no,1.82127914740704e-05,2.9598388209706172e-05,-0.7005665544510927,14067712
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a statue.

Sentence 2: He was on trial for a sex-related crime.

Answer:",EleutherAI/pythia-14m,J,20,2,yes,1.7434909750591032e-05,2.9835709938197397e-05,-0.7750612098860884,14067712
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a teenager.

Sentence 2: He had slept with a young woman.

Answer:",EleutherAI/pythia-14m,S,20,2,yes,1.5534491467406042e-05,3.0134191547404043e-05,-0.9559263455027545,14067712
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the patrons.

Sentence 2: The people have often had a bit too much to drink.

Answer:",EleutherAI/pythia-14m,J,15,2,yes,2.8655858841375448e-05,3.720132008311339e-05,-0.37652368030785566,14067712
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the setting.

Sentence 2: Bright lights can ruin the atmosphere in a cocktail lounge.

Answer:",EleutherAI/pythia-14m,S,15,2,yes,3.476196070550941e-05,3.510738315526396e-05,-0.014265006305985645,14067712
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our patience.

Sentence 2: We're very happy with Congress.

Answer:",EleutherAI/pythia-14m,J,12,2,no,3.149635449517518e-05,5.502871863427572e-05,-0.8049998799239204,14067712
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our purchases.

Sentence 2: There are very few taxes.

Answer:",EleutherAI/pythia-14m,S,12,2,no,3.627411206252873e-05,7.132534665288404e-05,-0.9754745539092858,14067712
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a girlfriend.

Sentence 2: Some men are reluctant to get engaged.

Answer:",EleutherAI/pythia-14m,J,15,2,yes,9.348741514259018e-06,2.571520599303767e-05,-1.4597776364885975,14067712
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a piston.

Sentence 2: Diamonds can be made by machine.

Answer:",EleutherAI/pythia-14m,S,15,2,yes,7.410027137666475e-06,1.43618772199261e-05,-0.9546936028200963,14067712
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Dogs crack open bones so they can eat the marrow.

Sentence 2: Dogs like to eat bone marrow.

Answer:",EleutherAI/pythia-14m,E,12,2,yes,5.508684625965543e-05,6.887543713673949e-05,-0.32228169967593073,14067712
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: During the worst part of the drought, people were encouraged to not always flush the toilet.

Sentence 2: Water was in short supply.

Answer:",EleutherAI/pythia-14m,E,18,2,yes,3.060044764424674e-05,5.600868462352082e-05,-0.8720977888669333,14067712
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Eva turned down the heat and left the sauce on the stove to simmer.

Sentence 2: Eva was cooking.

Answer:",EleutherAI/pythia-14m,E,16,2,yes,1.7359321645926684e-05,3.330611070850864e-05,-0.9400763220472531,14067712
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every introductory sailing class includes learning how to save a man drowning.

Sentence 2: Beginning sailing classes emphasize safety.

Answer:",EleutherAI/pythia-14m,E,13,2,yes,2.9374157747952268e-05,4.608247400028631e-05,-0.6496706863639529,14067712
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the fabric.

Sentence 2: My coat is waterproof.

Answer:",EleutherAI/pythia-14m,S,16,2,no,1.8841657947632484e-05,4.025465023005381e-05,-1.0952295348020165,14067712
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the springs.

Sentence 2: Water isn't good for my coat.

Answer:",EleutherAI/pythia-14m,J,16,2,yes,2.960589699796401e-05,6.495795241789892e-05,-1.1336215919820813,14067712
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.

Sentence 2: The platform is for sunbathing.

Answer:",EleutherAI/pythia-14m,S,22,2,no,2.210856655437965e-05,4.1476025216979906e-05,-0.9076721539377264,14067712
