sentence,answer,prompt,model,condition,n_tokens_sentence,n_tokens_word,correct,prob_yes,prob_no,lr,n_params
A problem drinker is one who never quits.,Non-stop drinking isn't much of a problem.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A problem drinker is one who never quits.

Sentence 2: Non-stop drinking isn't much of a problem.

Answer:",EleutherAI/pythia-1.4b,S,11,2,no,2.5398847355972975e-05,1.5193358194665052e-05,0.7413222418561822,1414647808
A replacement player hit a home run with my ball.,The player was playing baseball.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my ball.

Sentence 2: The player was playing baseball.

Answer:",EleutherAI/pythia-1.4b,S,11,2,yes,1.9468754544504918e-05,1.2834920198656619e-05,0.6010862689392966,1414647808
A replacement player hit a home run with my girl.,Someone else slept with my girlfriend.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my girl.

Sentence 2: Someone else slept with my girlfriend.

Answer:",EleutherAI/pythia-1.4b,J,11,2,yes,4.117751814192161e-05,2.8134936655987985e-05,0.5494941629766742,1414647808
A thoughtful wife has pork chops ready when her husband comes home from fishing.,She thinks her husband will catch lots of fish.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from fishing.

Sentence 2: She thinks her husband will catch lots of fish.

Answer:",EleutherAI/pythia-1.4b,J,16,2,no,2.6837686164071783e-05,2.1561849280260503e-05,0.3157793755850552,1414647808
A thoughtful wife has pork chops ready when her husband comes home from working.,A nice wife cooks dinner for her husband.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from working.

Sentence 2: A nice wife cooks dinner for her husband.

Answer:",EleutherAI/pythia-1.4b,S,16,2,yes,2.2365315089700744e-05,1.719003194011748e-05,0.3796908582011312,1414647808
A vacation is the shortest distance between two locations.,A trip seems longer when you are on vacation.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two locations.

Sentence 2: A trip seems longer when you are on vacation.

Answer:",EleutherAI/pythia-1.4b,S,10,2,no,2.7658621547743678e-05,2.8333895897958428e-05,-0.034799728128442696,1414647808
A vacation is the shortest distance between two paychecks.,Vacations cost a lot of money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two paychecks.

Sentence 2: Vacations cost a lot of money.

Answer:",EleutherAI/pythia-1.4b,J,11,2,yes,3.119187749689445e-05,2.668555134732742e-05,0.22511157481061425,1414647808
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",She planned to throw the dress away.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: After Olga tore her red dress, she went to the store for a needle and a spool of red thread.

Sentence 2: She planned to throw the dress away.

Answer:",EleutherAI/pythia-1.4b,E,24,2,no,2.7022651920560747e-05,2.838980253727641e-05,-0.07120355126323517,1414647808
"All roads lead to Rome, and all detours lead to profanity.",People are frustrated by detours.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to profanity.

Sentence 2: People are frustrated by detours.

Answer:",EleutherAI/pythia-1.4b,J,15,2,yes,2.7601232432061806e-05,1.3853434211341664e-05,0.9944890277275975,1414647808
"All roads lead to Rome, and all detours lead to somewhere.",Detours never go anywhere.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to somewhere.

Sentence 2: Detours never go anywhere.

Answer:",EleutherAI/pythia-1.4b,S,14,2,no,3.283114710939117e-05,2.0803947336389683e-05,0.6582078670991531,1414647808
All the plates were garnished with little sprigs of parsley.,Each plate had some parsley on it.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All the plates were garnished with little sprigs of parsley.

Sentence 2: Each plate had some parsley on it.

Answer:",EleutherAI/pythia-1.4b,E,13,2,yes,4.0886032365961e-05,2.1868152543902397e-05,0.9027767242673922,1414647808
Another thing a small boy is constantly outgrowing is his allowance.,Kids always want more money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his allowance.

Sentence 2: Kids always want more money.

Answer:",EleutherAI/pythia-1.4b,J,13,2,yes,3.533983544912189e-05,2.5538216505083255e-05,0.4686375463116791,1414647808
Another thing a small boy is constantly outgrowing is his underwear.,Boys need new clothes often.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his underwear.

Sentence 2: Boys need new clothes often.

Answer:",EleutherAI/pythia-1.4b,S,13,2,yes,5.298620089888573e-05,3.4136515751015395e-05,0.634300877361556,1414647808
Another thing that has developed by leaps and bounds is the modern dance.,Dancing has changed a lot over the years.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern dance.

Sentence 2: Dancing has changed a lot over the years.

Answer:",EleutherAI/pythia-1.4b,J,15,2,yes,1.6273486835416406e-05,1.9981809600722045e-05,-0.29616384008112556,1414647808
Another thing that has developed by leaps and bounds is the modern science.,Science has progressed at a snail's pace.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern science.

Sentence 2: Science has progressed at a snail's pace.

Answer:",EleutherAI/pythia-1.4b,S,15,2,no,2.9889450161135755e-05,2.860774657165166e-05,0.06323049655991994,1414647808
Arguments between couples are healthy; sometimes they even prevent breakups.,It's okay for couples to argue sometimes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent breakups.

Sentence 2: It's okay for couples to argue sometimes.

Answer:",EleutherAI/pythia-1.4b,S,13,2,yes,7.917820039438084e-05,2.7553365725907497e-05,1.522874718307068,1414647808
Arguments between couples are healthy; sometimes they even prevent marriage.,Marriage is a wonderful thing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent marriage.

Sentence 2: Marriage is a wonderful thing.

Answer:",EleutherAI/pythia-1.4b,J,12,2,no,0.00012082045577699319,3.817049946519546e-05,1.6623347644340287,1414647808
Autobiography is an unrivaled vehicle for telling the truth about others.,Writing an autobiography can unmask your true self.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about others.

Sentence 2: Writing an autobiography can unmask your true self.

Answer:",EleutherAI/pythia-1.4b,J,16,2,no,2.4495839170413092e-05,2.3352815333055332e-05,0.06894022919448523,1414647808
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about somebody.

Sentence 2: Autobiographies don't reveal much about a person.

Answer:",EleutherAI/pythia-1.4b,S,16,2,no,2.0014707843074575e-05,3.018239476659801e-05,-0.5926467216918858,1414647808
Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autumn is a good time to buy some new clothes.

Sentence 2: It's good to buy clothes before the winter.

Answer:",EleutherAI/pythia-1.4b,E,12,2,yes,5.087820318294689e-05,2.6279221856384538e-05,0.9531251640129258,1414647808
"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Because of his diabetes, he had to take daily shots of insulin.

Sentence 2: He took insulin once a week.

Answer:",EleutherAI/pythia-1.4b,E,14,2,no,3.360320988576859e-05,2.158773349947296e-05,0.6383872679518504,1414647808
"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Before the outdoor concert, he packed a basket with wine and food for a picnic.

Sentence 2: He was planning to eat outdoors.

Answer:",EleutherAI/pythia-1.4b,E,17,2,yes,5.1041202823398635e-05,3.435271355556324e-05,0.5712382641867785,1414647808
Bill jumped in the lake and made a big splash.,Bill went for a swim.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Bill jumped in the lake and made a big splash.

Sentence 2: Bill went for a swim.

Answer:",EleutherAI/pythia-1.4b,E,11,2,yes,3.447348717600107e-05,1.4693629054818302e-05,1.230296483423451,1414647808
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her husband.

Sentence 2: Mary was happy to have another child.

Answer:",EleutherAI/pythia-1.4b,J,21,2,no,4.228354009683244e-05,2.752009459072724e-05,0.6196107394517085,1414647808
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her offspring.

Sentence 2: Mary had no problem naming her new baby.

Answer:",EleutherAI/pythia-1.4b,S,21,2,no,3.980008841608651e-05,3.612263026298024e-05,0.13986868949677156,1414647808
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a statue.

Sentence 2: He was on trial for a sex-related crime.

Answer:",EleutherAI/pythia-1.4b,J,20,2,yes,9.324331040261313e-05,3.8367248635040596e-05,1.2811249140264827,1414647808
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a teenager.

Sentence 2: He had slept with a young woman.

Answer:",EleutherAI/pythia-1.4b,S,20,2,yes,8.71891897986643e-05,3.867775740218349e-05,1.1726451252347043,1414647808
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the patrons.

Sentence 2: The people have often had a bit too much to drink.

Answer:",EleutherAI/pythia-1.4b,J,15,2,yes,6.895371188875288e-05,3.375670712557621e-05,1.0304540364599715,1414647808
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the setting.

Sentence 2: Bright lights can ruin the atmosphere in a cocktail lounge.

Answer:",EleutherAI/pythia-1.4b,S,15,2,yes,3.135594306513667e-05,2.114936251018662e-05,0.5681247330104351,1414647808
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our patience.

Sentence 2: We're very happy with Congress.

Answer:",EleutherAI/pythia-1.4b,J,12,2,no,6.367239984683692e-05,2.9269294827827252e-05,1.1212801532430021,1414647808
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our purchases.

Sentence 2: There are very few taxes.

Answer:",EleutherAI/pythia-1.4b,S,12,2,no,5.749864794779569e-05,4.4755273847840726e-05,0.361470336282301,1414647808
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a girlfriend.

Sentence 2: Some men are reluctant to get engaged.

Answer:",EleutherAI/pythia-1.4b,J,15,2,yes,4.962326420354657e-05,2.8112031941418536e-05,0.8198289027249797,1414647808
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a piston.

Sentence 2: Diamonds can be made by machine.

Answer:",EleutherAI/pythia-1.4b,S,15,2,yes,2.7581549147726037e-05,1.6697591490810737e-05,0.7240634704895945,1414647808
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Dogs crack open bones so they can eat the marrow.

Sentence 2: Dogs like to eat bone marrow.

Answer:",EleutherAI/pythia-1.4b,E,12,2,yes,1.753730066411663e-05,1.1860312952194363e-05,0.5642846276324001,1414647808
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: During the worst part of the drought, people were encouraged to not always flush the toilet.

Sentence 2: Water was in short supply.

Answer:",EleutherAI/pythia-1.4b,E,18,2,yes,4.351996904006228e-05,4.136262214160524e-05,0.07334988351574294,1414647808
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Eva turned down the heat and left the sauce on the stove to simmer.

Sentence 2: Eva was cooking.

Answer:",EleutherAI/pythia-1.4b,E,16,2,yes,2.5730145353008993e-05,3.237474447814748e-05,-0.3314091991165075,1414647808
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every introductory sailing class includes learning how to save a man drowning.

Sentence 2: Beginning sailing classes emphasize safety.

Answer:",EleutherAI/pythia-1.4b,E,13,2,yes,3.282235047663562e-05,2.8063788704457693e-05,0.22596876622032055,1414647808
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the fabric.

Sentence 2: My coat is waterproof.

Answer:",EleutherAI/pythia-1.4b,S,16,2,no,4.5753255108138546e-05,2.631159804877825e-05,0.7981755133511155,1414647808
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the springs.

Sentence 2: Water isn't good for my coat.

Answer:",EleutherAI/pythia-1.4b,J,16,2,yes,4.03461599489674e-05,2.1803929485031404e-05,0.8878432081053651,1414647808
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.

Sentence 2: The platform is for sunbathing.

Answer:",EleutherAI/pythia-1.4b,S,22,2,no,6.628842675127089e-05,4.65444682049565e-05,0.5101472991020048,1414647808
