sentence,answer,prompt,model,condition,n_tokens_sentence,n_tokens_word,correct,prob_yes,prob_no,lr,n_params
A thoughtful wife has pork chops ready when her husband comes home from fishing.,She thinks her husband will catch lots of fish.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from fishing.

Sentence 2: She thinks her husband will catch lots of fish.

Answer:",EleutherAI/pythia-1b,J,16,2,no,4.818781235371716e-06,5.205355364523712e-07,3.21059974323676,1011781632
A thoughtful wife has pork chops ready when her husband comes home from working.,A nice wife cooks dinner for her husband.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from working.

Sentence 2: A nice wife cooks dinner for her husband.

Answer:",EleutherAI/pythia-1b,S,16,2,yes,7.1637459768680856e-06,6.639920684392564e-07,3.431476267515164,1011781632
A vacation is the shortest distance between two locations.,A trip seems longer when you are on vacation.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two locations.

Sentence 2: A trip seems longer when you are on vacation.

Answer:",EleutherAI/pythia-1b,S,10,2,no,4.580164841172518e-06,1.1300941196168424e-06,2.018956590025056,1011781632
A vacation is the shortest distance between two paychecks.,Vacations cost a lot of money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two paychecks.

Sentence 2: Vacations cost a lot of money.

Answer:",EleutherAI/pythia-1b,J,11,2,yes,1.1238181286898907e-05,1.92648053598532e-06,2.544369063153304,1011781632
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",She planned to throw the dress away.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: After Olga tore her red dress, she went to the store for a needle and a spool of red thread.

Sentence 2: She planned to throw the dress away.

Answer:",EleutherAI/pythia-1b,E,24,2,no,3.782048452194431e-06,4.7419581505891983e-07,2.9956130102049703,1011781632
"All roads lead to Rome, and all detours lead to profanity.",People are frustrated by detours.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to profanity.

Sentence 2: People are frustrated by detours.

Answer:",EleutherAI/pythia-1b,J,15,2,yes,4.956326847604942e-06,1.1019549219781766e-06,2.1692061215764697,1011781632
"All roads lead to Rome, and all detours lead to somewhere.",Detours never go anywhere.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to somewhere.

Sentence 2: Detours never go anywhere.

Answer:",EleutherAI/pythia-1b,S,14,2,no,7.318740699702175e-06,1.2374296147754649e-06,2.5642489655425282,1011781632
All the plates were garnished with little sprigs of parsley.,Each plate had some parsley on it.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All the plates were garnished with little sprigs of parsley.

Sentence 2: Each plate had some parsley on it.

Answer:",EleutherAI/pythia-1b,E,13,2,yes,7.260781785589643e-06,5.14777411808609e-07,3.8181042397016736,1011781632
Another thing a small boy is constantly outgrowing is his allowance.,Kids always want more money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his allowance.

Sentence 2: Kids always want more money.

Answer:",EleutherAI/pythia-1b,J,13,2,yes,2.6898426312982338e-06,5.55840586002887e-07,2.274778685411578,1011781632
Another thing a small boy is constantly outgrowing is his underwear.,Boys need new clothes often.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his underwear.

Sentence 2: Boys need new clothes often.

Answer:",EleutherAI/pythia-1b,S,13,2,yes,3.2823802484927e-06,6.684153390779102e-07,2.2959256315790464,1011781632
Another thing that has developed by leaps and bounds is the modern dance.,Dancing has changed a lot over the years.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern dance.

Sentence 2: Dancing has changed a lot over the years.

Answer:",EleutherAI/pythia-1b,J,15,2,yes,8.399816579185426e-06,6.502829705823387e-07,3.6912182766153925,1011781632
Another thing that has developed by leaps and bounds is the modern science.,Science has progressed at a snail's pace.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern science.

Sentence 2: Science has progressed at a snail's pace.

Answer:",EleutherAI/pythia-1b,S,15,2,no,1.5628642358933575e-05,1.7576337540958775e-06,3.152486072448955,1011781632
Arguments between couples are healthy; sometimes they even prevent breakups.,It's okay for couples to argue sometimes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent breakups.

Sentence 2: It's okay for couples to argue sometimes.

Answer:",EleutherAI/pythia-1b,S,13,2,yes,1.1318473298160825e-05,1.3543525483328267e-06,3.0630041346804484,1011781632
Arguments between couples are healthy; sometimes they even prevent marriage.,Marriage is a wonderful thing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent marriage.

Sentence 2: Marriage is a wonderful thing.

Answer:",EleutherAI/pythia-1b,J,12,2,no,1.385665837005945e-05,1.8532172134655411e-06,2.9024754904140937,1011781632
Autobiography is an unrivaled vehicle for telling the truth about others.,Writing an autobiography can unmask your true self.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about others.

Sentence 2: Writing an autobiography can unmask your true self.

Answer:",EleutherAI/pythia-1b,J,16,2,no,4.494453969527967e-05,7.694678970437963e-06,2.546212811335033,1011781632
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about somebody.

Sentence 2: Autobiographies don't reveal much about a person.

Answer:",EleutherAI/pythia-1b,S,16,2,no,3.1702238629804924e-05,6.749191015842371e-06,2.2317982281624498,1011781632
Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autumn is a good time to buy some new clothes.

Sentence 2: It's good to buy clothes before the winter.

Answer:",EleutherAI/pythia-1b,E,12,2,yes,1.0369975825597066e-05,1.221065758727491e-06,3.08619972917467,1011781632
"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Because of his diabetes, he had to take daily shots of insulin.

Sentence 2: He took insulin once a week.

Answer:",EleutherAI/pythia-1b,E,14,2,no,7.82398183218902e-06,8.67401695359149e-07,3.1731308521579655,1011781632
"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Before the outdoor concert, he packed a basket with wine and food for a picnic.

Sentence 2: He was planning to eat outdoors.

Answer:",EleutherAI/pythia-1b,E,17,2,yes,9.38048106036149e-06,9.05374633930478e-07,3.3730751185672414,1011781632
Bill jumped in the lake and made a big splash.,Bill went for a swim.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Bill jumped in the lake and made a big splash.

Sentence 2: Bill went for a swim.

Answer:",EleutherAI/pythia-1b,E,11,2,yes,3.3844742574729025e-05,1.5331202121160459e-06,4.46438901527015,1011781632
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her husband.

Sentence 2: Mary was happy to have another child.

Answer:",EleutherAI/pythia-1b,J,21,2,no,5.924664492340526e-06,8.909497637432651e-07,2.733317465281729,1011781632
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her offspring.

Sentence 2: Mary had no problem naming her new baby.

Answer:",EleutherAI/pythia-1b,S,21,2,no,7.2022171480057295e-06,1.2481820022003376e-06,2.528612783241001,1011781632
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a statue.

Sentence 2: He was on trial for a sex-related crime.

Answer:",EleutherAI/pythia-1b,J,20,2,yes,1.8119759261026047e-05,1.4118998024059692e-06,3.681854173546942,1011781632
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a teenager.

Sentence 2: He had slept with a young woman.

Answer:",EleutherAI/pythia-1b,S,20,2,yes,1.6152482203324325e-05,1.6272780385406804e-06,3.3112232078243373,1011781632
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the patrons.

Sentence 2: The people have often had a bit too much to drink.

Answer:",EleutherAI/pythia-1b,J,15,2,yes,1.072276063496247e-05,9.674156444816617e-07,3.470396704939526,1011781632
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the setting.

Sentence 2: Bright lights can ruin the atmosphere in a cocktail lounge.

Answer:",EleutherAI/pythia-1b,S,15,2,yes,2.035041688941419e-05,1.2611151305463864e-06,4.012286454941497,1011781632
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our patience.

Sentence 2: We're very happy with Congress.

Answer:",EleutherAI/pythia-1b,J,12,2,no,1.0608393495203927e-05,1.2282167745070183e-06,3.1105690779694406,1011781632
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our purchases.

Sentence 2: There are very few taxes.

Answer:",EleutherAI/pythia-1b,S,12,2,no,7.72180464991834e-06,9.945425745172543e-07,2.9568330201355515,1011781632
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a girlfriend.

Sentence 2: Some men are reluctant to get engaged.

Answer:",EleutherAI/pythia-1b,J,15,2,yes,9.912998393701855e-06,1.160283432000142e-06,3.094844229294081,1011781632
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a piston.

Sentence 2: Diamonds can be made by machine.

Answer:",EleutherAI/pythia-1b,S,15,2,yes,3.303151243017055e-05,2.255176923426916e-06,3.872530502997896,1011781632
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Dogs crack open bones so they can eat the marrow.

Sentence 2: Dogs like to eat bone marrow.

Answer:",EleutherAI/pythia-1b,E,12,2,yes,1.719980537018273e-05,1.1070445680161356e-06,3.9576070305285413,1011781632
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: During the worst part of the drought, people were encouraged to not always flush the toilet.

Sentence 2: Water was in short supply.

Answer:",EleutherAI/pythia-1b,E,18,2,yes,5.325726306182332e-06,9.935206435329746e-07,2.4223564396201955,1011781632
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Eva turned down the heat and left the sauce on the stove to simmer.

Sentence 2: Eva was cooking.

Answer:",EleutherAI/pythia-1b,E,16,2,yes,7.218493010441307e-06,1.2153277566540055e-06,2.5703522394576255,1011781632
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every introductory sailing class includes learning how to save a man drowning.

Sentence 2: Beginning sailing classes emphasize safety.

Answer:",EleutherAI/pythia-1b,E,13,2,yes,6.4758010012155864e-06,1.0824110177054536e-06,2.580810223391562,1011781632
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the fabric.

Sentence 2: My coat is waterproof.

Answer:",EleutherAI/pythia-1b,S,16,2,no,3.5813418435282074e-06,4.3921949099967605e-07,3.0274862497112287,1011781632
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the springs.

Sentence 2: Water isn't good for my coat.

Answer:",EleutherAI/pythia-1b,J,16,2,yes,3.249753490308649e-06,3.99619182189781e-07,3.0236325458584767,1011781632
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.

Sentence 2: The platform is for sunbathing.

Answer:",EleutherAI/pythia-1b,S,22,2,no,1.060224440152524e-05,1.5598600384691963e-06,2.7648812115825465,1011781632
