sentence,answer,prompt,model,condition,n_tokens_sentence,n_tokens_word,correct,prob_yes,prob_no,lr,n_params
A problem drinker is one who never quits.,Non-stop drinking isn't much of a problem.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A problem drinker is one who never quits.

Sentence 2: Non-stop drinking isn't much of a problem.

Answer:",EleutherAI/pythia-2.8b,S,11,2,no,0.0007193931960500777,0.00021362300321925431,1.7517135078907367,2775208960
A replacement player hit a home run with my ball.,The player was playing baseball.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my ball.

Sentence 2: The player was playing baseball.

Answer:",EleutherAI/pythia-2.8b,S,11,2,yes,0.0006242347881197929,0.0002129282074747607,1.5517216775794194,2775208960
A replacement player hit a home run with my girl.,Someone else slept with my girlfriend.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my girl.

Sentence 2: Someone else slept with my girlfriend.

Answer:",EleutherAI/pythia-2.8b,J,11,2,yes,0.0008357766782864928,0.0003048302314709872,1.455111513023309,2775208960
A thoughtful wife has pork chops ready when her husband comes home from fishing.,She thinks her husband will catch lots of fish.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from fishing.

Sentence 2: She thinks her husband will catch lots of fish.

Answer:",EleutherAI/pythia-2.8b,J,16,2,no,0.000704156351275742,0.0002244108763989061,1.6497532013063712,2775208960
A thoughtful wife has pork chops ready when her husband comes home from working.,A nice wife cooks dinner for her husband.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from working.

Sentence 2: A nice wife cooks dinner for her husband.

Answer:",EleutherAI/pythia-2.8b,S,16,2,yes,0.0005710328696295619,0.0001704927271930501,1.7438635932900863,2775208960
A vacation is the shortest distance between two locations.,A trip seems longer when you are on vacation.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two locations.

Sentence 2: A trip seems longer when you are on vacation.

Answer:",EleutherAI/pythia-2.8b,S,10,2,no,0.000984606216661632,0.0003699586959555745,1.4121826385482166,2775208960
A vacation is the shortest distance between two paychecks.,Vacations cost a lot of money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two paychecks.

Sentence 2: Vacations cost a lot of money.

Answer:",EleutherAI/pythia-2.8b,J,11,2,yes,0.0008080756524577737,0.00037580550997518003,1.1045041457702987,2775208960
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",She planned to throw the dress away.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: After Olga tore her red dress, she went to the store for a needle and a spool of red thread.

Sentence 2: She planned to throw the dress away.

Answer:",EleutherAI/pythia-2.8b,E,24,2,no,0.000795859145000577,0.0002524146984796971,1.656717195193899,2775208960
"All roads lead to Rome, and all detours lead to profanity.",People are frustrated by detours.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to profanity.

Sentence 2: People are frustrated by detours.

Answer:",EleutherAI/pythia-2.8b,J,15,2,yes,0.0010869979159906507,0.0006574428407475352,0.7254117999190703,2775208960
"All roads lead to Rome, and all detours lead to somewhere.",Detours never go anywhere.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to somewhere.

Sentence 2: Detours never go anywhere.

Answer:",EleutherAI/pythia-2.8b,S,14,2,no,0.0005688979872502387,0.00044089718721807003,0.3677277037616338,2775208960
All the plates were garnished with little sprigs of parsley.,Each plate had some parsley on it.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All the plates were garnished with little sprigs of parsley.

Sentence 2: Each plate had some parsley on it.

Answer:",EleutherAI/pythia-2.8b,E,13,2,yes,0.0005859137163497508,0.0003022726159542799,0.9548379385418448,2775208960
Another thing a small boy is constantly outgrowing is his allowance.,Kids always want more money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his allowance.

Sentence 2: Kids always want more money.

Answer:",EleutherAI/pythia-2.8b,J,13,2,yes,0.0005930117331445217,0.00022978171182330698,1.3677966703710958,2775208960
Another thing a small boy is constantly outgrowing is his underwear.,Boys need new clothes often.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his underwear.

Sentence 2: Boys need new clothes often.

Answer:",EleutherAI/pythia-2.8b,S,13,2,yes,0.0006000894936732948,0.00022432871628552675,1.4195633600496278,2775208960
Another thing that has developed by leaps and bounds is the modern dance.,Dancing has changed a lot over the years.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern dance.

Sentence 2: Dancing has changed a lot over the years.

Answer:",EleutherAI/pythia-2.8b,J,15,2,yes,0.0022024791687726974,0.0006596305756829679,1.7393981957804971,2775208960
Another thing that has developed by leaps and bounds is the modern science.,Science has progressed at a snail's pace.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern science.

Sentence 2: Science has progressed at a snail's pace.

Answer:",EleutherAI/pythia-2.8b,S,15,2,no,0.0009744130074977875,0.00028778292471542954,1.759552398107727,2775208960
Arguments between couples are healthy; sometimes they even prevent breakups.,It's okay for couples to argue sometimes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent breakups.

Sentence 2: It's okay for couples to argue sometimes.

Answer:",EleutherAI/pythia-2.8b,S,13,2,yes,0.0007990643498487771,0.00024759749067015946,1.6903149968997642,2775208960
Arguments between couples are healthy; sometimes they even prevent marriage.,Marriage is a wonderful thing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent marriage.

Sentence 2: Marriage is a wonderful thing.

Answer:",EleutherAI/pythia-2.8b,J,12,2,no,0.0013103566598147154,0.00035003243829123676,1.9043990144381135,2775208960
Autobiography is an unrivaled vehicle for telling the truth about others.,Writing an autobiography can unmask your true self.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about others.

Sentence 2: Writing an autobiography can unmask your true self.

Answer:",EleutherAI/pythia-2.8b,J,16,2,no,0.0012258701026439667,0.00044266352779231966,1.4695236982440414,2775208960
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about somebody.

Sentence 2: Autobiographies don't reveal much about a person.

Answer:",EleutherAI/pythia-2.8b,S,16,2,no,0.000537955726031214,0.00020421524823177606,1.3973968506987393,2775208960
Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autumn is a good time to buy some new clothes.

Sentence 2: It's good to buy clothes before the winter.

Answer:",EleutherAI/pythia-2.8b,E,12,2,yes,0.0007600016542710364,0.0003321395197417587,1.1942131661783544,2775208960
"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Because of his diabetes, he had to take daily shots of insulin.

Sentence 2: He took insulin once a week.

Answer:",EleutherAI/pythia-2.8b,E,14,2,no,0.0009534865966998041,0.000372064474504441,1.3576600130114092,2775208960
"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Before the outdoor concert, he packed a basket with wine and food for a picnic.

Sentence 2: He was planning to eat outdoors.

Answer:",EleutherAI/pythia-2.8b,E,17,2,yes,0.0008748466498218477,0.00030797848012298346,1.5062006051967254,2775208960
Bill jumped in the lake and made a big splash.,Bill went for a swim.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Bill jumped in the lake and made a big splash.

Sentence 2: Bill went for a swim.

Answer:",EleutherAI/pythia-2.8b,E,11,2,yes,0.000947470951359719,0.00032901435042731464,1.5259312016567652,2775208960
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her husband.

Sentence 2: Mary was happy to have another child.

Answer:",EleutherAI/pythia-2.8b,J,21,2,no,0.0006251769955269992,0.00020163501903880388,1.632518471635679,2775208960
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her offspring.

Sentence 2: Mary had no problem naming her new baby.

Answer:",EleutherAI/pythia-2.8b,S,21,2,no,0.000567351991776377,0.00018373843340668827,1.6265906446030622,2775208960
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a statue.

Sentence 2: He was on trial for a sex-related crime.

Answer:",EleutherAI/pythia-2.8b,J,20,2,yes,0.0012597148306667805,0.0004370145034044981,1.5273441139785273,2775208960
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a teenager.

Sentence 2: He had slept with a young woman.

Answer:",EleutherAI/pythia-2.8b,S,20,2,yes,0.0009109632228501141,0.0003372294013388455,1.4336624880236473,2775208960
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the patrons.

Sentence 2: The people have often had a bit too much to drink.

Answer:",EleutherAI/pythia-2.8b,J,15,2,yes,0.0011126468889415264,0.0002048556343652308,2.441316331276998,2775208960
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the setting.

Sentence 2: Bright lights can ruin the atmosphere in a cocktail lounge.

Answer:",EleutherAI/pythia-2.8b,S,15,2,yes,0.0008453918853774667,0.0002101432764902711,2.0082469661394975,2775208960
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our patience.

Sentence 2: We're very happy with Congress.

Answer:",EleutherAI/pythia-2.8b,J,12,2,no,0.0006133434944786131,0.00023759975738357753,1.3681618985180162,2775208960
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our purchases.

Sentence 2: There are very few taxes.

Answer:",EleutherAI/pythia-2.8b,S,12,2,no,0.0005663945339620113,0.00018206237291451544,1.63737455332081,2775208960
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a girlfriend.

Sentence 2: Some men are reluctant to get engaged.

Answer:",EleutherAI/pythia-2.8b,J,15,2,yes,0.0012911109952256083,0.00029547439771704376,2.1275079984900076,2775208960
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a piston.

Sentence 2: Diamonds can be made by machine.

Answer:",EleutherAI/pythia-2.8b,S,15,2,yes,0.0013395228888839483,0.0003354325599502772,1.9976245920931108,2775208960
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Dogs crack open bones so they can eat the marrow.

Sentence 2: Dogs like to eat bone marrow.

Answer:",EleutherAI/pythia-2.8b,E,12,2,yes,0.0010430358815938234,0.00015273239114321768,2.771710825797556,2775208960
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: During the worst part of the drought, people were encouraged to not always flush the toilet.

Sentence 2: Water was in short supply.

Answer:",EleutherAI/pythia-2.8b,E,18,2,yes,0.0012178646866232157,0.00041116715874522924,1.5665569070165495,2775208960
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Eva turned down the heat and left the sauce on the stove to simmer.

Sentence 2: Eva was cooking.

Answer:",EleutherAI/pythia-2.8b,E,16,2,yes,0.0008833181927911937,0.0003181990177836269,1.4730038431296948,2775208960
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every introductory sailing class includes learning how to save a man drowning.

Sentence 2: Beginning sailing classes emphasize safety.

Answer:",EleutherAI/pythia-2.8b,E,13,2,yes,0.0008921418921090662,0.0005520380800589919,0.6925053953202164,2775208960
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the fabric.

Sentence 2: My coat is waterproof.

Answer:",EleutherAI/pythia-2.8b,S,16,2,no,0.0009936699643731117,0.0004156198992859572,1.2575020273259088,2775208960
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the springs.

Sentence 2: Water isn't good for my coat.

Answer:",EleutherAI/pythia-2.8b,J,16,2,yes,0.0008529471233487129,0.00045148556819185615,0.9177764350244362,2775208960
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.

Sentence 2: The platform is for sunbathing.

Answer:",EleutherAI/pythia-2.8b,S,22,2,no,0.0011480882531031966,0.0004090303846169263,1.4889536235523169,2775208960
