sentence,answer,prompt,model,condition,n_tokens_sentence,n_tokens_word,correct,prob_yes,prob_no,lr,n_params
A problem drinker is one who never quits.,Non-stop drinking isn't much of a problem.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A problem drinker is one who never quits.

Sentence 2: Non-stop drinking isn't much of a problem.

Answer:",EleutherAI/pythia-70m,S,11,2,no,2.3108166715246625e-05,7.368904334725812e-05,-1.6730473160531705,70426624
A replacement player hit a home run with my ball.,The player was playing baseball.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my ball.

Sentence 2: The player was playing baseball.

Answer:",EleutherAI/pythia-70m,S,11,2,yes,2.58787113125436e-05,7.356875721598044e-05,-1.5073274434306396,70426624
A replacement player hit a home run with my girl.,Someone else slept with my girlfriend.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A replacement player hit a home run with my girl.

Sentence 2: Someone else slept with my girlfriend.

Answer:",EleutherAI/pythia-70m,J,11,2,yes,3.0630228138761595e-05,7.178473606472835e-05,-1.2287209970445,70426624
A thoughtful wife has pork chops ready when her husband comes home from fishing.,She thinks her husband will catch lots of fish.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from fishing.

Sentence 2: She thinks her husband will catch lots of fish.

Answer:",EleutherAI/pythia-70m,J,16,2,no,1.9430155589361675e-05,4.0254421037388965e-05,-1.0508497858103156,70426624
A thoughtful wife has pork chops ready when her husband comes home from working.,A nice wife cooks dinner for her husband.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A thoughtful wife has pork chops ready when her husband comes home from working.

Sentence 2: A nice wife cooks dinner for her husband.

Answer:",EleutherAI/pythia-70m,S,16,2,yes,1.9391003661439754e-05,4.654499934986234e-05,-1.2632386994218199,70426624
A vacation is the shortest distance between two locations.,A trip seems longer when you are on vacation.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two locations.

Sentence 2: A trip seems longer when you are on vacation.

Answer:",EleutherAI/pythia-70m,S,10,2,no,1.9406636056373827e-05,6.492655666079372e-05,-1.7422586358042416,70426624
A vacation is the shortest distance between two paychecks.,Vacations cost a lot of money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: A vacation is the shortest distance between two paychecks.

Sentence 2: Vacations cost a lot of money.

Answer:",EleutherAI/pythia-70m,J,11,2,yes,7.6499145507114e-06,4.573676778818481e-05,-2.5798388761161974,70426624
"After Olga tore her red dress, she went to the store for a needle and a spool of red thread.",She planned to throw the dress away.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: After Olga tore her red dress, she went to the store for a needle and a spool of red thread.

Sentence 2: She planned to throw the dress away.

Answer:",EleutherAI/pythia-70m,E,24,2,no,6.187269173096865e-05,0.0001269855274586007,-1.0372893784699082,70426624
"All roads lead to Rome, and all detours lead to profanity.",People are frustrated by detours.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to profanity.

Sentence 2: People are frustrated by detours.

Answer:",EleutherAI/pythia-70m,J,15,2,yes,1.6481133570778184e-05,9.024549945024773e-05,-2.453039512125463,70426624
"All roads lead to Rome, and all detours lead to somewhere.",Detours never go anywhere.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All roads lead to Rome, and all detours lead to somewhere.

Sentence 2: Detours never go anywhere.

Answer:",EleutherAI/pythia-70m,S,14,2,no,2.3212309315567836e-05,0.0001282096782233566,-2.465543207582376,70426624
All the plates were garnished with little sprigs of parsley.,Each plate had some parsley on it.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: All the plates were garnished with little sprigs of parsley.

Sentence 2: Each plate had some parsley on it.

Answer:",EleutherAI/pythia-70m,E,13,2,yes,1.1276863006060012e-05,6.108878733357415e-05,-2.4375418068024803,70426624
Another thing a small boy is constantly outgrowing is his allowance.,Kids always want more money.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his allowance.

Sentence 2: Kids always want more money.

Answer:",EleutherAI/pythia-70m,J,13,2,yes,1.4652628124167677e-05,9.856809629127383e-05,-2.7499613100482163,70426624
Another thing a small boy is constantly outgrowing is his underwear.,Boys need new clothes often.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing a small boy is constantly outgrowing is his underwear.

Sentence 2: Boys need new clothes often.

Answer:",EleutherAI/pythia-70m,S,13,2,yes,1.3766852134722285e-05,8.688182424521074e-05,-2.6578556783719343,70426624
Another thing that has developed by leaps and bounds is the modern dance.,Dancing has changed a lot over the years.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern dance.

Sentence 2: Dancing has changed a lot over the years.

Answer:",EleutherAI/pythia-70m,J,15,2,yes,1.5688898201915435e-05,2.1859144908376038e-05,-0.47849292795279375,70426624
Another thing that has developed by leaps and bounds is the modern science.,Science has progressed at a snail's pace.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Another thing that has developed by leaps and bounds is the modern science.

Sentence 2: Science has progressed at a snail's pace.

Answer:",EleutherAI/pythia-70m,S,15,2,no,1.2191684618301224e-05,3.692121754284017e-05,-1.5985526412648934,70426624
Arguments between couples are healthy; sometimes they even prevent breakups.,It's okay for couples to argue sometimes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent breakups.

Sentence 2: It's okay for couples to argue sometimes.

Answer:",EleutherAI/pythia-70m,S,13,2,yes,3.0789167794864625e-05,3.8387963286368176e-05,-0.31823114543332603,70426624
Arguments between couples are healthy; sometimes they even prevent marriage.,Marriage is a wonderful thing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Arguments between couples are healthy; sometimes they even prevent marriage.

Sentence 2: Marriage is a wonderful thing.

Answer:",EleutherAI/pythia-70m,J,12,2,no,1.8816535884980112e-05,2.1009307602071203e-05,-0.15902756323078307,70426624
Autobiography is an unrivaled vehicle for telling the truth about others.,Writing an autobiography can unmask your true self.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about others.

Sentence 2: Writing an autobiography can unmask your true self.

Answer:",EleutherAI/pythia-70m,J,16,2,no,7.911453394626733e-06,1.7748390746419318e-05,-1.1656735625247792,70426624
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autobiography is an unrivaled vehicle for telling the truth about somebody.

Sentence 2: Autobiographies don't reveal much about a person.

Answer:",EleutherAI/pythia-70m,S,16,2,no,1.0396593097539153e-05,3.7261754187056795e-05,-1.841584751107581,70426624
Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Autumn is a good time to buy some new clothes.

Sentence 2: It's good to buy clothes before the winter.

Answer:",EleutherAI/pythia-70m,E,12,2,yes,3.1073173886397853e-05,5.4249612730927765e-05,-0.8039432294770953,70426624
"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Because of his diabetes, he had to take daily shots of insulin.

Sentence 2: He took insulin once a week.

Answer:",EleutherAI/pythia-70m,E,14,2,no,5.2424260502448305e-05,0.00012997309386264533,-1.3099064864460424,70426624
"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Before the outdoor concert, he packed a basket with wine and food for a picnic.

Sentence 2: He was planning to eat outdoors.

Answer:",EleutherAI/pythia-70m,E,17,2,yes,4.587546209222637e-05,0.0001347861107205972,-1.5548772439967835,70426624
Bill jumped in the lake and made a big splash.,Bill went for a swim.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Bill jumped in the lake and made a big splash.

Sentence 2: Bill went for a swim.

Answer:",EleutherAI/pythia-70m,E,11,2,yes,5.062429409008473e-05,0.00011499252286739647,-1.1836382651262845,70426624
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her husband.

Sentence 2: Mary was happy to have another child.

Answer:",EleutherAI/pythia-70m,J,21,2,no,2.352360934310127e-05,3.733452831511386e-05,-0.6664010671731461,70426624
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: By the time Mary had her fourteenth child, she'd run out of names to call her offspring.

Sentence 2: Mary had no problem naming her new baby.

Answer:",EleutherAI/pythia-70m,S,21,2,no,1.5181597518676426e-05,3.3644861105130985e-05,-1.1480625556712956,70426624
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a statue.

Sentence 2: He was on trial for a sex-related crime.

Answer:",EleutherAI/pythia-70m,J,20,2,yes,9.514845260127913e-06,2.9072611141600646e-05,-1.61140855294381,70426624
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Charged with statutory rape, he told the judge he didn't know she was a teenager.

Sentence 2: He had slept with a young woman.

Answer:",EleutherAI/pythia-70m,S,20,2,yes,9.007923836179543e-06,3.163709334330633e-05,-1.8123505240461009,70426624
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the patrons.

Sentence 2: The people have often had a bit too much to drink.

Answer:",EleutherAI/pythia-70m,J,15,2,yes,8.024430826480966e-06,2.60331726167351e-05,-1.6978801706488744,70426624
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Cocktail lounges are usually half lit to match the setting.

Sentence 2: Bright lights can ruin the atmosphere in a cocktail lounge.

Answer:",EleutherAI/pythia-70m,S,15,2,yes,1.753241849655751e-05,2.3266407879418693e-05,-0.4082234676866541,70426624
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our patience.

Sentence 2: We're very happy with Congress.

Answer:",EleutherAI/pythia-70m,J,12,2,no,3.7046338547952473e-06,1.1238277693337295e-05,-1.6010180874573914,70426624
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Congress taxes our income, our property, and our purchases.

Sentence 2: There are very few taxes.

Answer:",EleutherAI/pythia-70m,S,12,2,no,4.8040610636235215e-06,1.8490183720132336e-05,-1.9444331654311577,70426624
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a girlfriend.

Sentence 2: Some men are reluctant to get engaged.

Answer:",EleutherAI/pythia-70m,J,15,2,yes,2.588236384326592e-05,1.692028126853984e-05,0.6132158342671998,70426624
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Diamonds are produced by great pressure, usually provided by a piston.

Sentence 2: Diamonds can be made by machine.

Answer:",EleutherAI/pythia-70m,S,15,2,yes,1.5255776816047728e-05,8.729697583476081e-06,0.8053520614470401,70426624
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Dogs crack open bones so they can eat the marrow.

Sentence 2: Dogs like to eat bone marrow.

Answer:",EleutherAI/pythia-70m,E,12,2,yes,3.6955283576389775e-05,0.00012052262900397182,-1.7054514989762328,70426624
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: During the worst part of the drought, people were encouraged to not always flush the toilet.

Sentence 2: Water was in short supply.

Answer:",EleutherAI/pythia-70m,E,18,2,yes,1.1024936611647718e-05,3.866444239974953e-05,-1.810237046365341,70426624
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Eva turned down the heat and left the sauce on the stove to simmer.

Sentence 2: Eva was cooking.

Answer:",EleutherAI/pythia-70m,E,16,2,yes,2.2043554054107517e-05,4.5186287024989724e-05,-1.0355281685153306,70426624
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every introductory sailing class includes learning how to save a man drowning.

Sentence 2: Beginning sailing classes emphasize safety.

Answer:",EleutherAI/pythia-70m,E,13,2,yes,2.2387466742657125e-05,0.00012409230112098157,-2.4706504170516297,70426624
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the fabric.

Sentence 2: My coat is waterproof.

Answer:",EleutherAI/pythia-70m,S,16,2,no,4.339608858572319e-05,0.00015150422404985875,-1.803721098275287,70426624
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Every time I wear my spring coat in the rain, it damages the springs.

Sentence 2: Water isn't good for my coat.

Answer:",EleutherAI/pythia-70m,J,16,2,yes,3.271600144216791e-05,0.00013616803335025907,-2.0573197200621207,70426624
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,"In this task, you will be presented with a series of sentences. Some sentences will be serious statements, while others will be clever quips/jokes. In both cases your job is to determine whether the meaning of the second sentence is implied by the meaning of the first. If the two sentences have a similar meaning, answer ""yes"". If the two sentences do not have consistent meanings, answer ""no"".

Sentence 1: Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.

Sentence 2: The platform is for sunbathing.

Answer:",EleutherAI/pythia-70m,S,22,2,no,2.452522312523797e-05,8.686459477758035e-05,-1.8245020055720116,70426624
