model,sentence,answer,shots,condition,correct,yes_lp,no_lp,lp_ratio
meta-llama/Meta-Llama-3-70B,"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,0,J,yes,-1.6601562,-2.4414062,0.7812499999999998
meta-llama/Meta-Llama-3-70B,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,0,S,no,-2.234375,-1.8046875,-0.4296875
meta-llama/Meta-Llama-3-70B,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,0,J,yes,-2.0410156,-1.8134766,-0.22753900000000016
meta-llama/Meta-Llama-3-70B,"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,0,E,yes,-1.3339844,-3.4824219,2.1484375
meta-llama/Meta-Llama-3-70B,"Figures don't lie, except on the beaches.",People lie in the sand.,0,J,yes,-2.0703125,-1.7490234,-0.3212891
meta-llama/Meta-Llama-3-70B,"Figures don't lie, except on the page.",Statistics are completely reliable.,0,S,no,-2.6230469,-1.6083984,-1.0146484999999998
meta-llama/Meta-Llama-3-70B,"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,0,J,no,-2.5761719,-1.7792969,-0.7968749999999998
meta-llama/Meta-Llama-3-70B,"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,0,S,yes,-1.6455078,-2.4902344,0.8447265999999998
meta-llama/Meta-Llama-3-70B,"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,0,E,yes,-1.2246094,-3.9824219,2.7578125
meta-llama/Meta-Llama-3-70B,For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,0,E,yes,-1.2900391,-3.3144531,2.024414
meta-llama/Meta-Llama-3-70B,"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,0,J,yes,-1.9667969,-2.1464844,0.17968749999999978
meta-llama/Meta-Llama-3-70B,"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,0,S,no,-3.1367188,-1.5048828,-1.631836
meta-llama/Meta-Llama-3-70B,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,0,E,yes,-1.2363281,-3.3378906,2.1015625
meta-llama/Meta-Llama-3-70B,Hal wrote her a love letter.,Hal didn't like her very much.,0,E,no,-3.3027344,-1.3261719,-1.9765624999999998
meta-llama/Meta-Llama-3-70B,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,0,S,yes,-2.0,-2.421875,0.421875
meta-llama/Meta-Llama-3-70B,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,0,J,no,-1.9707031,-1.7988281,-0.171875
meta-llama/Meta-Llama-3-70B,He drank so much that he eventually became a beverage.,He gave up drinking.,0,J,no,-2.5761719,-1.5996094,-0.9765624999999998
meta-llama/Meta-Llama-3-70B,He drank so much that he eventually became a lush.,He became an alcoholic.,0,S,yes,-1.2158203,-3.4355469,2.2197265999999996
meta-llama/Meta-Llama-3-70B,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,0,J,no,-1.7167969,-2.2792969,0.5624999999999998
meta-llama/Meta-Llama-3-70B,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,0,S,yes,-1.6748047,-2.0488281,0.37402340000000023
meta-llama/Meta-Llama-3-70B,He hung her coat in the closet.,She had been wearing a coat.,0,E,yes,-1.3369141,-2.8457031,1.5087890000000002
meta-llama/Meta-Llama-3-70B,He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,0,J,yes,-1.5556641,-3.1660156,1.6103515000000002
meta-llama/Meta-Llama-3-70B,He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,0,S,no,-2.5996094,-1.6787109,-0.9208984999999998
meta-llama/Meta-Llama-3-70B,"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,0,J,no,-2.3300781,-1.9013672,-0.42871090000000023
meta-llama/Meta-Llama-3-70B,"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,0,S,no,-3.453125,-1.5478516,-1.9052734
meta-llama/Meta-Llama-3-70B,He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,0,J,yes,-1.953125,-2.21875,0.265625
meta-llama/Meta-Llama-3-70B,He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,0,S,no,-2.6386719,-1.9042969,-0.7343749999999998
meta-llama/Meta-Llama-3-70B,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,0,J,no,-2.1855469,-2.0371094,-0.1484375
meta-llama/Meta-Llama-3-70B,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,0,S,no,-2.640625,-1.6005859,-1.0400391
meta-llama/Meta-Llama-3-70B,He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,0,J,no,-2.0234375,-1.7265625,-0.296875
meta-llama/Meta-Llama-3-70B,He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,0,S,yes,-1.3476562,-3.1835938,1.8359376
meta-llama/Meta-Llama-3-70B,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,0,E,yes,-1.4599609,-2.65625,1.1962891
meta-llama/Meta-Llama-3-70B,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,0,E,no,-1.9980469,-2.0136719,0.015624999999999778
meta-llama/Meta-Llama-3-70B,"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,0,J,yes,-2.0117188,-2.7070312,0.6953123999999997
meta-llama/Meta-Llama-3-70B,"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,0,S,no,-2.9726562,-1.7314453,-1.2412108999999998
meta-llama/Meta-Llama-3-70B,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,0,J,no,-2.6523438,-1.7060547,-0.9462891000000002
meta-llama/Meta-Llama-3-70B,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,0,S,yes,-1.7333984,-2.4589844,0.7255859999999998
meta-llama/Meta-Llama-3-70B,"He told me he's not broke, just badly bent.",He's doing quite well.,0,J,no,-2.4609375,-1.9912109,-0.4697266
meta-llama/Meta-Llama-3-70B,"He told me he's not broke, just badly off.",He has lots of money.,0,S,no,-3.3125,-1.4462891,-1.8662109
meta-llama/Meta-Llama-3-70B,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,0,J,no,-1.6279297,-2.6289062,1.0009765
meta-llama/Meta-Llama-3-70B,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,0,S,yes,-1.765625,-2.484375,0.71875
meta-llama/Meta-Llama-3-70B,He wondered if the storm had done much damage.,It had been a terrible storm.,0,E,yes,-1.9375,-2.34375,0.40625
meta-llama/Meta-Llama-3-70B,"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,0,J,no,-2.3613281,-1.8232422,-0.5380859000000002
meta-llama/Meta-Llama-3-70B,"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,0,S,no,-3.6152344,-1.3642578,-2.2509765999999996
meta-llama/Meta-Llama-3-70B,He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,0,J,yes,-1.4921875,-2.96875,1.4765625
meta-llama/Meta-Llama-3-70B,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,0,S,yes,-1.3164062,-3.7773438,2.4609376000000003
meta-llama/Meta-Llama-3-70B,Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,0,J,no,-2.2832031,-1.8847656,-0.3984375000000002
meta-llama/Meta-Llama-3-70B,Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,0,S,yes,-1.6367188,-2.2226562,0.5859373999999999
meta-llama/Meta-Llama-3-70B,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,0,S,yes,-1.4892578,-2.5664062,1.0771483999999998
meta-llama/Meta-Llama-3-70B,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,0,J,no,-3.0097656,-1.7119141,-1.2978515000000002
meta-llama/Meta-Llama-3-70B,His job was to keep the sidewalk clean.,He was a doctor.,0,E,no,-3.3652344,-1.1308594,-2.234375
meta-llama/Meta-Llama-3-70B,His sandwich came with chips and a dill pickle.,He was about to eat.,0,E,yes,-1.5576172,-2.3691406,0.8115234000000002
meta-llama/Meta-Llama-3-70B,His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,0,J,yes,-1.3994141,-3.390625,1.9912109
meta-llama/Meta-Llama-3-70B,His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,0,S,yes,-1.8867188,-2.3320312,0.44531239999999994
meta-llama/Meta-Llama-3-70B,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",0,S,no,-3.5117188,-1.6533203,-1.8583985
meta-llama/Meta-Llama-3-70B,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,0,J,yes,-1.8447266,-2.4003906,0.5556640000000002
meta-llama/Meta-Llama-3-70B,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,0,J,yes,-1.9794922,-2.5410156,0.5615234000000002
meta-llama/Meta-Llama-3-70B,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,0,S,no,-2.4472656,-1.7060547,-0.7412109000000002
meta-llama/Meta-Llama-3-70B,"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,0,J,yes,-2.1875,-1.9052734,-0.2822266
meta-llama/Meta-Llama-3-70B,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,0,S,no,-2.7382812,-1.4023438,-1.3359374
meta-llama/Meta-Llama-3-70B,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,0,J,yes,-1.5185547,-2.7285156,1.2099609000000002
meta-llama/Meta-Llama-3-70B,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,0,S,no,-1.9541016,-1.8759766,-0.078125
meta-llama/Meta-Llama-3-70B,"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,0,J,no,-2.7890625,-1.7734375,-1.015625
meta-llama/Meta-Llama-3-70B,"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,0,S,no,-2.8613281,-1.9462891,-0.9150390000000002
meta-llama/Meta-Llama-3-70B,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,0,S,yes,-1.3261719,-3.5996094,2.2734375
meta-llama/Meta-Llama-3-70B,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,0,J,no,-1.8564453,-2.2851562,0.4287108999999998
meta-llama/Meta-Llama-3-70B,"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,0,S,yes,-1.3115234,-3.3027344,1.9912109999999998
meta-llama/Meta-Llama-3-70B,"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,0,J,yes,-2.2011719,-1.8808594,-0.3203124999999998
meta-llama/Meta-Llama-3-70B,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,0,J,yes,-1.9208984,-2.4277344,0.5068359999999998
meta-llama/Meta-Llama-3-70B,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,0,S,yes,-1.9150391,-2.4394531,0.5244140000000002
meta-llama/Meta-Llama-3-70B,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,0,J,no,-2.5449219,-1.7412109,-0.8037109999999998
meta-llama/Meta-Llama-3-70B,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,0,S,no,-3.1484375,-1.5087891,-1.6396484
meta-llama/Meta-Llama-3-70B,I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,0,J,yes,-1.7197266,-2.5703125,0.8505859
meta-llama/Meta-Llama-3-70B,I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,0,S,yes,-1.84375,-2.2578125,0.4140625
meta-llama/Meta-Llama-3-70B,"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,0,J,yes,-2.6015625,-1.7412109,-0.8603516
meta-llama/Meta-Llama-3-70B,"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,0,S,yes,-1.8505859,-2.8828125,1.0322266
meta-llama/Meta-Llama-3-70B,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,0,S,yes,-1.4345703,-3.4570312,2.0224608999999996
meta-llama/Meta-Llama-3-70B,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,0,J,yes,-1.8701172,-2.1503906,0.28027340000000023
meta-llama/Meta-Llama-3-70B,"I've got Parkinson's disease, and he's got gout.",We have the same disease.,0,S,no,-2.2871094,-1.7236328,-0.5634765999999998
meta-llama/Meta-Llama-3-70B,"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,0,J,no,-2.3007812,-2.0039062,-0.296875
meta-llama/Meta-Llama-3-70B,"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,0,J,yes,-1.6074219,-2.7167969,1.1093749999999998
meta-llama/Meta-Llama-3-70B,"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,0,S,yes,-1.5361328,-3.2929688,1.756836
meta-llama/Meta-Llama-3-70B,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,0,J,yes,-2.1386719,-2.0449219,-0.09375
meta-llama/Meta-Llama-3-70B,"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,0,S,yes,-1.7011719,-3.3027344,1.6015624999999998
meta-llama/Meta-Llama-3-70B,In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,0,S,no,-1.8798828,-2.0683594,0.18847659999999977
meta-llama/Meta-Llama-3-70B,In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,0,J,yes,-1.859375,-2.03125,0.171875
meta-llama/Meta-Llama-3-70B,"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,0,S,no,-3.0546875,-1.4462891,-1.6083984
meta-llama/Meta-Llama-3-70B,"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,0,J,yes,-1.8310547,-2.1894531,0.35839840000000023
meta-llama/Meta-Llama-3-70B,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,0,E,no,-3.0351562,-1.5048828,-1.5302733999999998
meta-llama/Meta-Llama-3-70B,"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,0,S,yes,-1.8447266,-2.0,0.1552734
meta-llama/Meta-Llama-3-70B,"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,0,J,yes,-2.1015625,-1.9775391,-0.1240234
meta-llama/Meta-Llama-3-70B,It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,0,E,yes,-1.3652344,-3.4980469,2.1328125
meta-llama/Meta-Llama-3-70B,"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,0,J,yes,-1.6757812,-2.8632812,1.1874999999999998
meta-llama/Meta-Llama-3-70B,"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,0,S,yes,-1.6455078,-2.7695312,1.1240233999999998
meta-llama/Meta-Llama-3-70B,It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,0,J,no,-1.9306641,-2.1660156,0.23535150000000016
meta-llama/Meta-Llama-3-70B,It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,0,S,no,-2.4199219,-1.7099609,-0.7099609999999998
meta-llama/Meta-Llama-3-70B,It's hard to admit when one is wrong.,Most people don't mind being wrong.,0,E,no,-2.8691406,-2.2050781,-0.6640625
meta-llama/Meta-Llama-3-70B,"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,0,S,no,-2.5,-1.8369141,-0.6630859
meta-llama/Meta-Llama-3-70B,"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,0,J,yes,-1.984375,-2.34375,0.359375
meta-llama/Meta-Llama-3-70B,It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,0,S,yes,-1.7529297,-3.1445312,1.3916015
meta-llama/Meta-Llama-3-70B,It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,0,J,no,-1.6689453,-2.6464844,0.9775390999999998
meta-llama/Meta-Llama-3-70B,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,0,S,yes,-1.1259766,-3.8203125,2.6943359
meta-llama/Meta-Llama-3-70B,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,0,J,no,-2.671875,-1.6728516,-0.9990234
meta-llama/Meta-Llama-3-70B,"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,0,J,yes,-1.5820312,-2.6445312,1.0624999999999998
meta-llama/Meta-Llama-3-70B,"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,0,S,yes,-1.5029297,-3.1054688,1.6025391000000002
meta-llama/Meta-Llama-3-70B,Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",0,J,no,-1.9335938,-2.1054688,0.17187500000000022
meta-llama/Meta-Llama-3-70B,Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,0,S,no,-2.4550781,-1.8457031,-0.6093750000000002
meta-llama/Meta-Llama-3-70B,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,0,J,no,-2.5234375,-1.5537109,-0.9697266
meta-llama/Meta-Llama-3-70B,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,0,S,yes,-1.5820312,-2.9804688,1.3984376
meta-llama/Meta-Llama-3-70B,"Many things run in families, especially noses.",People often catch colds from other family members.,0,J,yes,-2.7109375,-1.75,-0.9609375
meta-llama/Meta-Llama-3-70B,"Many things run in families, especially strength.",Muscle power comes only from exercise.,0,S,no,-2.5390625,-1.71875,-0.8203125
meta-llama/Meta-Llama-3-70B,Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,0,S,yes,-1.3330078,-3.6445312,2.3115233999999996
meta-llama/Meta-Llama-3-70B,Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,0,J,yes,-2.0117188,-2.2695312,0.2578123999999997
meta-llama/Meta-Llama-3-70B,Most cats see very well at night.,Cats see well in the dark.,0,E,yes,-1.1806641,-3.9453125,2.7646484
meta-llama/Meta-Llama-3-70B,Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,0,S,yes,-2.296875,-2.1953125,-0.1015625
meta-llama/Meta-Llama-3-70B,Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,0,J,yes,-2.2128906,-2.0410156,-0.171875
meta-llama/Meta-Llama-3-70B,Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,0,E,yes,-1.3212891,-3.5019531,2.180664
