sentence,answer,model,condition,correct,cosine_similarity,n_params
"All roads lead to Rome, and all detours lead to somewhere.",Detours never go anywhere.,bert-large-uncased,S,no,0.8594924211502075,335141888
All the plates were garnished with little sprigs of parsley.,Each plate had some parsley on it.,bert-large-uncased,E,yes,0.8149139881134033,335141888
Another thing a small boy is constantly outgrowing is his allowance.,Kids always want more money.,bert-large-uncased,J,yes,0.803704023361206,335141888
Another thing a small boy is constantly outgrowing is his underwear.,Boys need new clothes often.,bert-large-uncased,S,yes,0.7793735265731812,335141888
Another thing that has developed by leaps and bounds is the modern dance.,Dancing has changed a lot over the years.,bert-large-uncased,J,yes,0.49408888816833496,335141888
Another thing that has developed by leaps and bounds is the modern science.,Science has progressed at a snail's pace.,bert-large-uncased,S,no,0.7026883959770203,335141888
Arguments between couples are healthy; sometimes they even prevent breakups.,It's okay for couples to argue sometimes.,bert-large-uncased,S,yes,0.7262916564941406,335141888
Arguments between couples are healthy; sometimes they even prevent marriage.,Marriage is a wonderful thing.,bert-large-uncased,J,no,0.594824492931366,335141888
Autobiography is an unrivaled vehicle for telling the truth about others.,Writing an autobiography can unmask your true self.,bert-large-uncased,J,no,0.8810878396034241,335141888
Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,bert-large-uncased,S,no,0.7808763980865479,335141888
Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,bert-large-uncased,E,yes,0.8566901683807373,335141888
"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,bert-large-uncased,E,no,0.7666082978248596,335141888
"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,bert-large-uncased,E,yes,0.7167923450469971,335141888
Bill jumped in the lake and made a big splash.,Bill went for a swim.,bert-large-uncased,E,yes,0.7853031158447266,335141888
"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,bert-large-uncased,J,no,0.7110388875007629,335141888
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,bert-large-uncased,S,no,0.8192895650863647,335141888
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,bert-large-uncased,J,yes,0.7021291255950928,335141888
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,bert-large-uncased,S,yes,0.7117707133293152,335141888
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,bert-large-uncased,J,yes,0.4889242947101593,335141888
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,bert-large-uncased,S,yes,0.8617956042289734,335141888
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,bert-large-uncased,J,no,0.8795022368431091,335141888
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,bert-large-uncased,S,no,0.8467159271240234,335141888
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,bert-large-uncased,J,yes,0.7573474049568176,335141888
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,bert-large-uncased,S,yes,0.7644617557525635,335141888
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,bert-large-uncased,E,yes,0.8457815647125244,335141888
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,bert-large-uncased,E,yes,0.7634574770927429,335141888
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,bert-large-uncased,E,yes,0.3445766568183899,335141888
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,bert-large-uncased,E,yes,0.9337824583053589,335141888
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,bert-large-uncased,S,no,0.8560373187065125,335141888
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,bert-large-uncased,J,yes,0.791926383972168,335141888
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,bert-large-uncased,S,no,0.574578046798706,335141888
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,bert-large-uncased,J,yes,0.6322121620178223,335141888
"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,bert-large-uncased,E,yes,0.7237546443939209,335141888
"Figures don't lie, except on the beaches.",People lie in the sand.,bert-large-uncased,J,yes,0.6622826457023621,335141888
"Figures don't lie, except on the page.",Statistics are completely reliable.,bert-large-uncased,S,no,0.537326991558075,335141888
"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,bert-large-uncased,J,no,0.7495650053024292,335141888
"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,bert-large-uncased,S,yes,0.7242296934127808,335141888
"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,bert-large-uncased,E,yes,0.6240549087524414,335141888
For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,bert-large-uncased,E,yes,0.783484697341919,335141888
"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,bert-large-uncased,J,yes,0.6233845949172974,335141888
"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,bert-large-uncased,S,no,0.5953222513198853,335141888
Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,bert-large-uncased,E,yes,0.8622673153877258,335141888
Hal wrote her a love letter.,Hal didn't like her very much.,bert-large-uncased,E,no,0.5665026307106018,335141888
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,bert-large-uncased,S,yes,0.752126932144165,335141888
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,bert-large-uncased,J,no,0.6846122741699219,335141888
He drank so much that he eventually became a beverage.,He gave up drinking.,bert-large-uncased,J,no,0.3215949535369873,335141888
He drank so much that he eventually became a lush.,He became an alcoholic.,bert-large-uncased,S,yes,0.8625845909118652,335141888
He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,bert-large-uncased,J,no,0.8250758051872253,335141888
He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,bert-large-uncased,S,yes,0.6993762850761414,335141888
He hung her coat in the closet.,She had been wearing a coat.,bert-large-uncased,E,yes,0.6178128719329834,335141888
He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,bert-large-uncased,J,yes,0.8035986423492432,335141888
He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,bert-large-uncased,S,no,0.6338847875595093,335141888
"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,bert-large-uncased,J,no,0.43951162695884705,335141888
"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,bert-large-uncased,S,no,0.871466875076294,335141888
He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,bert-large-uncased,J,yes,0.8029325008392334,335141888
He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,bert-large-uncased,S,no,0.7781546115875244,335141888
"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,bert-large-uncased,J,no,0.8302263617515564,335141888
"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,bert-large-uncased,S,no,0.6817752122879028,335141888
He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,bert-large-uncased,J,no,0.8346725702285767,335141888
He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,bert-large-uncased,S,yes,0.6699337959289551,335141888
He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,bert-large-uncased,E,yes,0.7751002311706543,335141888
"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,bert-large-uncased,E,no,0.7016233205795288,335141888
"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,bert-large-uncased,J,yes,0.7163460850715637,335141888
"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,bert-large-uncased,S,no,0.5922083854675293,335141888
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,bert-large-uncased,J,no,0.659110963344574,335141888
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,bert-large-uncased,S,yes,0.6944335699081421,335141888
"He told me he's not broke, just badly bent.",He's doing quite well.,bert-large-uncased,J,no,0.6863953471183777,335141888
"He told me he's not broke, just badly off.",He has lots of money.,bert-large-uncased,S,no,0.6527847647666931,335141888
He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,bert-large-uncased,J,no,0.7491486072540283,335141888
He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,bert-large-uncased,S,yes,0.6976639032363892,335141888
He wondered if the storm had done much damage.,It had been a terrible storm.,bert-large-uncased,E,yes,0.6723860502243042,335141888
"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,bert-large-uncased,J,no,0.7731726169586182,335141888
"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,bert-large-uncased,S,no,0.7295826077461243,335141888
He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,bert-large-uncased,J,yes,0.6808384656906128,335141888
He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,bert-large-uncased,S,yes,0.8330927491188049,335141888
Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,bert-large-uncased,J,no,0.8394959568977356,335141888
Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,bert-large-uncased,S,yes,0.7219603061676025,335141888
His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,bert-large-uncased,S,yes,0.7189793586730957,335141888
His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,bert-large-uncased,J,no,0.6262399554252625,335141888
His job was to keep the sidewalk clean.,He was a doctor.,bert-large-uncased,E,no,0.7573248744010925,335141888
His sandwich came with chips and a dill pickle.,He was about to eat.,bert-large-uncased,E,yes,0.6770617961883545,335141888
His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,bert-large-uncased,J,yes,0.7140231132507324,335141888
His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,bert-large-uncased,S,yes,0.49667319655418396,335141888
"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",bert-large-uncased,S,no,0.8080514669418335,335141888
"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,bert-large-uncased,J,yes,0.8785250782966614,335141888
"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,bert-large-uncased,J,yes,0.6662623882293701,335141888
"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,bert-large-uncased,S,no,0.719275951385498,335141888
"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,bert-large-uncased,J,yes,0.7779707908630371,335141888
"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,bert-large-uncased,S,no,0.8565297722816467,335141888
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,bert-large-uncased,J,yes,0.7338096499443054,335141888
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,bert-large-uncased,S,no,0.7546467185020447,335141888
"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,bert-large-uncased,J,no,0.63668292760849,335141888
"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,bert-large-uncased,S,no,0.8545205593109131,335141888
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,bert-large-uncased,S,yes,0.707190752029419,335141888
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,bert-large-uncased,J,no,0.7252470254898071,335141888
"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,bert-large-uncased,S,yes,0.7617530822753906,335141888
"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,bert-large-uncased,J,yes,0.696121871471405,335141888
"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,bert-large-uncased,J,yes,0.7535719871520996,335141888
"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,bert-large-uncased,S,yes,0.6475367546081543,335141888
I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,bert-large-uncased,J,no,0.716823935508728,335141888
I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,bert-large-uncased,S,no,0.7777544260025024,335141888
I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,bert-large-uncased,J,yes,0.7178908586502075,335141888
I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,bert-large-uncased,S,yes,0.662656307220459,335141888
"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,bert-large-uncased,J,yes,0.7132165431976318,335141888
"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,bert-large-uncased,S,yes,0.7118757963180542,335141888
I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,bert-large-uncased,S,yes,0.737953245639801,335141888
I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,bert-large-uncased,J,yes,0.6827239394187927,335141888
"I've got Parkinson's disease, and he's got gout.",We have the same disease.,bert-large-uncased,S,no,0.816374659538269,335141888
"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,bert-large-uncased,J,no,0.6787609457969666,335141888
"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,bert-large-uncased,J,yes,0.7675175666809082,335141888
"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,bert-large-uncased,S,yes,0.8025973439216614,335141888
"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,bert-large-uncased,J,yes,0.7261043787002563,335141888
"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,bert-large-uncased,S,yes,0.8430809378623962,335141888
In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,bert-large-uncased,S,no,0.7818260192871094,335141888
In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,bert-large-uncased,J,yes,0.7781563997268677,335141888
"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,bert-large-uncased,S,no,0.9439459443092346,335141888
"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,bert-large-uncased,J,yes,0.6243312358856201,335141888
"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,bert-large-uncased,E,no,0.6107426285743713,335141888
"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,bert-large-uncased,S,yes,0.5610395073890686,335141888
"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,bert-large-uncased,J,yes,0.6206904053688049,335141888
It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,bert-large-uncased,E,yes,0.7120144963264465,335141888
"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,bert-large-uncased,J,yes,0.8554458618164062,335141888
"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,bert-large-uncased,S,yes,0.7532484531402588,335141888
It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,bert-large-uncased,J,no,0.7312074303627014,335141888
It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,bert-large-uncased,S,no,0.8248855471611023,335141888
It's hard to admit when one is wrong.,Most people don't mind being wrong.,bert-large-uncased,E,no,0.7901709079742432,335141888
"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,bert-large-uncased,S,no,0.7465204000473022,335141888
"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,bert-large-uncased,J,yes,0.7387866973876953,335141888
It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,bert-large-uncased,S,yes,0.7611149549484253,335141888
It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,bert-large-uncased,J,no,0.8910403847694397,335141888
Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,bert-large-uncased,S,yes,0.4383429288864136,335141888
Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,bert-large-uncased,J,no,0.5236572623252869,335141888
"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,bert-large-uncased,J,yes,0.754933774471283,335141888
"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,bert-large-uncased,S,yes,0.735493540763855,335141888
Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",bert-large-uncased,J,no,0.9162045121192932,335141888
Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,bert-large-uncased,S,no,0.7745465636253357,335141888
Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,bert-large-uncased,J,no,0.7137987613677979,335141888
Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,bert-large-uncased,S,yes,0.7595692276954651,335141888
"Many things run in families, especially noses.",People often catch colds from other family members.,bert-large-uncased,J,yes,0.7076941132545471,335141888
"Many things run in families, especially strength.",Muscle power comes only from exercise.,bert-large-uncased,S,no,0.8070492744445801,335141888
Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,bert-large-uncased,S,yes,0.5775279998779297,335141888
Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,bert-large-uncased,J,yes,0.725854218006134,335141888
Most cats see very well at night.,Cats see well in the dark.,bert-large-uncased,E,yes,0.7612961530685425,335141888
Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,bert-large-uncased,S,yes,0.856897234916687,335141888
Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,bert-large-uncased,J,yes,0.7991821765899658,335141888
Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,bert-large-uncased,E,yes,0.7226489186286926,335141888
My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,bert-large-uncased,J,no,0.7650501132011414,335141888
My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,bert-large-uncased,S,yes,0.8181297779083252,335141888
My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,bert-large-uncased,S,no,0.8162814378738403,335141888
My church welcomes all denominations but prefers twenties.,My church wants money.,bert-large-uncased,J,yes,0.7984593510627747,335141888
My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,bert-large-uncased,J,yes,0.7717050313949585,335141888
My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,bert-large-uncased,S,yes,0.7051812410354614,335141888
My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,bert-large-uncased,J,no,0.7332937717437744,335141888
My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,bert-large-uncased,S,yes,0.8412843942642212,335141888
"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,bert-large-uncased,S,yes,0.6777558326721191,335141888
"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",bert-large-uncased,J,yes,0.7565723061561584,335141888
My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,bert-large-uncased,S,no,0.7391161918640137,335141888
My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,bert-large-uncased,J,yes,0.7746205925941467,335141888
"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,bert-large-uncased,S,yes,0.8940376043319702,335141888
"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,bert-large-uncased,J,yes,0.6402700543403625,335141888
No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,bert-large-uncased,J,yes,0.7599676251411438,335141888
No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,bert-large-uncased,S,no,0.806249737739563,335141888
None of his books made any sense.,His books were hard to understand.,bert-large-uncased,E,yes,0.7954269647598267,335141888
Nothing ages a woman faster than hardships.,A difficult life can make you look old.,bert-large-uncased,S,yes,0.7520898580551147,335141888
Nothing ages a woman faster than identification.,Many women lie about their age.,bert-large-uncased,J,yes,0.5547412037849426,335141888
Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,bert-large-uncased,J,yes,0.8028873205184937,335141888
Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,bert-large-uncased,S,yes,0.8478316068649292,335141888
Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,bert-large-uncased,J,yes,0.8564844131469727,335141888
Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,bert-large-uncased,S,no,0.8032705783843994,335141888
"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,bert-large-uncased,S,no,0.6760433316230774,335141888
"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,bert-large-uncased,J,no,0.6645535826683044,335141888
"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,bert-large-uncased,S,no,0.8587989807128906,335141888
"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,bert-large-uncased,J,no,0.8548380732536316,335141888
One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",bert-large-uncased,J,no,0.693731427192688,335141888
One good turn gets most of the profit.,Doing something good can earn you money.,bert-large-uncased,S,yes,0.7803465127944946,335141888
One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,bert-large-uncased,S,no,0.6682504415512085,335141888
One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,bert-large-uncased,J,yes,0.7261621952056885,335141888
One person who sure makes a long story short is my aunt.,My aunt talks a lot.,bert-large-uncased,S,no,0.6044595837593079,335141888
One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,bert-large-uncased,J,yes,0.6569569706916809,335141888
One thing that makes the world go round is detours.,Detours make people go around.,bert-large-uncased,J,yes,0.7236205339431763,335141888
One thing that makes the world go round is greed.,Most people don't care about money.,bert-large-uncased,S,no,0.767217218875885,335141888
One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,bert-large-uncased,S,yes,0.8685840368270874,335141888
One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,bert-large-uncased,J,no,0.7906084656715393,335141888
Our new green car blocked the narrow driveway.,The car was parked in the garage.,bert-large-uncased,E,no,0.8327450752258301,335141888
Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,bert-large-uncased,J,no,0.6169294118881226,335141888
Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,bert-large-uncased,S,yes,0.7325319647789001,335141888
"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,bert-large-uncased,S,yes,0.8691741824150085,335141888
"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,bert-large-uncased,J,yes,0.866799533367157,335141888
Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,bert-large-uncased,E,no,0.623388946056366,335141888
Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,bert-large-uncased,S,no,0.8697618842124939,335141888
Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,bert-large-uncased,J,no,0.9158685803413391,335141888
Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",bert-large-uncased,S,no,0.6990892887115479,335141888
Save the whales; start a collection.,It's important to protect endangered species in the wild.,bert-large-uncased,J,no,0.7323266267776489,335141888
She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,bert-large-uncased,J,no,0.624339759349823,335141888
She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,bert-large-uncased,S,no,0.790931224822998,335141888
"She asked what state he was born in, and he said in the East.",He was a native Californian.,bert-large-uncased,S,no,0.5609445571899414,335141888
"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,bert-large-uncased,J,no,0.6737889647483826,335141888
She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,bert-large-uncased,E,no,0.7839334011077881,335141888
She called her husband at his office.,Her husband worked at home.,bert-large-uncased,E,no,0.43533089756965637,335141888
"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,bert-large-uncased,S,yes,0.8444646000862122,335141888
"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,bert-large-uncased,J,no,0.7325894832611084,335141888
She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,bert-large-uncased,J,no,0.6343165636062622,335141888
