sentence,answer,model,condition,correct,cosine_similarity,n_params
"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,bert-base-cased,S,no,0.9744141101837158,108310272
"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,bert-base-cased,J,yes,0.973304271697998,108310272
"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,bert-base-cased,S,yes,0.9593303203582764,108310272
Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,bert-base-cased,J,yes,0.945462167263031,108310272
Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,bert-base-cased,S,yes,0.964949369430542,108310272
"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,bert-base-cased,J,no,0.9438952207565308,108310272
"Congress taxes our income, our property, and our purchases.",There are very few taxes.,bert-base-cased,S,no,0.9526786804199219,108310272
"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,bert-base-cased,J,yes,0.9624211192131042,108310272
"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,bert-base-cased,S,yes,0.9781904220581055,108310272
Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,bert-base-cased,E,yes,0.9825445413589478,108310272
"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,bert-base-cased,E,yes,0.9532604813575745,108310272
Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,bert-base-cased,E,yes,0.956143856048584,108310272
Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,bert-base-cased,E,yes,0.9689605236053467,108310272
"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,bert-base-cased,S,no,0.9730300903320312,108310272
"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,bert-base-cased,J,yes,0.9750578999519348,108310272
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,bert-base-cased,S,no,0.9407138228416443,108310272
Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,bert-base-cased,J,yes,0.9356479644775391,108310272
"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,bert-base-cased,E,yes,0.9677286744117737,108310272
"Figures don't lie, except on the beaches.",People lie in the sand.,bert-base-cased,J,yes,0.9730644822120667,108310272
"Figures don't lie, except on the page.",Statistics are completely reliable.,bert-base-cased,S,no,0.9591182470321655,108310272
"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,bert-base-cased,J,no,0.9675872325897217,108310272
"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,bert-base-cased,S,yes,0.964168906211853,108310272
"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,bert-base-cased,E,yes,0.9778497815132141,108310272
For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,bert-base-cased,E,yes,0.9810055494308472,108310272
"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,bert-base-cased,J,yes,0.9674484729766846,108310272
"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,bert-base-cased,S,no,0.9612253308296204,108310272
Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,bert-base-cased,E,yes,0.9623353481292725,108310272
Hal wrote her a love letter.,Hal didn't like her very much.,bert-base-cased,E,no,0.9241784811019897,108310272
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,bert-base-cased,S,yes,0.9656320810317993,108310272
"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,bert-base-cased,J,no,0.96014404296875,108310272
He drank so much that he eventually became a beverage.,He gave up drinking.,bert-base-cased,J,no,0.9701603651046753,108310272
He drank so much that he eventually became a lush.,He became an alcoholic.,bert-base-cased,S,yes,0.961006760597229,108310272
He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,bert-base-cased,J,no,0.9798967242240906,108310272
He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,bert-base-cased,S,yes,0.9370700716972351,108310272
He hung her coat in the closet.,She had been wearing a coat.,bert-base-cased,E,yes,0.9519228339195251,108310272
He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,bert-base-cased,J,yes,0.9688696265220642,108310272
He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,bert-base-cased,S,no,0.9648532271385193,108310272
"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,bert-base-cased,J,no,0.9486283659934998,108310272
"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,bert-base-cased,S,no,0.9772030711174011,108310272
He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,bert-base-cased,J,yes,0.9635769128799438,108310272
He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,bert-base-cased,S,no,0.9625197649002075,108310272
"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,bert-base-cased,J,no,0.9713916182518005,108310272
"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,bert-base-cased,S,no,0.9675582051277161,108310272
He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,bert-base-cased,J,no,0.9802493453025818,108310272
He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,bert-base-cased,S,yes,0.962365984916687,108310272
He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,bert-base-cased,E,yes,0.9745780825614929,108310272
"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,bert-base-cased,E,no,0.965893566608429,108310272
"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,bert-base-cased,J,yes,0.948357105255127,108310272
"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,bert-base-cased,S,no,0.9456323385238647,108310272
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,bert-base-cased,J,no,0.9620340466499329,108310272
"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,bert-base-cased,S,yes,0.9582176208496094,108310272
"He told me he's not broke, just badly bent.",He's doing quite well.,bert-base-cased,J,no,0.9685508608818054,108310272
"He told me he's not broke, just badly off.",He has lots of money.,bert-base-cased,S,no,0.9543611407279968,108310272
He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,bert-base-cased,J,no,0.9523285627365112,108310272
He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,bert-base-cased,S,yes,0.9537642002105713,108310272
He wondered if the storm had done much damage.,It had been a terrible storm.,bert-base-cased,E,yes,0.969598650932312,108310272
"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,bert-base-cased,J,no,0.9546449184417725,108310272
"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,bert-base-cased,S,no,0.9463720321655273,108310272
He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,bert-base-cased,J,yes,0.972657322883606,108310272
He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,bert-base-cased,S,yes,0.9812034368515015,108310272
Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,bert-base-cased,J,no,0.9581858515739441,108310272
Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,bert-base-cased,S,yes,0.945958137512207,108310272
His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,bert-base-cased,S,yes,0.940551221370697,108310272
His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,bert-base-cased,J,no,0.9418398141860962,108310272
His job was to keep the sidewalk clean.,He was a doctor.,bert-base-cased,E,no,0.9642595052719116,108310272
His sandwich came with chips and a dill pickle.,He was about to eat.,bert-base-cased,E,yes,0.9430140852928162,108310272
His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,bert-base-cased,J,yes,0.9409753084182739,108310272
His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,bert-base-cased,S,yes,0.9258154630661011,108310272
"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",bert-base-cased,S,no,0.9684911966323853,108310272
"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,bert-base-cased,J,yes,0.9714778661727905,108310272
"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,bert-base-cased,J,yes,0.9788241982460022,108310272
"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,bert-base-cased,S,no,0.9722496271133423,108310272
"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,bert-base-cased,J,yes,0.9581701755523682,108310272
"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,bert-base-cased,S,no,0.971265435218811,108310272
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,bert-base-cased,J,yes,0.9472766518592834,108310272
"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,bert-base-cased,S,no,0.9736705422401428,108310272
"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,bert-base-cased,J,no,0.960460901260376,108310272
"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,bert-base-cased,S,no,0.9823368191719055,108310272
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,bert-base-cased,S,yes,0.9665999412536621,108310272
"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,bert-base-cased,J,no,0.9616151452064514,108310272
"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,bert-base-cased,S,yes,0.9865090250968933,108310272
"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,bert-base-cased,J,yes,0.9698830246925354,108310272
"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,bert-base-cased,J,yes,0.9536963701248169,108310272
"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,bert-base-cased,S,yes,0.9712764024734497,108310272
I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,bert-base-cased,J,no,0.9719245433807373,108310272
I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,bert-base-cased,S,no,0.9752596616744995,108310272
I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,bert-base-cased,J,yes,0.955035388469696,108310272
I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,bert-base-cased,S,yes,0.9437727928161621,108310272
"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,bert-base-cased,J,yes,0.9702743887901306,108310272
"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,bert-base-cased,S,yes,0.9735025763511658,108310272
I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,bert-base-cased,S,yes,0.9756151437759399,108310272
I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,bert-base-cased,J,yes,0.975710928440094,108310272
"I've got Parkinson's disease, and he's got gout.",We have the same disease.,bert-base-cased,S,no,0.964959442615509,108310272
"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,bert-base-cased,J,no,0.9642195105552673,108310272
"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,bert-base-cased,J,yes,0.9634027481079102,108310272
"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,bert-base-cased,S,yes,0.9614450931549072,108310272
"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,bert-base-cased,J,yes,0.9470533728599548,108310272
"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,bert-base-cased,S,yes,0.9797981381416321,108310272
In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,bert-base-cased,S,no,0.9604433178901672,108310272
In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,bert-base-cased,J,yes,0.9517961740493774,108310272
"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,bert-base-cased,S,no,0.9747508764266968,108310272
"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,bert-base-cased,J,yes,0.9592682719230652,108310272
"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,bert-base-cased,E,no,0.966027557849884,108310272
"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,bert-base-cased,S,yes,0.9704047441482544,108310272
"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,bert-base-cased,J,yes,0.9632359743118286,108310272
It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,bert-base-cased,E,yes,0.9642394781112671,108310272
"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,bert-base-cased,J,yes,0.9700929522514343,108310272
"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,bert-base-cased,S,yes,0.958565890789032,108310272
It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,bert-base-cased,J,no,0.9793888330459595,108310272
It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,bert-base-cased,S,no,0.9788075685501099,108310272
It's hard to admit when one is wrong.,Most people don't mind being wrong.,bert-base-cased,E,no,0.9798411726951599,108310272
"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,bert-base-cased,S,no,0.9891210794448853,108310272
"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,bert-base-cased,J,yes,0.9778980016708374,108310272
It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,bert-base-cased,S,yes,0.9764159917831421,108310272
It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,bert-base-cased,J,no,0.9852016568183899,108310272
Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,bert-base-cased,S,yes,0.9606934785842896,108310272
Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,bert-base-cased,J,no,0.9616272449493408,108310272
"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,bert-base-cased,J,yes,0.932491660118103,108310272
"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,bert-base-cased,S,yes,0.9616042375564575,108310272
Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",bert-base-cased,J,no,0.9769680500030518,108310272
Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,bert-base-cased,S,no,0.952264666557312,108310272
Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,bert-base-cased,J,no,0.9676733613014221,108310272
Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,bert-base-cased,S,yes,0.9730890393257141,108310272
"Many things run in families, especially noses.",People often catch colds from other family members.,bert-base-cased,J,yes,0.9595677852630615,108310272
"Many things run in families, especially strength.",Muscle power comes only from exercise.,bert-base-cased,S,no,0.958473801612854,108310272
Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,bert-base-cased,S,yes,0.9476861953735352,108310272
Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,bert-base-cased,J,yes,0.9695931673049927,108310272
Most cats see very well at night.,Cats see well in the dark.,bert-base-cased,E,yes,0.9816267490386963,108310272
Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,bert-base-cased,S,yes,0.9801509380340576,108310272
Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,bert-base-cased,J,yes,0.9801644682884216,108310272
Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,bert-base-cased,E,yes,0.9601729512214661,108310272
My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,bert-base-cased,J,no,0.9724254012107849,108310272
My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,bert-base-cased,S,yes,0.9693407416343689,108310272
My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,bert-base-cased,S,no,0.9698328971862793,108310272
My church welcomes all denominations but prefers twenties.,My church wants money.,bert-base-cased,J,yes,0.9626659154891968,108310272
My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,bert-base-cased,J,yes,0.9594298005104065,108310272
My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,bert-base-cased,S,yes,0.962867259979248,108310272
My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,bert-base-cased,J,no,0.9512319564819336,108310272
My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,bert-base-cased,S,yes,0.9756682515144348,108310272
"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,bert-base-cased,S,yes,0.9656869173049927,108310272
"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",bert-base-cased,J,yes,0.9750776886940002,108310272
My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,bert-base-cased,S,no,0.960490345954895,108310272
My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,bert-base-cased,J,yes,0.9679615497589111,108310272
"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,bert-base-cased,S,yes,0.9644054770469666,108310272
"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,bert-base-cased,J,yes,0.9541443586349487,108310272
No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,bert-base-cased,J,yes,0.9459586143493652,108310272
No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,bert-base-cased,S,no,0.9576881527900696,108310272
None of his books made any sense.,His books were hard to understand.,bert-base-cased,E,yes,0.9834271669387817,108310272
Nothing ages a woman faster than hardships.,A difficult life can make you look old.,bert-base-cased,S,yes,0.9760958552360535,108310272
Nothing ages a woman faster than identification.,Many women lie about their age.,bert-base-cased,J,yes,0.9494388103485107,108310272
Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,bert-base-cased,J,yes,0.9683898091316223,108310272
Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,bert-base-cased,S,yes,0.963356614112854,108310272
Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,bert-base-cased,J,yes,0.9705338478088379,108310272
Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,bert-base-cased,S,no,0.9549517035484314,108310272
"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,bert-base-cased,S,no,0.9474285840988159,108310272
"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,bert-base-cased,J,no,0.9604923725128174,108310272
"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,bert-base-cased,S,no,0.9770757555961609,108310272
"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,bert-base-cased,J,no,0.9789394736289978,108310272
One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",bert-base-cased,J,no,0.9620791673660278,108310272
One good turn gets most of the profit.,Doing something good can earn you money.,bert-base-cased,S,yes,0.9750912189483643,108310272
One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,bert-base-cased,S,no,0.9798981547355652,108310272
One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,bert-base-cased,J,yes,0.9763936996459961,108310272
One person who sure makes a long story short is my aunt.,My aunt talks a lot.,bert-base-cased,S,no,0.962610125541687,108310272
One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,bert-base-cased,J,yes,0.9691852927207947,108310272
One thing that makes the world go round is detours.,Detours make people go around.,bert-base-cased,J,yes,0.9719336032867432,108310272
One thing that makes the world go round is greed.,Most people don't care about money.,bert-base-cased,S,no,0.9733154773712158,108310272
One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,bert-base-cased,S,yes,0.9709401726722717,108310272
One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,bert-base-cased,J,no,0.9613507390022278,108310272
Our new green car blocked the narrow driveway.,The car was parked in the garage.,bert-base-cased,E,no,0.9770530462265015,108310272
Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,bert-base-cased,J,no,0.9438358545303345,108310272
Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,bert-base-cased,S,yes,0.9496160745620728,108310272
"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,bert-base-cased,S,yes,0.978020429611206,108310272
"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,bert-base-cased,J,yes,0.9772593975067139,108310272
Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,bert-base-cased,E,no,0.9703546762466431,108310272
Politicians who are as American as apple pie still want their rewards.,Patriotic politicians don't care about personal glory.,bert-base-cased,S,no,0.9647340178489685,108310272
Politicians who are as American as apple pie still want their slice.,Politicians are happy to do something for nothing.,bert-base-cased,J,no,0.9767084121704102,108310272
Save the whales; start a coalition.,"To save an endangered species, it's best to act alone.",bert-base-cased,S,no,0.9407641887664795,108310272
Save the whales; start a collection.,It's important to protect endangered species in the wild.,bert-base-cased,J,no,0.9464550018310547,108310272
She always told girls not to look for a husband but just to date bachelors.,It's better to date a married man.,bert-base-cased,J,no,0.9638945460319519,108310272
She always told girls not to look for a husband but just to date someone.,She thinks you should wait for the perfect man.,bert-base-cased,S,no,0.9676238298416138,108310272
"She asked what state he was born in, and he said in the East.",He was a native Californian.,bert-base-cased,S,no,0.946035623550415,108310272
"She asked what state he was born in, and he said in the nude.",He said he was born in the North.,bert-base-cased,J,no,0.9693020582199097,108310272
She bought her father a tasteful tie for his birthday.,She was giving her father a Christmas gift.,bert-base-cased,E,no,0.9666473865509033,108310272
She called her husband at his office.,Her husband worked at home.,bert-base-cased,E,no,0.9382599592208862,108310272
"She is so modest, she pulls down the shade to change her jacket.",She doesn't want people to see her change clothes.,bert-base-cased,S,yes,0.9657505750656128,108310272
"She is so modest, she pulls down the shade to change her mind.",She likes to show off in front of others.,bert-base-cased,J,no,0.9591700434684753,108310272
She puts something behind her ears to attract men; lately she's been using her ankles.,She's very prudish.,bert-base-cased,J,no,0.9644531011581421,108310272
She puts something behind her ears to attract men; lately she's been using her vanilla.,She wears vanilla as a perfume.,bert-base-cased,S,yes,0.9520295262336731,108310272
She read so much about the bad effects of cigarettes she decided to give up the habit.,She was going to quit smoking.,bert-base-cased,S,yes,0.9686261415481567,108310272
She read so much about the bad effects of cigarettes she decided to give up the reading.,She planned to quit smoking.,bert-base-cased,J,no,0.9799531698226929,108310272
