"ParticipantID","TrialNumber","Response","ReactionTime","Sentence","TargetWords","Surprisal","NumTokens","LastEventCode","StimType","CounterBalance","ComprehensionQuestion","CorrectAnswer","Match"
"5ef3fff5be34bd1aaa40adc1",11,"YES",1895.21699999404,"I asked the florist what I should give to my girlfriend, and he suggested his address","address",11.41269379,1,2090,"joke","1C","The florist would like to meet the girlfriend.","yes",1
"5ef3fff5be34bd1aaa40adc1",12,"YES",5146.88699998212,"For a great vacation, put the kids in the back seat, and take a freeway","freeway",15.28390735,1,4063,"straight","1C","A road trip can be a fun vacation.","yes",1
"5ef3fff5be34bd1aaa40adc1",13,"YES",1743.59999999404,"Except for not having a shell, slugs are a lot like snails","snails",9.906692973,2,6044,"expected","1C","Slugs and snails are similar.","yes",1
"5ef3fff5be34bd1aaa40adc1",14,"NO",1732.74999999403,"The only time my father ever raised a hand to his children was in self-defense","self-defense",11.78742342,3,2052,"joke","1C","My father beat his children a lot.","no",1
"5ef3fff5be34bd1aaa40adc1",15,"NO",1526.25199999999,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","The sun was shining.","no",1
"5ef3fff5be34bd1aaa40adc1",16,"NO",1773.719,"The first thing he does every morning is sit in the lotus position and meditate","meditate",10.47229586,2,5077,"expected","1C","He starts every day with coffee and the morning news.","no",1
"5ef3fff5be34bd1aaa40adc1",17,"YES",2946.88499998808,"One good turn gets most of the profit","profit",13.04880397,1,4155,"straight","1C","Doing something good can earn you money.","yes",1
"5ef3fff5be34bd1aaa40adc1",18,"YES",2683.226,"My mechanic couldn't fix my brakes, so he fixed my clutch","clutch",6.702864582,1,4139,"straight","1C","My clutch was also broken.","yes",1
"5ef3fff5be34bd1aaa40adc1",19,"NO",6591.70300000001,"This new computer works so quickly, it comes complete with ulcers","ulcers",25.7519383,2,2158,"joke","1C","The computer feels no stress.","no",1
"5ef3fff5be34bd1aaa40adc1",20,"YES",1812.13099999999,"Every introductory sailing class includes learning how to save a man drowning","drowning",12.81617883,1,6079,"expected","1C","Beginning sailing classes emphasize safety.","yes",1
"5ef3fff5be34bd1aaa40adc1",21,"NO",1056.88099999403,"This house comes with a lot of extras, mostly termites","termites",20.16627754,2,1134,"joke","1C","The house is free of bugs.","no",1
"5ef3fff5be34bd1aaa40adc1",22,"YES",2056.61299999405,"The penalty for dishonesty is the disgrace of dying unloved","unloved",20.48056234,2,3131,"straight","1C","People who lie don't have many friends.","yes",1
"5ef3fff5be34bd1aaa40adc1",23,"YES",1516.606,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress","dress",12.63234583,1,2009,"joke","1C","The woman notices what clothes people wear.","yes",1
"5ef3fff5be34bd1aaa40adc1",24,"NO",2319.05900000001,"The luggage handler seemed to take great delight in tossing the boxes marked fragile","fragile",20.32353991,1,5002,"expected","1C","The luggage handler was very careful.","no",1
"5ef3fff5be34bd1aaa40adc1",25,"NO",2241.08799999999,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers","careers",10.35007057,1,3035,"straight","1C","The divorce hadn't affected their work.","no",1
"5ef3fff5be34bd1aaa40adc1",26,"YES",2079.39199998212,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","The snow had melted.","yes",1
"5ef3fff5be34bd1aaa40adc1",27,"NO",1170.15499997616,"The children held their hands and formed a circle","circle",3.189006782,1,6028,"expected","1C","The children were watching television.","no",1
"5ef3fff5be34bd1aaa40adc1",28,"YES",2722.41299998807,"My wife did natural childbirth: no makeup","makeup",11.03922187,1,2054,"joke","1C","My wife didn't wear makeup when she had her baby.","yes",1
"5ef3fff5be34bd1aaa40adc1",29,"YES",744.10299998807,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","They arived late to the party.","yes",1
"5ef3fff5be34bd1aaa40adc1",30,"NO",2161.329,"When I asked how long I should cook the noodles, he said at least ten seconds","seconds",5.632028629,1,3001,"straight","1C","They had already eaten.","no",1
"5ef3fff5be34bd1aaa40adc1",31,"NO",2074.80099998211,"It's not hard to meet expenses; they're everywhere","everywhere",6.091085923,1,1114,"joke","1C","It's easy to pay the bills.","no",1
"5ef3fff5be34bd1aaa40adc1",32,"YES",928.766999988089,"We finally got a decent picture on the TV after an hour of adjusting the antenna","antenna",7.439998898,1,6039,"expected","1C","The TV had poor reception.","yes",1
"5ef3fff5be34bd1aaa40adc1",33,"NO",5536.54499997615,"Frequent naps prevent old age, especially when taken while relaxed","relaxed",12.08688853,1,3089,"straight","1C","It's best to nap when you are very stressed.","no",1
"5ef3fff5be34bd1aaa40adc1",34,"NO",1666.60000000001,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room","room",4.820401869,1,1034,"joke","1C","We can't afford the soup.","no",1
"5ef3fff5be34bd1aaa40adc1",35,"NO",1166.62,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread","thread",6.739739415,1,5014,"expected","1C","She planned to throw the dress away.","no",1
"5ef3fff5be34bd1aaa40adc1",36,"YES",829.607999988075,"Nothing in the known universe travels faster than gossip","gossip",18.66224037,1,2010,"joke","1C","Rumors get around quickly.","yes",1
"5ef3fff5be34bd1aaa40adc1",37,"YES",4233.16399999999,"Some babies are born to rule, while others are weak","weak",12.11343088,1,4093,"straight","1C","Power starts at an early age.","yes",1
"5ef3fff5be34bd1aaa40adc1",38,"NO",3741.204,"One person who sure makes a long story short is my aunt","aunt",8.373546002,1,3051,"straight","1C","My aunt talks a lot.","no",1
"5ef3fff5be34bd1aaa40adc1",39,"NO",1502.81899999405,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","They forgot the dog at home. ","no",1
"5ef3fff5be34bd1aaa40adc1",40,"NO",1760.19099999999,"There were over a hundred trees in the apple orchard","orchard",8.806346785,2,5046,"expected","1C","It was an extremely small orchard.","no",1
"5ef3fff5be34bd1aaa40adc1",41,"NO",4693.8009999881,"To pay for the car Al simply wrote a check","check",1.955601878,1,5006,"expected","1C","Al paid with a credit card.","no",1
"5ef3fff5be34bd1aaa40adc1",42,"NO",2038.32400000002,"Sunday is the day we bow our heads and putt","putt",25.02242179,2,1006,"joke","1C","We go to church on Sunday.","no",1
"5ef3fff5be34bd1aaa40adc1",43,"YES",1192.2849999821,"I hope this train stops at Grand Central because if it doesn't, there will be a delay","delay",7.932313067,1,4104,"straight","1C","I'm afraid I will fall behind schedule.","yes",1
"5ef3fff5be34bd1aaa40adc1",44,"NO",2327.98499998805,"He likes to make things around the house; this week it's the shelves","shelves",15.03289989,1,4137,"straight","1C","He isn't very good with his hands.","no",1
"5ef3fff5be34bd1aaa40adc1",45,"YES",874.593999999925,"Figures don't lie, except on the beaches","beaches",11.72183771,1,1132,"joke","1C","People lie in the sand.","yes",1
"5ef3fff5be34bd1aaa40adc1",46,"YES",1766.01099999406,"A good source of vitamin A is orange vegetables like carrots","carrots",3.896494472,1,6056,"expected","1C","Carrots contain vitamin A.","yes",1
"5ef3fff5be34bd1aaa40adc1",47,"YES",2338.56299998809,"They planned to dig a tunnel in order to escape","escape",5.659423589,1,6052,"expected","1C","They were being held prisoner.","yes",1
"5ef3fff5be34bd1aaa40adc1",48,"YES",2718.00099999405,"The difference between a dog and a fox is about five beers","beers",15.8569203,1,1148,"joke","1C","Drinking makes women appear more attractive.","yes",1
"5ef3fff5be34bd1aaa40adc1",49,"NO",1576.90699997614,"Parents support clubs for teenagers, especially when they lack other forms of punishment","punishment",10.69148973,1,1078,"joke","1C","Teenagers may need physical punishment.","yes",0
"5ef3fff5be34bd1aaa40adc1",50,"YES",1943.88499998808,"She read so much about the bad effects of cigarettes she decided to give up the habit","habit",0.946034523,1,4005,"straight","1C","She was going to quit smoking.","yes",1
"5ef3fff5be34bd1aaa40adc1",51,"NO",5033.13200000004,"The only person who sticks closer to you in adversity than a friend is a spouse","spouse",9.230727716,1,4149,"straight","1C","You just can't depend on a husband or wife.","no",1
"5ef3fff5be34bd1aaa40adc1",52,"NO",1537.63999997615,"The movers put the sofa on the bare floor","floor",2.526548159,1,5029,"expected","1C","The house was fully carpeted.","no",1
"5ef3fff5be34bd1aaa40adc1",53,"YES",3023.08399999997,"My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove","stove",8.858617358,1,4081,"straight","1C","He's a real handyman.","yes",1
"5ef3fff5be34bd1aaa40adc1",54,"YES",4088.43999999407,"Nothing you put in a banana split is as potentially fattening as the spoon","spoon",10.95940007,1,2030,"joke","1C","Eating banana splits can make you fat.","yes",1
"5ef3fff5be34bd1aaa40adc1",55,"NO",1520.91399999999,"The newspaper photo was so murky he couldn't figure out who it was until he read the caption","caption",5.303910534,1,5073,"expected","1C","He could see the person in the photo clearly.","no",1
"5ef3fff5be34bd1aaa40adc1",56,"YES",1152.35399999405,"Diamonds are produced by great pressure, usually provided by a piston","piston",8.91414506,1,4125,"straight","1C","Diamonds can be made by machine.","yes",1
"5ef3fff5be34bd1aaa40adc1",57,"YES",1105.52899998811,"Eva turned down the heat and left the sauce on the stove to simmer","simmer",5.457855614,1,6051,"expected","1C","Eva was cooking.","yes",1
"5ef3fff5be34bd1aaa40adc1",58,"NO",2289.15899997618,"I can walk on water, but I stagger on alcohol","alcohol",12.86157897,1,1064,"joke","1C","I can walk just fine even when I'm drunk.","no",1
"5ef3fff5be34bd1aaa40adc1",59,"YES",1338.94499998807,"Autumn is a good time to buy some new clothes","clothes",4.267297613,1,5061,"expected","1C","It's good to buy clothes before the winter.","yes",1
"5ef3fff5be34bd1aaa40adc1",60,"YES",3257.53399999405,"Good Friday commemorates the Last Supper that Jesus had with his twelve disciples","disciples",0.163229102,1,6076,"expected","1C","Good Friday is a religious holiday.","yes",1
"5ef3fff5be34bd1aaa40adc1",61,"NO",2191.58999997616,"A man who has lost ninety percent of his brain is called a zombie","zombie",8.596029964,1,4141,"straight","1C","A zombie still has an intact brain.","no",1
"5ef3fff5be34bd1aaa40adc1",62,"NO",3062.99899998808,"When we watch a sexy movie, my wife leans over and breathes on my glasses","glasses",13.04685843,1,1018,"joke","1C","She wants me to see the movie.","no",1
"5ef3fff5be34bd1aaa40adc1",63,"NO",1875.47299999406,"The woman who has her husband eating out of her hand must save a lot of dishwashing","dishwashing",18.54264171,2,1060,"joke","1C","The husband washes all the dishes.","no",1
"5ef3fff5be34bd1aaa40adc1",64,"NO",1175.946,"The wind was so strong it blew out three streetlights","streetlights",13.7549184,2,4092,"straight","1C","The storm didn't cause any damage.","no",1
"63d13be9767010f346aff7ab",1,"YES",2626.934,"Good Friday commemorates the Last Supper that Jesus had with his twelve disciples","disciples",0.163229102,1,6076,"expected","1C","Good Friday is a religious holiday.","yes",1
"63d13be9767010f346aff7ab",2,"NO",2517.2,"When we watch a sexy movie, my wife leans over and breathes on my glasses","glasses",13.04685843,1,1018,"joke","1C","She wants me to see the movie.","no",1
"63d13be9767010f346aff7ab",3,"NO",3978.832,"A man who has lost ninety percent of his brain is called a zombie","zombie",8.596029964,1,4141,"straight","1C","A zombie still has an intact brain.","no",1
"63d13be9767010f346aff7ab",4,"NO",2739.74399995232,"The woman who has her husband eating out of her hand must save a lot of dishwashing","dishwashing",18.54264171,2,1060,"joke","1C","The husband washes all the dishes.","no",1
"63d13be9767010f346aff7ab",5,"NO",1690.845,"The wind was so strong it blew out three streetlights","streetlights",13.7549184,2,4092,"straight","1C","The storm didn't cause any damage.","no",1
"63d13be9767010f346aff7ab",6,"YES",4339.959,"Autumn is a good time to buy some new clothes","clothes",4.267297613,1,5061,"expected","1C","It's good to buy clothes before the winter.","yes",1
"63d13be9767010f346aff7ab",7,"NO",3792.24,"Parents support clubs for teenagers, especially when they lack other forms of punishment","punishment",10.69148973,1,1078,"joke","1C","Teenagers may need physical punishment.","yes",0
"63d13be9767010f346aff7ab",8,"NO",3601.56600002384,"The difference between a dog and a fox is about five beers","beers",15.8569203,1,1148,"joke","1C","Drinking makes women appear more attractive.","yes",0
"63d13be9767010f346aff7ab",9,"YES",2779.63799997616,"She read so much about the bad effects of cigarettes she decided to give up the habit","habit",0.946034523,1,4005,"straight","1C","She was going to quit smoking.","yes",1
"63d13be9767010f346aff7ab",10,"NO",2603.06100004768,"The movers put the sofa on the bare floor","floor",2.526548159,1,5029,"expected","1C","The house was fully carpeted.","no",1
"63d13be9767010f346aff7ab",11,"NO",2991.751,"The only person who sticks closer to you in adversity than a friend is a spouse","spouse",9.230727716,1,4149,"straight","1C","You just can't depend on a husband or wife.","no",1
"63d13be9767010f346aff7ab",12,"YES",1525.071,"They planned to dig a tunnel in order to escape","escape",5.659423589,1,6052,"expected","1C","They were being held prisoner.","yes",1
"63d13be9767010f346aff7ab",13,"YES",4555.44399995232,"My wife did natural childbirth: no makeup","makeup",11.03922187,1,2054,"joke","1C","My wife didn't wear makeup when she had her baby.","yes",1
"63d13be9767010f346aff7ab",14,"NO",2206.83399995232,"Frequent naps prevent old age, especially when taken while relaxed","relaxed",12.08688853,1,3089,"straight","1C","It's best to nap when you are very stressed.","no",1
"63d13be9767010f346aff7ab",15,"YES",1352.38099999999,"We finally got a decent picture on the TV after an hour of adjusting the antenna","antenna",7.439998898,1,6039,"expected","1C","The TV had poor reception.","yes",1
"63d13be9767010f346aff7ab",16,"NO",1740.08000004769,"When I asked how long I should cook the noodles, he said at least ten seconds","seconds",5.632028629,1,3001,"straight","1C","They had already eaten.","no",1
"63d13be9767010f346aff7ab",17,"NO",3328.57099995231,"It's not hard to meet expenses; they're everywhere","everywhere",6.091085923,1,1114,"joke","1C","It's easy to pay the bills.","no",1
"63d13be9767010f346aff7ab",18,"YES",2750.29999995232,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","They arived late to the party.","yes",1
"63d13be9767010f346aff7ab",19,"NO",1689.69499995232,"The children held their hands and formed a circle","circle",3.189006782,1,6028,"expected","1C","The children were watching television.","no",1
"63d13be9767010f346aff7ab",20,"YES",1668.76100004769,"I hope this train stops at Grand Central because if it doesn't, there will be a delay","delay",7.932313067,1,4104,"straight","1C","I'm afraid I will fall behind schedule.","yes",1
"63d13be9767010f346aff7ab",21,"YES",3793.37200004769,"A good source of vitamin A is orange vegetables like carrots","carrots",3.896494472,1,6056,"expected","1C","Carrots contain vitamin A.","yes",1
"63d13be9767010f346aff7ab",22,"NO",1514.60000004768,"To pay for the car Al simply wrote a check","check",1.955601878,1,5006,"expected","1C","Al paid with a credit card.","no",1
"63d13be9767010f346aff7ab",23,"NO",2215.99700004769,"He likes to make things around the house; this week it's the shelves","shelves",15.03289989,1,4137,"straight","1C","He isn't very good with his hands.","no",1
"63d13be9767010f346aff7ab",24,"YES",3891.98199995232,"Figures don't lie, except on the beaches","beaches",11.72183771,1,1132,"joke","1C","People lie in the sand.","yes",1
"63d13be9767010f346aff7ab",25,"YES",2525.61800002385,"Sunday is the day we bow our heads and putt","putt",25.02242179,2,1006,"joke","1C","We go to church on Sunday.","no",0
"63d13be9767010f346aff7ab",26,"YES",7154.19500000001,"It's extraordinary what fine poker hand you get when you're playing bridge","bridge",17.02911973,1,1118,"joke","1C","You always get the best hand just when you need it.","no",0
"63d13be9767010f346aff7ab",27,"YES",2214.21799995232,"I asked the florist what I should give to my girlfriend, and he suggested his address","address",11.41269379,1,2090,"joke","1C","The florist would like to meet the girlfriend.","yes",1
"63d13be9767010f346aff7ab",28,"YES",4728.50199995231,"For a great vacation, put the kids in the back seat, and take a freeway","freeway",15.28390735,1,4063,"straight","1C","A road trip can be a fun vacation.","yes",1
"63d13be9767010f346aff7ab",29,"NO",1265.32000000001,"She was suddenly called back to New York and had to take a cab to the airport","airport",3.021786889,1,5033,"expected","1C","She was going to take a train.","no",1
"63d13be9767010f346aff7ab",30,"YES",1154.11499997615,"My doctor has never violated his oath: the oath he took years ago to become a practitioner","practitioner",11.97259273,1,4029,"straight","1C","My doctor is very honorable.","yes",1
"63d13be9767010f346aff7ab",31,"YES",1266.30300002385,"He spilled some of the quart of oil onto the engine because he didn't have a funnel","funnel",13.99511469,1,5041,"expected","1C","He was pouring oil into the car.","yes",1
"63d13be9767010f346aff7ab",32,"NO",2017.80400004768,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub","bathtub",9.085282771,2,2038,"joke","1C","The prisoner had been dirty and needed to be washed.","yes",0
"63d13be9767010f346aff7ab",33,"YES",1827.33100000001,"The whole town came to hear their mayor speak","speak",3.911737277,1,5025,"expected","1C","The people wanted to hear what the mayor would say.","yes",1
"63d13be9767010f346aff7ab",34,"YES",1416.62199997617,"Love has its benefits, and they are usually called alimony","alimony",18.88641237,2,1150,"joke","1C","Divorce can get you some money.","yes",1
"63d13be9767010f346aff7ab",35,"NO",1440.03800004767,"The policeman saw him throw the bottle out the window and gave him a ticket for littering","littering",9.591963528,2,5026,"expected","1C","He got a ticket for speeding.","no",1
"63d13be9767010f346aff7ab",36,"YES",1566.43400004768,"A thoughtful wife has pork chops ready when her husband comes home from working","working",8.0518802,1,3003,"straight","1C","A nice wife cooks dinner for her husband.","yes",1
"63d13be9767010f346aff7ab",37,"NO",1391.23000000001,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement","statement",8.74219597,1,4011,"straight","1C","He never hears from the company.","no",1
"63d13be9767010f346aff7ab",38,"NO",1889.61999995232,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread","thread",6.739739415,1,5014,"expected","1C","She planned to throw the dress away.","no",1
"63d13be9767010f346aff7ab",39,"NO",1456.11300002385,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","They forgot the dog at home. ","no",1
"63d13be9767010f346aff7ab",40,"NO",2354.52299997615,"There were over a hundred trees in the apple orchard","orchard",8.806346785,2,5046,"expected","1C","It was an extremely small orchard.","no",1
"63d13be9767010f346aff7ab",41,"YES",1350.54100002383,"Nothing in the known universe travels faster than gossip","gossip",18.66224037,1,2010,"joke","1C","Rumors get around quickly.","yes",1
"63d13be9767010f346aff7ab",42,"YES",1256.22700004769,"Some babies are born to rule, while others are weak","weak",12.11343088,1,4093,"straight","1C","Power starts at an early age.","yes",1
"63d13be9767010f346aff7ab",43,"NO",2028.14499997615,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room","room",4.820401869,1,1034,"joke","1C","We can't afford the soup.","no",1
"63d13be9767010f346aff7ab",44,"YES",1015.95500004769,"One person who sure makes a long story short is my aunt","aunt",8.373546002,1,3051,"straight","1C","My aunt talks a lot.","no",0
"63d13be9767010f346aff7ab",45,"NO",2564.76399997616,"This new computer works so quickly, it comes complete with ulcers","ulcers",25.7519383,2,2158,"joke","1C","The computer feels no stress.","no",1
"63d13be9767010f346aff7ab",46,"YES",1228.255,"Except for not having a shell, slugs are a lot like snails","snails",9.906692973,2,6044,"expected","1C","Slugs and snails are similar.","yes",1
"63d13be9767010f346aff7ab",47,"NO",1105.64200002383,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","The sun was shining.","no",1
"63d13be9767010f346aff7ab",48,"NO",2019.63200004768,"The only time my father ever raised a hand to his children was in self-defense","self-defense",11.78742342,3,2052,"joke","1C","My father beat his children a lot.","no",1
"63d13be9767010f346aff7ab",49,"NO",1704.15100000001,"The first thing he does every morning is sit in the lotus position and meditate","meditate",10.47229586,2,5077,"expected","1C","He starts every day with coffee and the morning news.","no",1
"63d13be9767010f346aff7ab",50,"YES",4165.16199997615,"One good turn gets most of the profit","profit",13.04880397,1,4155,"straight","1C","Doing something good can earn you money.","yes",1
"63d13be9767010f346aff7ab",51,"YES",8626.38399999999,"My mechanic couldn't fix my brakes, so he fixed my clutch","clutch",6.702864582,1,4139,"straight","1C","My clutch was also broken.","yes",1
"63d13be9767010f346aff7ab",52,"YES",1577.57999995234,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress","dress",12.63234583,1,2009,"joke","1C","The woman notices what clothes people wear.","yes",1
"63d13be9767010f346aff7ab",53,"NO",1340.08099995233,"The luggage handler seemed to take great delight in tossing the boxes marked fragile","fragile",20.32353991,1,5002,"expected","1C","The luggage handler was very careful.","no",1
"63d13be9767010f346aff7ab",54,"YES",2919.05300002382,"Every introductory sailing class includes learning how to save a man drowning","drowning",12.81617883,1,6079,"expected","1C","Beginning sailing classes emphasize safety.","yes",1
"63d13be9767010f346aff7ab",55,"NO",1529.179,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers","careers",10.35007057,1,3035,"straight","1C","The divorce hadn't affected their work.","no",1
"63d13be9767010f346aff7ab",56,"YES",666.076999976183,"This is an attention check so please select yes if you are paying attention.","",NA,NA,NA,"catch","1C","The snow had melted.","yes",1
"63d13be9767010f346aff7ab",57,"YES",4867.13900002383,"The penalty for dishonesty is the disgrace of dying unloved","unloved",20.48056234,2,3131,"straight","1C","People who lie don't have many friends.","yes",1
"63d13be9767010f346aff7ab",58,"NO",1426.98000004771,"This house comes with a lot of extras, mostly termites","termites",20.16627754,2,1134,"joke","1C","The house is free of bugs.","no",1
"63d13be9767010f346aff7ab",59,"NO",2741.08899997617,"I can walk on water, but I stagger on alcohol","alcohol",12.86157897,1,1064,"joke","1C","I can walk just fine even when I'm drunk.","no",1
"63d13be9767010f346aff7ab",60,"NO",1389.40200002387,"The newspaper photo was so murky he couldn't figure out who it was until he read the caption","caption",5.303910534,1,5073,"expected","1C","He could see the person in the photo clearly.","no",1
"63d13be9767010f346aff7ab",61,"YES",1026.89500002383,"My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove","stove",8.858617358,1,4081,"straight","1C","He's a real handyman.","yes",1
"63d13be9767010f346aff7ab",62,"NO",1625.7149999523,"Diamonds are produced by great pressure, usually provided by a piston","piston",8.91414506,1,4125,"straight","1C","Diamonds can be made by machine.","yes",0
"63d13be9767010f346aff7ab",63,"YES",1193.38199997618,"Eva turned down the heat and left the sauce on the stove to simmer","simmer",5.457855614,1,6051,"expected","1C","Eva was cooking.","yes",1
"63d13be9767010f346aff7ab",64,"YES",1390.60899997613,"Nothing you put in a banana split is as potentially fattening as the spoon","spoon",10.95940007,1,2030,"joke","1C","Eating banana splits can make you fat.","yes",1
"64a5e28179aa71f8f7d29e69",1,"NO",5541.83299985695,"There were over a hundred trees in the apple orchard","orchard",8.806346785,2,5046,"expected","1C","It was an extremely small orchard.","no",1
"64a5e28179aa71f8f7d29e69",2,"YES",13831.4339998093,"Some babies are born to rule, while others are weak","weak",12.11343088,1,4093,"straight","1C","Power starts at an early age.","yes",1
"64a5e28179aa71f8f7d29e69",3,"NO",923.211999952313,"This is an attention check so please select no if you are paying attention.","",NA,NA,NA,"catch","1C","They forgot the dog at home. ","no",1
"64a5e28179aa71f8f7d29e69",4,"YES",1889.56399995232,"Nothing in the known universe travels faster than gossip","gossip",18.66224037,1,2010,"joke","1C","Rumors get around quickly.","yes",1
"64a5e28179aa71f8f7d29e69",5,"NO",2478.95199980927,"After Olga tore her red dress, she went to the store for a needle and a spool of red thread","thread",6.739739415,1,5014,"expected","1C","She planned to throw the dress away.","no",1
"64a5e28179aa71f8f7d29e69",6,"NO",9856.857,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room","room",4.820401869,1,1034,"joke","1C","We can't afford the soup.","no",1
"64a5e28179aa71f8f7d29e69",7,"NO",13524.069,"One person who sure makes a long story short is my aunt","aunt",8.373546002,1,3051,"straight","1C","My aunt talks a lot.","no",1
"64a5e28179aa71f8f7d29e69",8,"YES",4441.61499990463,"Love has its benefits, and they are usually called alimony","alimony",18.88641237,2,1150,"joke","1C","Divorce can get you some money.","yes",1
"64a5e28179aa71f8f7d29e69",9,"NO",1635.193,"The policeman saw him throw the bottle out the window and gave him a ticket for littering","littering",9.591963528,2,5026,"expected","1C","He got a ticket for speeding.","no",1
"64a5e28179aa71f8f7d29e69",10,"YES",1917.55999995231,"A thoughtful wife has pork chops ready when her husband comes home from working","working",8.0518802,1,3003,"straight","1C","A nice wife cooks dinner for her husband.","yes",1
"64a5e28179aa71f8f7d29e69",11,"NO",6600.66899980926,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub","bathtub",9.085282771,2,2038,"joke","1C","The prisoner had been dirty and needed to be washed.","yes",0
"64a5e28179aa71f8f7d29e69",12,"NO",1727.25,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement","statement",8.74219597,1,4011,"straight","1C","He never hears from the company.","no",1
"64a5e28179aa71f8f7d29e69",13,"YES",2100.40099995231,"The whole town came to hear their mayor speak","speak",3.911737277,1,5025,"expected","1C","The people wanted to hear what the mayor would say.","yes",1
"64a5e28179aa71f8f7d29e69",14,"YES",5259.065,"Figures don't lie, except on the beaches","beaches",11.72183771,1,1132,"joke","1C","People lie in the sand.","yes",1
"64a5e28179aa71f8f7d29e69",15,"NO",2202.65099985694,"To pay for the car Al simply wrote a check","check",1.955601878,1,5006,"expected","1C","Al paid with a credit card.","no",1
"64a5e28179aa71f8f7d29e69",16,"YES",2005.95499990464,"A good source of vitamin A is orange vegetables like carrots","carrots",3.896494472,1,6056,"expected","1C","Carrots contain vitamin A.","yes",1
"64a5e28179aa71f8f7d29e69",17,"YES",2118.14299980926,"I hope this train stops at Grand Central because if it doesn't, there will be a delay","delay",7.932313067,1,4104,"straight","1C","I'm afraid I will fall behind schedule.","yes",1
"64a5e28179aa71f8f7d29e69",18,"NO",3138.48399985695,"Sunday is the day we bow our heads and putt","putt",25.02242179,2,1006,"joke","1C","We go to church on Sunday.","no",1
"64a5e28179aa71f8f7d29e69",19,"YES",1619.12399995231,"He likes to make things around the house; this week it's the shelves","shelves",15.03289989,1,4137,"straight","1C","He isn't very good with his hands.","no",0
