model,sentence,answer,condition,best_response,best_response_lp,entropy,is_joke
text-davinci-002,Bill jumped in the lake and made a big splash.,Bill went for a swim.,E,3,-0.26701134,0.5511916893970044,False
text-davinci-002,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,J,3,-0.7151486,0.8879638180029061,True
text-davinci-002,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,S,3,-0.7769219,0.9416976126542704,False
text-davinci-002,"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,J,5,-1.0260051,1.0605595017454421,True
text-davinci-002,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,S,3,-1.1034961,0.9494623744597942,False
text-davinci-002,Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,J,3,-0.7910667,0.6181406895125655,True
text-davinci-002,Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,S,3,-1.4408906,0.9329138121039476,False
text-davinci-002,"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,J,1,-1.0506095,1.0184565042034803,True
text-davinci-002,"Congress taxes our income, our property, and our purchases.",There are very few taxes.,S,1,-0.18582602,0.20179031312989026,False
text-davinci-002,"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,J,3,-0.94404083,0.8501877086358045,True
text-davinci-002,"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,S,1,-0.10160253,0.17061054556919464,False
text-davinci-002,Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,E,3,-1.2756139,1.0223084449240107,False
text-davinci-002,"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,E,3,-0.7798114,0.9709757167913953,False
text-davinci-002,Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,E,1,-0.1650751,0.17380459113157545,False
text-davinci-002,Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,E,3,-0.75674343,0.8760938239322495,False
text-davinci-002,"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,S,1,-0.13234876,0.22261309145705802,False
text-davinci-002,"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,J,3,-0.4816959,0.7472999183062886,True
text-davinci-002,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,S,3,-0.36442593,0.7283289339174319,False
text-davinci-002,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,J,3,-0.44071913,0.8586324646961917,True
text-davinci-002,"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,E,3,-1.0370563,1.0088099526171148,False
text-davinci-002,"Figures don't lie, except on the beaches.",People lie in the sand.,J,3,-0.6700512,0.8902304140150094,True
text-davinci-002,"Figures don't lie, except on the page.",Statistics are completely reliable.,S,3,-0.8724521,0.8754777472772629,False
text-davinci-002,"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,J,3,-1.0827664,1.1534812664201666,True
text-davinci-002,"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,S,3,-0.81197315,1.0936721472553206,False
text-davinci-002,"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,E,3,-0.87435335,1.0238108261203016,False
text-davinci-002,For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,E,1,-0.05839523,0.07864638392816248,False
text-davinci-002,"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,J,3,-0.6647166,0.7724582114257905,True
text-davinci-002,"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,S,3,-0.58815247,0.7532441266770166,False
text-davinci-002,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,E,1,-0.031992964,0.06836515777078919,False
text-davinci-002,Hal wrote her a love letter.,Hal didn't like her very much.,E,1,-0.3468349,0.5734712007693176,False
text-davinci-002,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,S,3,-0.6244923,0.7876340169250875,False
text-davinci-002,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,J,3,-0.6112867,0.7465300883278644,True
text-davinci-002,He drank so much that he eventually became a beverage.,He gave up drinking.,J,3,-0.83255535,0.9383111186647561,True
text-davinci-002,He drank so much that he eventually became a lush.,He became an alcoholic.,S,3,-0.8099321,1.0297155225161132,False
text-davinci-002,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,J,3,-0.8176551,1.1111973090795302,True
text-davinci-002,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,S,2,-1.0821517,1.0514086843690922,False
text-davinci-002,He hung her coat in the closet.,She had been wearing a coat.,E,1,-0.098257855,0.09736819969548487,False
text-davinci-002,He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,J,3,-1.2284188,0.897921186299466,True
text-davinci-002,He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,S,3,-1.0459917,0.9349854192455951,False
text-davinci-002,"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,J,3,-0.96649945,0.7981807020944407,True
text-davinci-002,"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,S,2,-1.1780263,0.9549507628806467,False
text-davinci-002,He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,J,3,-0.90677404,0.9519329996995165,True
text-davinci-002,He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,S,3,-0.63995713,0.7797698232141227,False
text-davinci-002,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,J,3,-0.9928403,0.9093155982880986,True
text-davinci-002,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,S,3,-0.8877802,0.8658924904965658,False
text-davinci-002,He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,J,3,-0.6935532,0.8638606737366977,True
text-davinci-002,He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,S,3,-0.97756845,1.0046618770845632,False
text-davinci-002,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,E,3,-0.9546631,0.8214180765439981,False
text-davinci-002,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,E,1,-0.9688347,0.9078728801810637,False
text-davinci-002,"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,J,3,-1.1441443,0.9617404270385601,True
text-davinci-002,"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,S,3,-1.0871435,0.7068728429837616,False
text-davinci-002,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,J,3,-0.72011787,0.8037166202093402,True
text-davinci-002,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,S,3,-0.8475371,0.7705220117893745,False
text-davinci-002,"He told me he's not broke, just badly bent.",He's doing quite well.,J,3,-1.1461186,0.740540312599993,True
text-davinci-002,"He told me he's not broke, just badly off.",He has lots of money.,S,3,-0.6720858,0.7199585396705668,False
text-davinci-002,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,J,3,-0.7456116,0.7541911087356363,True
text-davinci-002,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,S,3,-0.8218413,0.6823541309818846,False
text-davinci-002,He wondered if the storm had done much damage.,It had been a terrible storm.,E,1,-0.172799,0.146671959555802,False
text-davinci-002,"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,J,3,-1.1545429,0.8323531657904683,True
text-davinci-002,"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,S,3,-1.0972384,0.6956893824461703,False
text-davinci-002,He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,J,3,-0.5885935,0.8820157540835557,True
text-davinci-002,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,S,3,-1.2923086,1.0454180311716836,False
text-davinci-002,Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,J,3,-0.54849875,0.8421312356329412,True
text-davinci-002,Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,S,3,-0.7290478,0.9197519487108627,False
text-davinci-002,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,S,3,-1.3481565,0.9931324025971847,False
text-davinci-002,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,J,3,-0.94293493,1.0595571356291604,True
text-davinci-002,His job was to keep the sidewalk clean.,He was a doctor.,E,1,-0.12432127,0.2626481827593302,False
text-davinci-002,His sandwich came with chips and a dill pickle.,He was about to eat.,E,1,-0.31366265,0.47935640086619175,False
text-davinci-002,His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,J,3,-1.343056,0.8633913103847941,True
text-davinci-002,His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,S,3,-1.0219911,0.790993800221885,False
text-davinci-002,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",S,1,-0.37999326,0.4676266053939162,False
text-davinci-002,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,J,3,-0.46475264,0.6977532072979845,True
text-davinci-002,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,J,3,-0.75205463,1.0722057714475672,True
text-davinci-002,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,S,2,-1.1016018,1.017991550801549,False
text-davinci-002,"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,J,3,-0.8355399,1.195788306685004,True
text-davinci-002,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,S,3,-0.6476139,0.8740688233139906,False
text-davinci-002,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,J,3,-0.8088055,0.7919364619388181,True
text-davinci-002,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,S,3,-1.0224161,0.7133967458409983,False
text-davinci-002,"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,J,3,-0.9584465,0.7063276718978513,True
text-davinci-002,"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,S,3,-0.4962453,0.6143417506422573,False
text-davinci-002,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,S,3,-0.61293626,0.7622116604188259,False
text-davinci-002,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,J,3,-0.61525786,0.7699048025569264,True
text-davinci-002,"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,S,1,-0.40614346,0.5710397633535065,False
text-davinci-002,"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,J,3,-0.5203956,0.5777071702411813,True
text-davinci-002,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,J,3,-1.0390724,0.9988367575982978,True
text-davinci-002,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,S,3,-0.8142033,0.9208621935899982,False
text-davinci-002,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,J,3,-0.95190513,0.8096962394950878,True
text-davinci-002,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,S,3,-1.0367488,0.7740125171313686,False
text-davinci-002,I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,J,3,-0.8784432,0.8204463701462534,True
text-davinci-002,I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,S,3,-0.6242321,0.7346019797260718,False
text-davinci-002,"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,J,3,-0.6069863,0.8405715620435608,True
text-davinci-002,"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,S,3,-0.74391687,0.900742144858185,False
text-davinci-002,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,S,3,-0.58511084,0.6591154348315326,False
text-davinci-002,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,J,3,-0.53716886,0.7254135862912613,True
text-davinci-002,"I've got Parkinson's disease, and he's got gout.",We have the same disease.,S,3,-0.7705482,0.8339157315309155,False
text-davinci-002,"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,J,3,-0.81946015,1.1101386641038467,True
text-davinci-002,"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,J,3,-0.7969647,0.9648642680033069,True
text-davinci-002,"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,S,1,-0.1793058,0.3893655794468324,False
text-davinci-002,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,J,3,-0.42078486,0.8386709473473157,True
text-davinci-002,"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,S,1,-0.25884268,0.5800486652209407,False
text-davinci-002,In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,S,3,-0.8413801,0.7055252453824186,False
text-davinci-002,In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,J,3,-0.8536864,0.6086784653412156,True
text-davinci-002,"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,S,3,-0.65349424,0.8554121479966206,False
text-davinci-002,"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,J,3,-0.5908939,0.6661071149758298,True
text-davinci-002,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,E,1,-0.71077794,0.9227032591883889,False
text-davinci-002,"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,S,3,-1.0457189,0.8839513734491876,False
text-davinci-002,"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,J,3,-0.79318035,0.8247212165274829,True
text-davinci-002,It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,E,3,-0.9177493,0.896707480893006,False
text-davinci-002,"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,J,3,-0.53938574,0.9925083021273965,True
text-davinci-002,"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,S,1,-1.1040057,1.0407426440538448,False
text-davinci-002,It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,J,1,-1.1065533,0.9577297287938871,True
text-davinci-002,It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,S,1,-0.77024454,0.9249536838780635,False
text-davinci-002,It's hard to admit when one is wrong.,Most people don't mind being wrong.,E,1,-0.5207434,0.7567913995861061,False
text-davinci-002,"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,S,2,-0.8136042,0.9581702219275938,False
text-davinci-002,"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,J,3,-1.0000303,1.035785210735311,True
text-davinci-002,It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,S,1,-0.35746294,0.42334085146420136,False
text-davinci-002,It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,J,3,-0.5500388,0.7601656617614607,True
text-davinci-002,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,S,3,-0.9921109,0.8727151462231753,False
text-davinci-002,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,J,3,-0.8087659,0.9766152786428273,True
text-davinci-002,"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,J,3,-0.97984195,0.9197585708816179,True
text-davinci-002,"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,S,3,-0.86713874,0.857574182742781,False
text-davinci-002,Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",J,3,-0.80664057,1.0177993176874613,True
text-davinci-002,Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,S,1,-0.7236947,0.8653211064707964,False
text-davinci-002,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,J,3,-1.0644215,0.943010199459806,True
text-davinci-002,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,S,1,-0.117617905,0.18466366225954364,False
text-davinci-002,"Many things run in families, especially noses.",People often catch colds from other family members.,J,3,-0.54579,0.5719044973440202,True
text-davinci-002,"Many things run in families, especially strength.",Muscle power comes only from exercise.,S,3,-0.55586267,0.6308518468622201,False
text-davinci-002,Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,S,3,-0.4809886,0.5454919182036668,False
text-davinci-002,Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,J,3,-0.2902404,0.5675169378286941,True
text-davinci-002,Most cats see very well at night.,Cats see well in the dark.,E,1,-0.19622745,0.2734285433010985,False
text-davinci-002,Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,S,3,-0.8833965,0.7085112319883354,False
text-davinci-002,Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,J,3,-0.7776361,0.7624830636547938,True
text-davinci-002,Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,E,1,-0.22590403,0.3598789999925799,False
text-davinci-002,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,J,3,-1.0016917,0.711627652476938,True
text-davinci-002,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,S,3,-0.81737834,0.83894914743886,False
text-davinci-002,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,S,3,-0.3885666,0.7241032187264708,False
text-davinci-002,My church welcomes all denominations but prefers twenties.,My church wants money.,J,3,-0.66485226,1.0537436186111437,True
text-davinci-002,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,J,3,-0.74253464,1.0432708273309081,True
text-davinci-002,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,S,3,-0.7364382,0.9617758084622836,False
text-davinci-002,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,J,3,-0.9915769,1.009051450411575,True
text-davinci-002,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,S,1,-0.92841905,0.772696872702227,False
text-davinci-002,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,S,3,-0.9956184,0.7687561627953768,False
text-davinci-002,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",J,3,-1.009301,0.7301290455024089,True
text-davinci-002,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,S,3,-0.92925984,1.155332625925113,False
text-davinci-002,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,J,3,-0.5118403,0.7980338235452926,True
text-davinci-002,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,S,1,-0.5837814,0.8835452098967159,False
text-davinci-002,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,J,3,-0.8588823,0.7322745735520503,True
text-davinci-002,No patient should leave the hospital until he's strong enough to face the cashier.,Hospital bills are quite expensive.,J,3,-0.5801087,0.8122016970890906,True
text-davinci-002,No patient should leave the hospital until he's strong enough to face the outside.,Patients should be released as soon as possible.,S,3,-0.9817774,1.0358090531950885,False
text-davinci-002,None of his books made any sense.,His books were hard to understand.,E,1,-0.06409609,0.07681760901153856,False
text-davinci-002,Nothing ages a woman faster than hardships.,A difficult life can make you look old.,S,1,-0.736297,0.8467658023841736,False
text-davinci-002,Nothing ages a woman faster than identification.,Many women lie about their age.,J,3,-1.2294449,0.9156810410099524,True
text-davinci-002,Nothing in the known universe travels faster than gossip.,Rumors get around quickly.,J,3,-1.3164424,0.8266312288096929,True
text-davinci-002,Nothing in the known universe travels faster than radiation.,Radiation travels at great speed.,S,1,-0.27759358,0.45887778247390604,False
text-davinci-002,Nothing you put in a banana split is as potentially fattening as the spoon.,Eating banana splits can make you fat.,J,3,-0.9119357,0.9019967855570011,True
text-davinci-002,Nothing you put in a banana split is as potentially fattening as the syrup.,Syrup has very few calories.,S,3,-0.9888826,0.9231000850017909,False
text-davinci-002,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",The divorce hadn't affected their work.,S,1,-0.4153225,0.5784858837838701,False
text-davinci-002,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",They are already married.,J,1,-0.6268531,0.8104399890242115,True
text-davinci-002,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",They are raising money to build a new church.,S,1,-1.0037596,1.0570968209401204,False
text-davinci-002,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",They are raising money to help orphans.,J,3,-0.68411654,0.9473908057964034,True
text-davinci-002,One good turn gets most of the blanket.,"If you do nice things, people will give you blankets.",J,3,-0.42105517,0.7103517121600084,True
text-davinci-002,One good turn gets most of the profit.,Doing something good can earn you money.,S,3,-0.3621932,0.6250212322225875,False
text-davinci-002,One good way to invest in the country is to buy a business.,Buying a business is bad for the economy.,S,1,-0.07803022,0.09769817480254483,False
text-davinci-002,One good way to invest in the country is to buy a senator.,Politicians will do favors for money.,J,3,-0.8331055,0.9932098162236689,True
text-davinci-002,One person who sure makes a long story short is my aunt.,My aunt talks a lot.,S,3,-0.69564724,0.738388681904402,False
text-davinci-002,One person who sure makes a long story short is my editor.,My editor cuts out parts of my stories.,J,3,-0.7591718,0.6691912243172655,True
text-davinci-002,One thing that makes the world go round is detours.,Detours make people go around.,J,3,-0.30031356,0.4938062327820869,True
text-davinci-002,One thing that makes the world go round is greed.,Most people don't care about money.,S,1,-0.36585855,0.5598621435999681,False
text-davinci-002,One way to keep pornography away from teenagers is to put it in a cabinet.,Adult magazines should be put where adolescents won't get into them.,S,3,-0.41643438,0.8865852535548687,False
text-davinci-002,One way to keep pornography away from teenagers is to put it in a textbook.,Teenagers read their textbooks often.,J,3,-0.5502582,0.9624271320467144,True
text-davinci-002,Our new green car blocked the narrow driveway.,The car was parked in the garage.,E,1,-0.32182556,0.511511354997265,False
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his presence.,The son does very well in school.,J,3,-1.0699606,0.8818753734636944,True
text-davinci-002,Our son brought home a note from school saying they need a written excuse for his tardiness.,He had been late for school.,S,3,-1.415804,0.8527703840786242,False
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",Parents want their teenagers to have appropriate forms of entertainment.,S,1,-0.22112854,0.3097280928295661,False
text-davinci-002,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",Teenagers may need physical punishment.,J,3,-0.8186008,0.936723320703204,True
text-davinci-002,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,Paul broke the garbage disposal.,E,1,-1.0714917,0.9140022247281091,False
