model,sentence,answer,condition,best_response,best_response_lp,entropy,is_joke
mistralai/Mixtral-8x7B-v0.1,Autobiography is an unrivaled vehicle for telling the truth about somebody.,Autobiographies don't reveal much about a person.,S,1,-1.1591797,1.2447314306565158,False
mistralai/Mixtral-8x7B-v0.1,Autumn is a good time to buy some new clothes.,It's good to buy clothes before the winter.,E,1,-1.1523438,1.2599976706264207,False
mistralai/Mixtral-8x7B-v0.1,"Because of his diabetes, he had to take daily shots of insulin.",He took insulin once a week.,E,1,-1.1396484,1.269923788879237,False
mistralai/Mixtral-8x7B-v0.1,"Before the outdoor concert, he packed a basket with wine and food for a picnic.",He was planning to eat outdoors.,E,1,-1.2109375,1.3584852121993323,False
mistralai/Mixtral-8x7B-v0.1,Bill jumped in the lake and made a big splash.,Bill went for a swim.,E,1,-1.0371094,1.260145577879402,False
mistralai/Mixtral-8x7B-v0.1,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",Mary was happy to have another child.,J,1,-1.0039062,1.1246747548055624,True
mistralai/Mixtral-8x7B-v0.1,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",Mary had no problem naming her new baby.,S,1,-1.0205078,1.1576558648702713,False
mistralai/Mixtral-8x7B-v0.1,"Charged with statutory rape, he told the judge he didn't know she was a statue.",He was on trial for a sex-related crime.,J,1,-0.9873047,1.1547763808479825,True
mistralai/Mixtral-8x7B-v0.1,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,S,1,-1.0449219,1.11598745110892,False
mistralai/Mixtral-8x7B-v0.1,Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,J,1,-1.2470703,1.2375497339973454,True
mistralai/Mixtral-8x7B-v0.1,Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,S,1,-1.3623047,1.2670512732258539,False
mistralai/Mixtral-8x7B-v0.1,"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,J,1,-1.1953125,1.2245563342086307,True
mistralai/Mixtral-8x7B-v0.1,"Congress taxes our income, our property, and our purchases.",There are very few taxes.,S,1,-1.1113281,1.1584007707834136,False
mistralai/Mixtral-8x7B-v0.1,"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,J,1,-1.1025391,1.0996950579183897,True
mistralai/Mixtral-8x7B-v0.1,"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,S,1,-1.0078125,1.1461650229557332,False
mistralai/Mixtral-8x7B-v0.1,Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,E,1,-1.0019531,1.194620827463711,False
mistralai/Mixtral-8x7B-v0.1,"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,E,1,-0.9223633,1.0981554827589715,False
mistralai/Mixtral-8x7B-v0.1,Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,E,1,-1.0898438,1.2438746841641042,False
mistralai/Mixtral-8x7B-v0.1,Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,E,1,-1.234375,1.2855940804323158,False
mistralai/Mixtral-8x7B-v0.1,"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,S,1,-1.1806641,1.2370704490779254,False
mistralai/Mixtral-8x7B-v0.1,"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,J,1,-1.2080078,1.2328627807506902,True
mistralai/Mixtral-8x7B-v0.1,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,S,1,-0.99658203,1.1135972010835458,False
mistralai/Mixtral-8x7B-v0.1,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,J,1,-0.9770508,1.1149429201034475,True
mistralai/Mixtral-8x7B-v0.1,"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,E,1,-0.94873047,1.1087206921045678,False
mistralai/Mixtral-8x7B-v0.1,"Figures don't lie, except on the beaches.",People lie in the sand.,J,1,-1.0527344,1.171122722163864,True
mistralai/Mixtral-8x7B-v0.1,"Figures don't lie, except on the page.",Statistics are completely reliable.,S,1,-1.4160156,1.235718854039284,False
mistralai/Mixtral-8x7B-v0.1,"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,J,1,-1.0322266,1.201576354208921,True
mistralai/Mixtral-8x7B-v0.1,"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,S,1,-1.1230469,1.1702338919495427,False
mistralai/Mixtral-8x7B-v0.1,"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,E,1,-1.2998047,1.3561071883511762,False
mistralai/Mixtral-8x7B-v0.1,For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,E,1,-1.2285156,1.3030933628272539,False
mistralai/Mixtral-8x7B-v0.1,"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,J,1,-0.93896484,1.0980674140972917,True
mistralai/Mixtral-8x7B-v0.1,"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,S,1,-1.0390625,1.1066612671927527,False
mistralai/Mixtral-8x7B-v0.1,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,E,1,-1.0927734,1.2725488242576872,False
mistralai/Mixtral-8x7B-v0.1,Hal wrote her a love letter.,Hal didn't like her very much.,E,1,-1.1416016,1.3023787128238258,False
mistralai/Mixtral-8x7B-v0.1,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,S,1,-0.90234375,1.1065593772106683,False
mistralai/Mixtral-8x7B-v0.1,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,J,1,-0.8466797,1.0530374243136211,True
mistralai/Mixtral-8x7B-v0.1,He drank so much that he eventually became a beverage.,He gave up drinking.,J,1,-1.2060547,1.2613734586017995,True
mistralai/Mixtral-8x7B-v0.1,He drank so much that he eventually became a lush.,He became an alcoholic.,S,1,-1.1386719,1.2584060132485002,False
mistralai/Mixtral-8x7B-v0.1,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,J,1,-1.0908203,1.2824448675306823,True
mistralai/Mixtral-8x7B-v0.1,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,S,1,-1.1933594,1.358098224993793,False
mistralai/Mixtral-8x7B-v0.1,He hung her coat in the closet.,She had been wearing a coat.,E,1,-1.0722656,1.2654309989338732,False
mistralai/Mixtral-8x7B-v0.1,He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,J,1,-1.2148438,1.2324614992791803,True
mistralai/Mixtral-8x7B-v0.1,He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,S,1,-1.2519531,1.267150918036351,False
mistralai/Mixtral-8x7B-v0.1,"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,J,1,-1.2236328,1.2579081298198425,True
mistralai/Mixtral-8x7B-v0.1,"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,S,1,-1.1435547,1.2698779893470262,False
mistralai/Mixtral-8x7B-v0.1,He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,J,1,-1.1552734,1.2372177229779138,True
mistralai/Mixtral-8x7B-v0.1,He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,S,1,-1.3125,1.3242657443476893,False
mistralai/Mixtral-8x7B-v0.1,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,J,1,-1.1914062,1.210751218899337,True
mistralai/Mixtral-8x7B-v0.1,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,S,1,-1.0820312,1.1669326663039976,False
mistralai/Mixtral-8x7B-v0.1,He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,J,1,-1.0976562,1.24730756063158,True
mistralai/Mixtral-8x7B-v0.1,He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,S,1,-1.0390625,1.2673837045744676,False
mistralai/Mixtral-8x7B-v0.1,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,E,1,-1.2861328,1.3439809481381415,False
mistralai/Mixtral-8x7B-v0.1,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,E,1,-0.98828125,1.2030331809898895,False
mistralai/Mixtral-8x7B-v0.1,"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,J,1,-0.9848633,1.1604473417182737,True
mistralai/Mixtral-8x7B-v0.1,"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,S,1,-1.0185547,1.1920429954832525,False
mistralai/Mixtral-8x7B-v0.1,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,J,1,-0.90966797,1.1083497436484295,True
mistralai/Mixtral-8x7B-v0.1,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,S,1,-0.91845703,1.141068087259052,False
mistralai/Mixtral-8x7B-v0.1,"He told me he's not broke, just badly bent.",He's doing quite well.,J,1,-0.9291992,1.1433487365155681,True
mistralai/Mixtral-8x7B-v0.1,"He told me he's not broke, just badly off.",He has lots of money.,S,1,-1.1357422,1.242074519978777,False
mistralai/Mixtral-8x7B-v0.1,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,J,1,-1.25,1.309583256382122,True
mistralai/Mixtral-8x7B-v0.1,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,S,1,-1.1494141,1.2643086858884096,False
mistralai/Mixtral-8x7B-v0.1,He wondered if the storm had done much damage.,It had been a terrible storm.,E,1,-1.0390625,1.169858599772752,False
mistralai/Mixtral-8x7B-v0.1,"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,J,1,-0.9482422,1.211862632112344,True
mistralai/Mixtral-8x7B-v0.1,"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,S,1,-1.0615234,1.2866898435100673,False
mistralai/Mixtral-8x7B-v0.1,He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,J,1,-1.0605469,1.2970324701517586,True
mistralai/Mixtral-8x7B-v0.1,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,S,1,-1.0820312,1.295841140769448,False
mistralai/Mixtral-8x7B-v0.1,Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,J,1,-0.9526367,1.1605788359455076,True
mistralai/Mixtral-8x7B-v0.1,Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,S,1,-1.0273438,1.2016109021421342,False
mistralai/Mixtral-8x7B-v0.1,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,S,1,-1.1669922,1.2215438109106953,False
mistralai/Mixtral-8x7B-v0.1,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,J,1,-1.125,1.1973312778161493,True
mistralai/Mixtral-8x7B-v0.1,His job was to keep the sidewalk clean.,He was a doctor.,E,1,-1.1064453,1.2622630873138891,False
mistralai/Mixtral-8x7B-v0.1,His sandwich came with chips and a dill pickle.,He was about to eat.,E,1,-1.171875,1.2858079333903891,False
mistralai/Mixtral-8x7B-v0.1,His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,J,1,-1.1621094,1.3047839553245124,True
mistralai/Mixtral-8x7B-v0.1,His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,S,1,-1.1601562,1.3029337743540756,False
mistralai/Mixtral-8x7B-v0.1,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",S,1,-1.1494141,1.2687729581967797,False
mistralai/Mixtral-8x7B-v0.1,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,J,1,-1.2246094,1.2375999583798665,True
mistralai/Mixtral-8x7B-v0.1,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,J,1,-0.953125,1.1646652017000072,True
mistralai/Mixtral-8x7B-v0.1,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,S,1,-1.1484375,1.1811931797523607,False
mistralai/Mixtral-8x7B-v0.1,"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,J,1,-0.72265625,0.9612829593737723,True
mistralai/Mixtral-8x7B-v0.1,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,S,1,-0.8378906,1.0854182253716498,False
mistralai/Mixtral-8x7B-v0.1,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,J,1,-0.7368164,0.8785040963039491,True
mistralai/Mixtral-8x7B-v0.1,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,S,1,-0.6669922,0.8433183399826277,False
mistralai/Mixtral-8x7B-v0.1,"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,J,1,-1.2255859,1.2041904221914494,True
mistralai/Mixtral-8x7B-v0.1,"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,S,1,-1.1181641,1.1437107745165458,False
mistralai/Mixtral-8x7B-v0.1,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,S,1,-0.88916016,1.094607150188563,False
mistralai/Mixtral-8x7B-v0.1,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,J,1,-0.93310547,1.1047962746529492,True
mistralai/Mixtral-8x7B-v0.1,"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,S,1,-1.28125,1.3907062306132247,False
mistralai/Mixtral-8x7B-v0.1,"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,J,1,-1.2431641,1.3745992750135307,True
mistralai/Mixtral-8x7B-v0.1,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,J,1,-0.7705078,1.050123395002013,True
mistralai/Mixtral-8x7B-v0.1,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,S,1,-0.9863281,1.1743263436608178,False
mistralai/Mixtral-8x7B-v0.1,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,J,1,-1.0380859,1.1705333183973132,True
mistralai/Mixtral-8x7B-v0.1,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,S,1,-1.1025391,1.1962583775846547,False
mistralai/Mixtral-8x7B-v0.1,I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,J,1,-1.1328125,1.2874056039273667,True
mistralai/Mixtral-8x7B-v0.1,I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,S,1,-1.1757812,1.3210230373124796,False
mistralai/Mixtral-8x7B-v0.1,"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,J,1,-1.1103516,1.1945910506180613,True
mistralai/Mixtral-8x7B-v0.1,"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,S,1,-1.1552734,1.2264870379476929,False
mistralai/Mixtral-8x7B-v0.1,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,S,1,-1.1318359,1.2520677208714381,False
mistralai/Mixtral-8x7B-v0.1,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,J,1,-1.0654297,1.207029895197908,True
mistralai/Mixtral-8x7B-v0.1,"I've got Parkinson's disease, and he's got gout.",We have the same disease.,S,1,-1.1191406,1.2249956026922844,False
mistralai/Mixtral-8x7B-v0.1,"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,J,1,-0.90478516,1.1171105804224724,True
mistralai/Mixtral-8x7B-v0.1,"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,J,1,-0.90234375,1.0962451446424613,True
mistralai/Mixtral-8x7B-v0.1,"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,S,1,-0.8232422,1.0813989760431444,False
mistralai/Mixtral-8x7B-v0.1,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,J,1,-1.0693359,1.2588836539053938,True
mistralai/Mixtral-8x7B-v0.1,"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,S,1,-1.0019531,1.202114050181418,False
mistralai/Mixtral-8x7B-v0.1,In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,S,1,-1.1601562,1.2487223556445115,False
mistralai/Mixtral-8x7B-v0.1,In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,J,1,-1.0683594,1.1849458520268004,True
mistralai/Mixtral-8x7B-v0.1,"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,S,1,-0.94140625,1.124371726390832,False
mistralai/Mixtral-8x7B-v0.1,"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,J,1,-0.86376953,1.046765614607596,True
mistralai/Mixtral-8x7B-v0.1,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,E,1,-1.2041016,1.283246480307272,False
mistralai/Mixtral-8x7B-v0.1,"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,S,1,-1.0664062,1.2573014866415964,False
mistralai/Mixtral-8x7B-v0.1,"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,J,1,-0.9975586,1.1756973293132356,True
mistralai/Mixtral-8x7B-v0.1,It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,E,1,-1.0332031,1.2531840737425015,False
mistralai/Mixtral-8x7B-v0.1,"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,J,1,-1.0605469,1.2231382466162133,True
mistralai/Mixtral-8x7B-v0.1,"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,S,1,-0.81347656,1.062504067566969,False
mistralai/Mixtral-8x7B-v0.1,It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,J,1,-0.6220703,0.8010962190128109,True
mistralai/Mixtral-8x7B-v0.1,It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,S,1,-0.7050781,0.9923230501679827,False
mistralai/Mixtral-8x7B-v0.1,It's hard to admit when one is wrong.,Most people don't mind being wrong.,E,1,-1.1494141,1.1941080287012629,False
mistralai/Mixtral-8x7B-v0.1,"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,S,1,-0.9746094,1.199537634723647,False
mistralai/Mixtral-8x7B-v0.1,"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,J,1,-1.0966797,1.273141573744391,True
mistralai/Mixtral-8x7B-v0.1,It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,S,1,-1.0722656,1.2104559392429455,False
mistralai/Mixtral-8x7B-v0.1,It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,J,1,-0.8017578,0.9603356416482847,True
mistralai/Mixtral-8x7B-v0.1,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,S,1,-1.0019531,1.1960090020682805,False
mistralai/Mixtral-8x7B-v0.1,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,J,1,-1.0478516,1.1352444925286982,True
mistralai/Mixtral-8x7B-v0.1,"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,J,1,-0.96435547,1.0412974443837195,True
mistralai/Mixtral-8x7B-v0.1,"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,S,1,-1.2080078,1.246841101105529,False
mistralai/Mixtral-8x7B-v0.1,Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",J,1,-1.1416016,1.221065527896968,True
mistralai/Mixtral-8x7B-v0.1,Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,S,1,-1.0224609,1.1258709833593599,False
mistralai/Mixtral-8x7B-v0.1,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,J,1,-1.0292969,1.135222777347318,True
mistralai/Mixtral-8x7B-v0.1,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,S,1,-1.15625,1.2499380358028935,False
mistralai/Mixtral-8x7B-v0.1,"Many things run in families, especially noses.",People often catch colds from other family members.,J,1,-1.0097656,1.1592337120244438,True
mistralai/Mixtral-8x7B-v0.1,"Many things run in families, especially strength.",Muscle power comes only from exercise.,S,1,-0.9433594,1.1303035593497093,False
mistralai/Mixtral-8x7B-v0.1,Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,S,1,-0.9941406,1.255349731311302,False
mistralai/Mixtral-8x7B-v0.1,Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,J,1,-1.0068359,1.2281574336461247,True
mistralai/Mixtral-8x7B-v0.1,Most cats see very well at night.,Cats see well in the dark.,E,1,-1.1435547,1.303225939050891,False
mistralai/Mixtral-8x7B-v0.1,Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,S,1,-0.8881836,1.0038942957372288,False
mistralai/Mixtral-8x7B-v0.1,Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,J,1,-1.0224609,1.128831230402477,True
mistralai/Mixtral-8x7B-v0.1,Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,E,1,-1.1367188,1.2424401716408264,False
mistralai/Mixtral-8x7B-v0.1,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,J,1,-1.2177734,1.2981667579897198,True
mistralai/Mixtral-8x7B-v0.1,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,S,1,-1.2646484,1.3277014950160408,False
mistralai/Mixtral-8x7B-v0.1,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,S,1,-1.1308594,1.2429211673302372,False
mistralai/Mixtral-8x7B-v0.1,My church welcomes all denominations but prefers twenties.,My church wants money.,J,1,-1.2275391,1.2916165373824606,True
mistralai/Mixtral-8x7B-v0.1,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,J,1,-1.1767578,1.268704026884722,True
mistralai/Mixtral-8x7B-v0.1,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,S,1,-1.0791016,1.2375153405022439,False
mistralai/Mixtral-8x7B-v0.1,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,J,1,-1.0761719,1.192617939525534,True
mistralai/Mixtral-8x7B-v0.1,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,S,1,-1.0996094,1.2195149125301328,False
mistralai/Mixtral-8x7B-v0.1,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,S,1,-1.40625,1.3819466431038663,False
