model,sentence,answer,condition,best_response,best_response_lp,entropy,is_joke
meta-llama/Meta-Llama-3-8B,"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,J,1,-1.1640625,1.4082445804830566,True
meta-llama/Meta-Llama-3-8B,"Congress taxes our income, our property, and our purchases.",There are very few taxes.,S,1,-0.9921875,1.3081021894964053,False
meta-llama/Meta-Llama-3-8B,"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,J,1,-1.1933594,1.4120858727723298,True
meta-llama/Meta-Llama-3-8B,"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,S,1,-1.1767578,1.4484039322086377,False
meta-llama/Meta-Llama-3-8B,Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,E,1,-1.2753906,1.4673529861497263,False
meta-llama/Meta-Llama-3-8B,"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,E,1,-1.1191406,1.3884659780620312,False
meta-llama/Meta-Llama-3-8B,Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,E,1,-1.1513672,1.3922141645059058,False
meta-llama/Meta-Llama-3-8B,Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,E,1,-1.2285156,1.4826811536180529,False
meta-llama/Meta-Llama-3-8B,"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,S,1,-1.09375,1.3867510377920342,False
meta-llama/Meta-Llama-3-8B,"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,J,1,-1.0839844,1.3736425810848822,True
meta-llama/Meta-Llama-3-8B,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,S,1,-1.5292969,1.5039522357864052,False
meta-llama/Meta-Llama-3-8B,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,J,1,-1.2402344,1.421613017891393,True
meta-llama/Meta-Llama-3-8B,"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,E,1,-1.3662109,1.5062472093429389,False
meta-llama/Meta-Llama-3-8B,"Figures don't lie, except on the beaches.",People lie in the sand.,J,1,-1.5791016,1.529191181818914,True
meta-llama/Meta-Llama-3-8B,"Figures don't lie, except on the page.",Statistics are completely reliable.,S,1,-1.1621094,1.4056083991120625,False
meta-llama/Meta-Llama-3-8B,"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,J,1,-1.3642578,1.46027406966856,True
meta-llama/Meta-Llama-3-8B,"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,S,1,-1.3056641,1.4613592324674436,False
meta-llama/Meta-Llama-3-8B,"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,E,1,-1.3349609,1.5198011734464971,False
meta-llama/Meta-Llama-3-8B,For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,E,1,-1.3388672,1.4418045364937877,False
meta-llama/Meta-Llama-3-8B,"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,J,1,-1.1152344,1.3555667310127937,True
meta-llama/Meta-Llama-3-8B,"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,S,1,-1.2089844,1.385959415784398,False
meta-llama/Meta-Llama-3-8B,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,E,1,-1.2148438,1.420965159493511,False
meta-llama/Meta-Llama-3-8B,Hal wrote her a love letter.,Hal didn't like her very much.,E,1,-1.1357422,1.4118293672047528,False
meta-llama/Meta-Llama-3-8B,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,S,1,-1.2363281,1.4133300373945008,False
meta-llama/Meta-Llama-3-8B,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,J,1,-1.2128906,1.4003119717473085,True
meta-llama/Meta-Llama-3-8B,He drank so much that he eventually became a beverage.,He gave up drinking.,J,1,-1.2714844,1.415098497916956,True
meta-llama/Meta-Llama-3-8B,He drank so much that he eventually became a lush.,He became an alcoholic.,S,1,-1.5058594,1.4310072065955952,False
meta-llama/Meta-Llama-3-8B,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,J,1,-1.1894531,1.3648027678431012,True
meta-llama/Meta-Llama-3-8B,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,S,1,-1.2578125,1.3836154831723229,False
meta-llama/Meta-Llama-3-8B,He hung her coat in the closet.,She had been wearing a coat.,E,1,-1.2441406,1.3938752138520707,False
meta-llama/Meta-Llama-3-8B,He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,J,1,-1.5283203,1.492375225394774,True
meta-llama/Meta-Llama-3-8B,He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,S,1,-1.3789062,1.504636107217436,False
meta-llama/Meta-Llama-3-8B,"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,J,1,-1.1171875,1.2989322394569216,True
meta-llama/Meta-Llama-3-8B,"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,S,1,-1.0332031,1.27871704457332,False
meta-llama/Meta-Llama-3-8B,He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,J,1,-1.3535156,1.4601651601014076,True
meta-llama/Meta-Llama-3-8B,He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,S,1,-1.5029297,1.4722891728283056,False
meta-llama/Meta-Llama-3-8B,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,J,1,-1.5800781,1.5547904237139505,True
meta-llama/Meta-Llama-3-8B,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,S,1,-1.2607422,1.5428252935743245,False
meta-llama/Meta-Llama-3-8B,He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,J,1,-1.1582031,1.3827501164181897,True
meta-llama/Meta-Llama-3-8B,He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,S,1,-1.0234375,1.3252711570817162,False
meta-llama/Meta-Llama-3-8B,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,E,1,-1.1328125,1.3828874356913825,False
meta-llama/Meta-Llama-3-8B,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,E,1,-1.0283203,1.329496479643462,False
meta-llama/Meta-Llama-3-8B,"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,J,1,-1.1982422,1.3244597939290528,True
meta-llama/Meta-Llama-3-8B,"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,S,1,-1.1806641,1.3225322016613912,False
meta-llama/Meta-Llama-3-8B,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,J,1,-1.3759766,1.4216958144066092,True
meta-llama/Meta-Llama-3-8B,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,S,1,-1.4853516,1.4491567632463629,False
meta-llama/Meta-Llama-3-8B,"He told me he's not broke, just badly bent.",He's doing quite well.,J,1,-1.6103516,1.4638515187312433,True
meta-llama/Meta-Llama-3-8B,"He told me he's not broke, just badly off.",He has lots of money.,S,1,-1.4580078,1.4374357446374764,False
meta-llama/Meta-Llama-3-8B,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,J,1,-1.0390625,1.3008111015628716,True
meta-llama/Meta-Llama-3-8B,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,S,1,-1.0878906,1.32986430993385,False
meta-llama/Meta-Llama-3-8B,He wondered if the storm had done much damage.,It had been a terrible storm.,E,1,-1.1308594,1.3363913236935203,False
meta-llama/Meta-Llama-3-8B,"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,J,1,-1.3359375,1.35014876220274,True
meta-llama/Meta-Llama-3-8B,"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,S,1,-1.3115234,1.366970344783868,False
meta-llama/Meta-Llama-3-8B,He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,J,1,-1.2148438,1.4593592846307049,True
meta-llama/Meta-Llama-3-8B,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,S,1,-1.3164062,1.4780118504871516,False
meta-llama/Meta-Llama-3-8B,Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,J,1,-1.3447266,1.4443483731568516,True
meta-llama/Meta-Llama-3-8B,Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,S,1,-1.2431641,1.4095397252063142,False
meta-llama/Meta-Llama-3-8B,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,S,1,-1.1181641,1.3384527761977265,False
meta-llama/Meta-Llama-3-8B,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,J,1,-1.1318359,1.3796711686755423,True
meta-llama/Meta-Llama-3-8B,His job was to keep the sidewalk clean.,He was a doctor.,E,1,-1.1689453,1.3847988087260084,False
meta-llama/Meta-Llama-3-8B,His sandwich came with chips and a dill pickle.,He was about to eat.,E,1,-1.3535156,1.42041564438284,False
meta-llama/Meta-Llama-3-8B,His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,J,1,-1.3896484,1.4669085322797373,True
meta-llama/Meta-Llama-3-8B,His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,S,1,-1.4511719,1.4714503125926637,False
meta-llama/Meta-Llama-3-8B,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",S,1,-1.3837891,1.4169155454681106,False
meta-llama/Meta-Llama-3-8B,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,J,1,-1.3798828,1.4295847335920417,True
meta-llama/Meta-Llama-3-8B,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,J,1,-1.2460938,1.3804386356929168,True
meta-llama/Meta-Llama-3-8B,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,S,1,-1.2255859,1.3617286295475504,False
meta-llama/Meta-Llama-3-8B,"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,J,1,-1.3330078,1.4360080216213227,True
meta-llama/Meta-Llama-3-8B,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,S,1,-1.1660156,1.393296616346576,False
meta-llama/Meta-Llama-3-8B,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,J,1,-1.4111328,1.4539239841946965,True
meta-llama/Meta-Llama-3-8B,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,S,1,-1.3154297,1.4370550475035713,False
meta-llama/Meta-Llama-3-8B,"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,J,1,-1.5263672,1.386320361667305,True
meta-llama/Meta-Llama-3-8B,"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,S,1,-1.4443359,1.3963401725478783,False
meta-llama/Meta-Llama-3-8B,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,S,1,-1.3085938,1.4585204721615466,False
meta-llama/Meta-Llama-3-8B,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,J,1,-1.2509766,1.4653541944643218,True
meta-llama/Meta-Llama-3-8B,"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,S,1,-1.296875,1.399592182891913,False
meta-llama/Meta-Llama-3-8B,"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,J,1,-1.3164062,1.4123462642062536,True
meta-llama/Meta-Llama-3-8B,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,J,1,-1.3691406,1.4696642811768283,True
meta-llama/Meta-Llama-3-8B,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,S,1,-1.3876953,1.5057317350217154,False
meta-llama/Meta-Llama-3-8B,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,J,1,-1.3828125,1.4085002905010244,True
meta-llama/Meta-Llama-3-8B,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,S,1,-1.3642578,1.4072984031256828,False
meta-llama/Meta-Llama-3-8B,I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,J,1,-1.3173828,1.4195820374554895,True
meta-llama/Meta-Llama-3-8B,I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,S,1,-1.3095703,1.4078779028094344,False
meta-llama/Meta-Llama-3-8B,"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,J,1,-1.4306641,1.4224986103507022,True
meta-llama/Meta-Llama-3-8B,"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,S,1,-1.53125,1.4218919552531233,False
meta-llama/Meta-Llama-3-8B,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,S,1,-1.3300781,1.406242334353051,False
meta-llama/Meta-Llama-3-8B,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,J,1,-1.3369141,1.4250754130187278,True
meta-llama/Meta-Llama-3-8B,"I've got Parkinson's disease, and he's got gout.",We have the same disease.,S,1,-1.3505859,1.3542225311879441,False
meta-llama/Meta-Llama-3-8B,"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,J,1,-1.5478516,1.4161325949754457,True
meta-llama/Meta-Llama-3-8B,"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,J,1,-1.5078125,1.5089866126952105,True
meta-llama/Meta-Llama-3-8B,"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,S,1,-1.4570312,1.508733699933004,False
meta-llama/Meta-Llama-3-8B,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,J,1,-1.4765625,1.4942820766510678,True
meta-llama/Meta-Llama-3-8B,"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,S,1,-1.4472656,1.4760079914498887,False
meta-llama/Meta-Llama-3-8B,In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,S,1,-1.2763672,1.4677458627906232,False
meta-llama/Meta-Llama-3-8B,In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,J,1,-1.2675781,1.4359891285066642,True
meta-llama/Meta-Llama-3-8B,"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,S,1,-1.5351562,1.515661165930195,False
meta-llama/Meta-Llama-3-8B,"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,J,1,-1.4238281,1.512811792167783,True
meta-llama/Meta-Llama-3-8B,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,E,1,-1.3535156,1.497858736277546,False
meta-llama/Meta-Llama-3-8B,"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,S,1,-1.453125,1.470659298510303,False
meta-llama/Meta-Llama-3-8B,"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,J,1,-1.4140625,1.4664662898314176,True
meta-llama/Meta-Llama-3-8B,It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,E,1,-1.3349609,1.4368397481395851,False
meta-llama/Meta-Llama-3-8B,"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,J,1,-1.5585938,1.522100139948856,True
meta-llama/Meta-Llama-3-8B,"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,S,1,-1.5703125,1.4982600532905612,False
meta-llama/Meta-Llama-3-8B,It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,J,3,-1.5117188,1.5155065329566673,True
meta-llama/Meta-Llama-3-8B,It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,S,3,-1.46875,1.5240787281315022,False
meta-llama/Meta-Llama-3-8B,It's hard to admit when one is wrong.,Most people don't mind being wrong.,E,1,-1.5537109,1.5062636127002775,False
meta-llama/Meta-Llama-3-8B,"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,S,1,-1.5009766,1.4693268077391055,False
meta-llama/Meta-Llama-3-8B,"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,J,3,-1.5244141,1.4979488585812581,True
meta-llama/Meta-Llama-3-8B,It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,S,1,-1.1503906,1.43941470007632,False
meta-llama/Meta-Llama-3-8B,It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,J,1,-1.3261719,1.496157895238065,True
meta-llama/Meta-Llama-3-8B,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,S,1,-1.3417969,1.4777540991413276,False
meta-llama/Meta-Llama-3-8B,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,J,1,-1.3105469,1.4700414574774363,True
meta-llama/Meta-Llama-3-8B,"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,J,1,-1.4140625,1.4477174835091682,True
meta-llama/Meta-Llama-3-8B,"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,S,1,-1.5742188,1.4613009871469766,False
meta-llama/Meta-Llama-3-8B,Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",J,1,-1.2480469,1.393698572982648,True
meta-llama/Meta-Llama-3-8B,Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,S,1,-1.2226562,1.42784338910755,False
meta-llama/Meta-Llama-3-8B,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,J,1,-1.4521484,1.4568955154227907,True
meta-llama/Meta-Llama-3-8B,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,S,1,-1.4199219,1.4704468958877954,False
meta-llama/Meta-Llama-3-8B,"Many things run in families, especially noses.",People often catch colds from other family members.,J,1,-1.2578125,1.4090002177214178,True
meta-llama/Meta-Llama-3-8B,"Many things run in families, especially strength.",Muscle power comes only from exercise.,S,1,-1.390625,1.4268873040619154,False
meta-llama/Meta-Llama-3-8B,Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,S,1,-1.421875,1.4526585448627958,False
meta-llama/Meta-Llama-3-8B,Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,J,1,-1.3955078,1.4343952222579446,True
meta-llama/Meta-Llama-3-8B,Most cats see very well at night.,Cats see well in the dark.,E,1,-1.21875,1.4302457548286271,False
meta-llama/Meta-Llama-3-8B,Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,S,1,-1.1777344,1.377569427395064,False
meta-llama/Meta-Llama-3-8B,Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,J,1,-1.1894531,1.3621003245993213,True
meta-llama/Meta-Llama-3-8B,Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,E,1,-1.0498047,1.3087797123201017,False
meta-llama/Meta-Llama-3-8B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,J,1,-1.3671875,1.4453637257885528,True
meta-llama/Meta-Llama-3-8B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,S,1,-1.3310547,1.447300779750061,False
meta-llama/Meta-Llama-3-8B,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,S,1,-1.3398438,1.4148856373344074,False
meta-llama/Meta-Llama-3-8B,My church welcomes all denominations but prefers twenties.,My church wants money.,J,1,-1.4179688,1.4612993291148557,True
meta-llama/Meta-Llama-3-8B,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,J,1,-1.1601562,1.370954018300779,True
meta-llama/Meta-Llama-3-8B,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,S,1,-1.1669922,1.3461255553995746,False
meta-llama/Meta-Llama-3-8B,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,J,1,-1.3388672,1.4278076137714217,True
meta-llama/Meta-Llama-3-8B,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,S,1,-1.3779297,1.4328746077346977,False
meta-llama/Meta-Llama-3-8B,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,S,1,-1.5429688,1.515453979145963,False
meta-llama/Meta-Llama-3-8B,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",J,1,-1.515625,1.506635502417911,True
meta-llama/Meta-Llama-3-8B,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,S,1,-1.3378906,1.4433689889620847,False
meta-llama/Meta-Llama-3-8B,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,J,1,-1.3759766,1.4482727805782027,True
meta-llama/Meta-Llama-3-8B,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,S,1,-1.4023438,1.4820039948843906,False
meta-llama/Meta-Llama-3-8B,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,J,1,-1.3779297,1.456005387801036,True
