model,sentence,answer,condition,best_response,best_response_lp,entropy,is_joke
meta-llama/Meta-Llama-3-70B,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",He had slept with a young woman.,S,1,-0.9140625,1.346264789792011,False
meta-llama/Meta-Llama-3-70B,Cocktail lounges are usually half lit to match the patrons.,The people have often had a bit too much to drink.,J,1,-1.1738281,1.4116610771162872,True
meta-llama/Meta-Llama-3-70B,Cocktail lounges are usually half lit to match the setting.,Bright lights can ruin the atmosphere in a cocktail lounge.,S,1,-1.0654297,1.3655645274207406,False
meta-llama/Meta-Llama-3-70B,"Congress taxes our income, our property, and our patience.",We're very happy with Congress.,J,1,-1.2197266,1.4498690802491832,True
meta-llama/Meta-Llama-3-70B,"Congress taxes our income, our property, and our purchases.",There are very few taxes.,S,1,-1.1181641,1.423487918825316,False
meta-llama/Meta-Llama-3-70B,"Diamonds are produced by great pressure, usually provided by a girlfriend.",Some men are reluctant to get engaged.,J,1,-1.2509766,1.4531246826885922,True
meta-llama/Meta-Llama-3-70B,"Diamonds are produced by great pressure, usually provided by a piston.",Diamonds can be made by machine.,S,1,-1.0283203,1.368076107989365,False
meta-llama/Meta-Llama-3-70B,Dogs crack open bones so they can eat the marrow.,Dogs like to eat bone marrow.,E,1,-0.86279297,1.2859201066614823,False
meta-llama/Meta-Llama-3-70B,"During the worst part of the drought, people were encouraged to not always flush the toilet.",Water was in short supply.,E,1,-1.1054688,1.437068744611828,False
meta-llama/Meta-Llama-3-70B,Eva turned down the heat and left the sauce on the stove to simmer.,Eva was cooking.,E,1,-0.65722656,1.1613493459310211,False
meta-llama/Meta-Llama-3-70B,Every introductory sailing class includes learning how to save a man drowning.,Beginning sailing classes emphasize safety.,E,1,-0.9301758,1.3603911740478185,False
meta-llama/Meta-Llama-3-70B,"Every time I wear my spring coat in the rain, it damages the fabric.",My coat is waterproof.,S,1,-0.89160156,1.3197403454743437,False
meta-llama/Meta-Llama-3-70B,"Every time I wear my spring coat in the rain, it damages the springs.",Water isn't good for my coat.,J,1,-1.0205078,1.3883884066007202,True
meta-llama/Meta-Llama-3-70B,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,The platform is for sunbathing.,S,1,-1.09375,1.3965272143274932,False
meta-llama/Meta-Llama-3-70B,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,The pool was empty.,J,1,-1.0380859,1.3804511322942257,True
meta-llama/Meta-Llama-3-70B,"Except for not having a shell, slugs are a lot like snails.",Slugs and snails are similar.,E,1,-1.1826172,1.4178321379702847,False
meta-llama/Meta-Llama-3-70B,"Figures don't lie, except on the beaches.",People lie in the sand.,J,1,-0.90234375,1.247951136534379,True
meta-llama/Meta-Llama-3-70B,"Figures don't lie, except on the page.",Statistics are completely reliable.,S,1,-1.0039062,1.4038822633702468,False
meta-llama/Meta-Llama-3-70B,"For a great vacation, put the kids in the back seat, and take a cruise.",A road trip with the kids can be a lot of fun.,J,1,-0.9995117,1.398748293597267,True
meta-llama/Meta-Llama-3-70B,"For a great vacation, put the kids in the back seat, and take a freeway.",A road trip can be a fun vacation.,S,1,-0.81152344,1.310182324977008,False
meta-llama/Meta-Llama-3-70B,"For his thirtieth birthday, all his friends gathered to celebrate.",There was a party for his birthday.,E,1,-0.8754883,1.3331703865980116,False
meta-llama/Meta-Llama-3-70B,For lunch he had an apple and a peanut butter sandwich.,He ate a cold lunch.,E,1,-0.5708008,1.0702354505225387,False
meta-llama/Meta-Llama-3-70B,"Frequent naps prevent old age, especially when taken while driving.",Falling asleep while driving can kill you.,J,1,-1.0898438,1.4110420516544304,True
meta-llama/Meta-Llama-3-70B,"Frequent naps prevent old age, especially when taken while relaxed.",It's best to nap when you are very stressed.,S,1,-1.1484375,1.4266217368137446,False
meta-llama/Meta-Llama-3-70B,Good Friday commemorates the Last Supper that Jesus had with his twelve disciples.,Good Friday is a religious holiday.,E,1,-0.79296875,1.2788942463255237,False
meta-llama/Meta-Llama-3-70B,Hal wrote her a love letter.,Hal didn't like her very much.,E,1,-0.97021484,1.3178403775869048,False
meta-llama/Meta-Llama-3-70B,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",We don't have enough money for soup.,S,1,-0.9707031,1.3817868201074797,False
meta-llama/Meta-Llama-3-70B,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",We can't afford the soup.,J,1,-0.98779297,1.3803041751138232,True
meta-llama/Meta-Llama-3-70B,He drank so much that he eventually became a beverage.,He gave up drinking.,J,1,-0.9770508,1.3729271193217276,True
meta-llama/Meta-Llama-3-70B,He drank so much that he eventually became a lush.,He became an alcoholic.,S,1,-1.09375,1.3981575331046006,False
meta-llama/Meta-Llama-3-70B,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,He saved the girl from drowning.,J,1,-1.078125,1.3974077903068411,True
meta-llama/Meta-Llama-3-70B,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,The girl had been on a ship.,S,1,-0.90283203,1.3206407285658996,False
meta-llama/Meta-Llama-3-70B,He hung her coat in the closet.,She had been wearing a coat.,E,1,-0.4309082,0.91822968137829,False
meta-llama/Meta-Llama-3-70B,He is at the age when all the numbers in his little black book belong to doctors.,He is getting old.,J,1,-1.1640625,1.448642154944029,True
meta-llama/Meta-Llama-3-70B,He is at the age when all the numbers in his little black book belong to friends.,He is a real playboy.,S,1,-1.1523438,1.4315212933101256,False
meta-llama/Meta-Llama-3-70B,"He is probably the best boxer in the country, but he always loses in the city.",He would win in Las Vegas.,J,1,-1.0458984,1.3853957030289457,True
meta-llama/Meta-Llama-3-70B,"He is probably the best boxer in the country, but he always loses in the competition.",He always wins the championship.,S,1,-1.0634766,1.4072919543941858,False
meta-llama/Meta-Llama-3-70B,He likes to make things around the house; this week it's the maid.,He's having an affair with a member of the household staff.,J,1,-1.1894531,1.438194443480516,True
meta-llama/Meta-Llama-3-70B,He likes to make things around the house; this week it's the shelves.,He isn't very good with his hands.,S,1,-1.1162109,1.3910785131747776,False
meta-llama/Meta-Llama-3-70B,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",His dividends are quite large.,J,1,-1.1835938,1.4521415440043368,True
meta-llama/Meta-Llama-3-70B,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",He never hears from the company.,S,1,-1.1132812,1.398606826767486,False
meta-llama/Meta-Llama-3-70B,He says he doesn't like to drink because it makes him feel happy.,Drinking makes him feel depressed.,J,1,-1.2304688,1.4594482746322903,True
meta-llama/Meta-Llama-3-70B,He says he doesn't like to drink because it makes him feel sad.,Alcohol depresses him.,S,1,-1.1757812,1.436089313717936,False
meta-llama/Meta-Llama-3-70B,He spilled some of the quart of oil onto the engine because he didn't have a funnel.,He was pouring oil into the car.,E,1,-0.84814453,1.2891462670692782,False
meta-llama/Meta-Llama-3-70B,"He thought that he could turn from Grant onto Prince, but the two streets are parallel.",He was at the corner of Grant and Prince.,E,1,-0.89501953,1.3209683855401138,False
meta-llama/Meta-Llama-3-70B,"He told her he wasn't himself, and she said she'd noticed the improvement.",She liked him better when he wasn't himself.,J,1,-1.1074219,1.415025316236829,True
meta-llama/Meta-Llama-3-70B,"He told her he wasn't himself, and she said she'd noticed the problem.",He was behaving normally.,S,1,-1.1679688,1.4415590614777936,False
meta-llama/Meta-Llama-3-70B,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",He got the tires for free.,J,1,-0.8408203,1.2800413648831364,True
meta-llama/Meta-Llama-3-70B,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",He bought new tires for his truck.,S,1,-0.9013672,1.31577967353088,False
meta-llama/Meta-Llama-3-70B,"He told me he's not broke, just badly bent.",He's doing quite well.,J,1,-1.2412109,1.426702116641521,True
meta-llama/Meta-Llama-3-70B,"He told me he's not broke, just badly off.",He has lots of money.,S,1,-1.1738281,1.4092403487123253,False
meta-llama/Meta-Llama-3-70B,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,They were in the water.,J,1,-1.0166016,1.3773977301229137,True
meta-llama/Meta-Llama-3-70B,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,They were in deep water.,S,1,-1.0683594,1.3874489374700816,False
meta-llama/Meta-Llama-3-70B,He wondered if the storm had done much damage.,It had been a terrible storm.,E,1,-0.4724121,0.978051384188504,False
meta-llama/Meta-Llama-3-70B,"He's never given a girl a present, but he did give a few a pretty good reputation.",He never gets girls into trouble.,J,1,-1.1933594,1.4399613211828624,True
meta-llama/Meta-Llama-3-70B,"He's never given a girl a present, but he did give a few a pretty good surprise.",He buys his girlfriends lavish gifts.,S,1,-1.2197266,1.4507215281416017,False
meta-llama/Meta-Llama-3-70B,He's planning an extended vacation: he hopes to spend three weeks on his couch.,He's going to sleep a lot.,J,1,-1.2851562,1.4642068916918807,True
meta-llama/Meta-Llama-3-70B,He's planning an extended vacation: he hopes to spend three weeks on his sailboat.,He's going sailing for three weeks.,S,1,-1.1005859,1.3983216210924023,False
meta-llama/Meta-Llama-3-70B,Her press agent was operated on for an ingrown beeper.,Her press agent needed actual medical surgery.,J,1,-0.9042969,1.3008461924792776,True
meta-llama/Meta-Llama-3-70B,Her press agent was operated on for an ingrown eyelash.,She needed medical surgery.,S,1,-0.8613281,1.282099512517423,False
meta-llama/Meta-Llama-3-70B,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,He got run over by a car.,S,1,-1.0224609,1.3899279216971878,False
meta-llama/Meta-Llama-3-70B,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,He should get out of bed as soon as possible.,J,1,-1.078125,1.4302382567458833,True
meta-llama/Meta-Llama-3-70B,His job was to keep the sidewalk clean.,He was a doctor.,E,1,-0.69628906,1.2056290162717014,False
meta-llama/Meta-Llama-3-70B,His sandwich came with chips and a dill pickle.,He was about to eat.,E,1,-0.9614258,1.3084868608600622,False
meta-llama/Meta-Llama-3-70B,His wife sued for divorce and asked for custody of the cash.,She wanted to keep the money.,J,1,-1.0410156,1.3925688577168112,True
meta-llama/Meta-Llama-3-70B,His wife sued for divorce and asked for custody of the cat.,She was very fond of her pet.,S,1,-0.96728516,1.32523554721242,False
meta-llama/Meta-Llama-3-70B,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.","I prefer a simple, country life.",S,1,-1.2109375,1.4885139404714618,False
meta-llama/Meta-Llama-3-70B,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",It's expensive to mail things nowadays.,J,1,-1.1933594,1.4541666167723604,True
meta-llama/Meta-Llama-3-70B,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",He wasn't an editor when he was young.,J,1,-0.84472656,1.327523144911497,True
meta-llama/Meta-Llama-3-70B,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",He was never a reporter.,S,1,-0.9223633,1.3484931659682537,False
meta-llama/Meta-Llama-3-70B,"I asked the florist what I should give to my girlfriend, and he suggested his address.",The florist would like to meet the girlfriend.,J,1,-1.0810547,1.4327578049019327,True
meta-llama/Meta-Llama-3-70B,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",The florist thought I should give her roses.,S,1,-1.1425781,1.4485864522718876,False
meta-llama/Meta-Llama-3-70B,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",The woman notices what clothes people wear.,J,1,-1.0605469,1.4166270239835073,True
meta-llama/Meta-Llama-3-70B,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",She didn't remember my name.,S,1,-1.0517578,1.426994103465647,False
meta-llama/Meta-Llama-3-70B,"I can walk on water, but I stagger on alcohol.",I can walk just fine even when I'm drunk.,J,1,-1.3574219,1.480815566645043,True
meta-llama/Meta-Llama-3-70B,"I can walk on water, but I stagger on concrete.",I have no trouble walking on hard surfaces.,S,1,-1.2822266,1.450471725747618,False
meta-llama/Meta-Llama-3-70B,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",I'm saving money in case I need it later.,S,1,-0.9379883,1.353243039765958,False
meta-llama/Meta-Llama-3-70B,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",I put a lot of money in the bank in case of emergency.,J,1,-0.86572266,1.3114610182465254,True
meta-llama/Meta-Llama-3-70B,"I got a car for my wife, and I thought it was a good choice.",I thought my wife would like the car.,S,1,-1.0205078,1.3903390673983804,False
meta-llama/Meta-Llama-3-70B,"I got a car for my wife, and I thought it was a good trade.",I like the car more than my wife.,J,1,-1.0039062,1.3830689971369807,True
meta-llama/Meta-Llama-3-70B,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",Grand Central is the end of the line.,J,1,-1.1123047,1.4557876011028212,True
meta-llama/Meta-Llama-3-70B,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",I'm afraid I will fall behind schedule.,S,1,-1.0908203,1.4372158758800486,False
meta-llama/Meta-Llama-3-70B,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,She was easy to reach by phone.,J,1,-0.9589844,1.3707950730270098,True
meta-llama/Meta-Llama-3-70B,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,Her phone number was in the telephone book.,S,1,-0.9555664,1.3709639867234238,False
meta-llama/Meta-Llama-3-70B,I know one couple who got divorced and had to leave the house to the attorney.,The divorce was expensive.,J,1,-0.97509766,1.3684600832995,True
meta-llama/Meta-Llama-3-70B,I know one couple who got divorced and had to leave the house to the daughter.,The house stayed in the family.,S,1,-0.9145508,1.337797890513864,False
meta-llama/Meta-Llama-3-70B,"I still miss my ex-wife, but I am improving my aim.",I am shooting at my ex-wife.,J,1,-1.1835938,1.4577767232661292,True
meta-llama/Meta-Llama-3-70B,"I still miss my ex-wife, but I am improving my ego.",I'm starting to feel better about myself.,S,1,-1.2666016,1.472781679044721,False
meta-llama/Meta-Llama-3-70B,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,I had breakfast at night.,S,1,-1.078125,1.4012548964934215,False
meta-llama/Meta-Llama-3-70B,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,I wanted to eat an unusual breakfast.,J,1,-1.0703125,1.390413902346339,True
meta-llama/Meta-Llama-3-70B,"I've got Parkinson's disease, and he's got gout.",We have the same disease.,S,1,-0.99853516,1.3469967421666105,False
meta-llama/Meta-Llama-3-70B,"I've got Parkinson's disease, and he's got mine.",At least one of us is in good health.,J,1,-1.0117188,1.3700284204386304,True
meta-llama/Meta-Llama-3-70B,"If there's one thing that counts in business, it's bookkeepers.",Bookkeepers keep track of things.,J,1,-1.0966797,1.4148205272760248,True
meta-llama/Meta-Llama-3-70B,"If there's one thing that counts in business, it's resources.",It's hard to succeed if you start with nothing.,S,1,-1.0302734,1.3979760004306407,False
meta-llama/Meta-Llama-3-70B,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",Colleges are very expensive.,J,1,-1.0927734,1.407114231867779,True
meta-llama/Meta-Llama-3-70B,"If you're filthy rich, sending your kids to college is a wonderful luxury.",It's good to be able to afford to send your children to the university.,S,1,-1.1953125,1.4608982445146665,False
meta-llama/Meta-Llama-3-70B,In some marriages the bride is given away by the family.,It's always the father who gives the bride away.,S,1,-0.8417969,1.3124731065050328,False
meta-llama/Meta-Llama-3-70B,In some marriages the bride is given away by the press.,The newspapers reveal something about the bride's past.,J,1,-0.9941406,1.3590170940871213,True
meta-llama/Meta-Llama-3-70B,"In the game of golf, nothing counts as much as your drives.",The most important part of your golf game is your putting.,S,1,-1.0527344,1.4099211900620134,False
meta-llama/Meta-Llama-3-70B,"In the game of golf, nothing counts as much as your opponent.",The other guy always keeps track of your score.,J,1,-1.1191406,1.4180986533167301,True
meta-llama/Meta-Llama-3-70B,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",Both coins are made from the same metal.,E,1,-0.91503906,1.3044858849236307,False
meta-llama/Meta-Llama-3-70B,"It was so hot at Playboy, the centerfold took off her bikini.",She had been wearing a swimsuit.,S,1,-0.8066406,1.298057625091809,False
meta-llama/Meta-Llama-3-70B,"It was so hot at Playboy, the centerfold took off her staple.",She wasn't wearing any clothes.,J,1,-0.6044922,1.1256429895597755,True
meta-llama/Meta-Llama-3-70B,It was too hot to sleep in a bed so he strung up a mesh hammock.,He was going to sleep in the hammock.,E,1,-0.94091797,1.357161871831289,False
meta-llama/Meta-Llama-3-70B,"It's always nicer to give than to receive, especially when it's your opinion.",People like giving advice more than taking it.,J,1,-0.6826172,1.2213989468705964,True
meta-llama/Meta-Llama-3-70B,"It's always nicer to give than to receive, especially when it's your parents.",Giving gifts can be fun.,S,1,-1.2255859,1.4521085796495572,False
meta-llama/Meta-Llama-3-70B,It's extraordinary what fine poker hand you get when you're playing bridge.,You always get the best hand just when you need it.,J,1,-1.2080078,1.4322971267756188,True
meta-llama/Meta-Llama-3-70B,It's extraordinary what fine poker hand you get when you're playing stud.,You never get a decent hand in a poker game.,S,1,-1.1630859,1.4069186597508738,False
meta-llama/Meta-Llama-3-70B,It's hard to admit when one is wrong.,Most people don't mind being wrong.,E,1,-0.9868164,1.3577841657499725,False
meta-llama/Meta-Llama-3-70B,"It's hard to raise a family nowadays, especially in the country.",It's easy to raise children outside the city.,S,1,-0.9580078,1.3271017044231326,False
meta-llama/Meta-Llama-3-70B,"It's hard to raise a family nowadays, especially in the morning.",The kids don't want to get up in the morning.,J,1,-1.2363281,1.434245421519925,True
meta-llama/Meta-Llama-3-70B,It's not hard to meet expenses; they're affordable.,You should be able to pay all your bills.,S,1,-1.1171875,1.4478847733122322,False
meta-llama/Meta-Llama-3-70B,It's not hard to meet expenses; they're everywhere.,It's easy to pay the bills.,J,1,-1.296875,1.4755488970332924,True
meta-llama/Meta-Llama-3-70B,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,She was preparing the turkey.,S,1,-1.1259766,1.411393523345623,False
meta-llama/Meta-Llama-3-70B,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,The kids didn't get enough to eat.,J,1,-0.9604492,1.364928021834028,True
meta-llama/Meta-Llama-3-70B,"Love has its benefits, and they are usually called alimony.",Divorce can get you some money.,J,1,-1.1601562,1.4408260416976915,True
meta-llama/Meta-Llama-3-70B,"Love has its benefits, and they are usually called memories.",Being in love leads to good times together.,S,1,-1.15625,1.400274556255313,False
meta-llama/Meta-Llama-3-70B,Many a freshman helps the college of his choice by becoming a dropout.,"When a freshman fails, it always hurts the college.",J,1,-1.2070312,1.4277511939473708,True
meta-llama/Meta-Llama-3-70B,Many a freshman helps the college of his choice by becoming a member.,Joining a college doesn't make any difference.,S,1,-1.0087891,1.3656369447548737,False
meta-llama/Meta-Llama-3-70B,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,Men like to vacation alone.,J,1,-1.3125,1.4665222181159006,True
meta-llama/Meta-Llama-3-70B,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,Many men like a relaxing vacation in the tropics.,S,1,-1.0898438,1.3996761989458248,False
meta-llama/Meta-Llama-3-70B,"Many things run in families, especially noses.",People often catch colds from other family members.,J,1,-1.1757812,1.4039265434227646,True
meta-llama/Meta-Llama-3-70B,"Many things run in families, especially strength.",Muscle power comes only from exercise.,S,1,-1.0585938,1.3594065229425105,False
meta-llama/Meta-Llama-3-70B,Modern science is amazing: garbage is now being made into gasoline.,Fuel can be made from trash.,S,1,-1.1914062,1.4311215404139008,False
meta-llama/Meta-Llama-3-70B,Modern science is amazing: garbage is now being made into movies.,There are a lot of really terrible movies nowadays.,J,1,-1.3193359,1.467615605873369,True
meta-llama/Meta-Llama-3-70B,Most cats see very well at night.,Cats see well in the dark.,E,1,-0.9785156,1.376531578331772,False
meta-llama/Meta-Llama-3-70B,Most of the people running for office are not politicians; they're candidates.,You become a politician when you get elected.,S,1,-1.2197266,1.4301801351461587,False
meta-llama/Meta-Llama-3-70B,Most of the people running for office are not politicians; they're commuters.,These people are hurrying to get to work on time.,J,1,-1.3066406,1.4659720597341543,True
meta-llama/Meta-Llama-3-70B,Mrs Martin told the bad student to stand in the corner.,Mrs Martin was unhappy with the student's behavior.,E,1,-0.66259766,1.1553467431295854,False
meta-llama/Meta-Llama-3-70B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,My brother-in-law fixed our plumbing.,J,1,-1.1992188,1.457882283314122,True
meta-llama/Meta-Llama-3-70B,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,He's a real handyman.,S,1,-1.125,1.4404507633634047,False
meta-llama/Meta-Llama-3-70B,My church welcomes all denominations but prefers Mormons.,My church is strictly Catholic.,S,1,-1.2451172,1.4435193201163214,False
meta-llama/Meta-Llama-3-70B,My church welcomes all denominations but prefers twenties.,My church wants money.,J,1,-1.2919922,1.458637333581811,True
meta-llama/Meta-Llama-3-70B,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,My doctor charges a lot of money.,J,1,-1.109375,1.4350571123006017,True
meta-llama/Meta-Llama-3-70B,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,My doctor is very honorable.,S,1,-1.0361328,1.4010678817645223,False
meta-llama/Meta-Llama-3-70B,My husband took the money we were saving to buy a new car and blew it all at the laundry.,We had saved a lot of money.,J,1,-1.0927734,1.4270209201456576,True
meta-llama/Meta-Llama-3-70B,My husband took the money we were saving to buy a new car and blew it all at the tables.,He gambled away our savings.,S,1,-1.1298828,1.4546173280527694,False
meta-llama/Meta-Llama-3-70B,"My mechanic couldn't fix my brakes, so he fixed my clutch.",My clutch was also broken.,S,1,-1.1347656,1.41826598390255,False
meta-llama/Meta-Llama-3-70B,"My mechanic couldn't fix my brakes, so he fixed my horn.","He figures if I can't stop, I'll have to honk at people.",J,1,-1.2138672,1.440022164295396,True
meta-llama/Meta-Llama-3-70B,My wife did natural childbirth: no anesthetic.,She took drugs for the pain.,S,1,-1.0986328,1.4293245212626742,False
meta-llama/Meta-Llama-3-70B,My wife did natural childbirth: no makeup.,My wife didn't wear makeup when she had her baby.,J,1,-1.0595703,1.4127512978187327,True
meta-llama/Meta-Llama-3-70B,"Nature has three ways of thinning the herd: drought, famine, and hunting.",Predatory hunting reduces the number of prey.,S,1,-1.1542969,1.4429429900373845,False
meta-llama/Meta-Llama-3-70B,"Nature has three ways of thinning the herd: drought, famine, and primaries.",Politics is a lot like nature.,J,1,-1.0722656,1.4181451106717073,True
